content,location,date,satisfaction,customer_service,speed,"reliability,"
I rang BT to cancel my 80 year old mothers broadband service as she no longer used it - suprise suprise a week later they cancelled all her services!!!! So she had no phone line  I don't live locally & had no way of contacting her. I spent an hour & half on the phone to BT trying to get this resolved. Despite this being their error they were unable to reinstate my mothers account  insisted the only way to get a phone line was to order a new one which could take 48 hours  with a new telephone number. They then wanted to charge £50 for the line installation  have subjected her to a new 12 month contract. I have never experienced such downright shoddy  & exceptionally unhelpful customer service. They make an error but they penalise their customers for that error - what a joke!!!! They have no concept of what customer service entails.~~~,Scott~~~,2015-06-03~~~,~~~,~~~,~~~,~~~
The smoothest setup I've ever had  4x faster than my old broadband and 1/2 the cost (no exaggeration).  I've gotten the exact speeds advertised  if not more.~~~,London~~~,2015-06-03~~~,5,5,5,5
If these stars went to minus numbers it would be infinity  their customer service is rubbish and service is worse. We have been waiting for broadband for 3 weeks and still not been told what is happening. 7 hours on the phone  5 engineer visits  5 call backs which have never happened. We have been with them for about 3 years  change - do not go with them.~~~,Durham~~~,2015-06-02~~~,1,1,1,1
Grim grim  grim customer service  speed way below what was promised  and a seemingly incurable fault that prevents me from registering my username. 1998 Dial up was better~~~,Preesall Hill~~~,2015-06-01~~~,1,1,1,2
Dreadfull . . . switched over from aol after 17 years so I could take advantage of the free BT sport. system Input error cross referenced my account with another 12 miles away  hour after hour wasted trying to sort it with a useless foreign call centre.Can't log in to BT  verify my id  use wi fi or tv ten days after the event of wasting over £55 in set up fees  told by a muppet this morning I have to wait up to 10 working days for my complaint to be handled.Did a speed check  upload -30% below lowest parameter promised and down load -25%BT should not be allowed to tout for trade offering a system with such shoddy customer service when something is amiss. To say I'm DISSAPOINTED with them is a massive understatement.~~~,Poulton le fylde~~~,2015-06-01~~~,1,1,1,2
We have BT Infinity. The time it takes to load is very disappointing. The adverts on the BT homepage cause problems as they take ages to load but we cannot choose not to have them. Also BT charges top whack to its faithful customers while giving new customers special rates.~~~,Rugby~~~,2015-05-30~~~,2,2,3,2
Switched over to BT broadband from Sky.They couldn't manage to get the service working for 3 weeks! They eventually did and 1 month later it broke down again  have been waiting one month to resolve this with hours spent in the phone 3 engineer visits  who seem to come and leave without ringing the bell or calling before filling out their notes saying unable to gain access. So many promised call backs that don't materialise. It's total incompetence. Never been provided with such a shocking service in my life~~~,Wandsworth ~~~,2015-05-30~~~,~~~,3,2,~~~
Pathetic service. Constantly drops  poor speed. Takes forever to connect. Always had payment issues they cut our connection a few months in a row even though we had paid due to thier incompetence to manage accounts. Is this 2015? How can you live in one of the largest cities on earth and get such poor internet.~~~,london~~~,2015-05-27~~~,1,1,1,1
To me  BT is a stupid company. If there is no star I will choose no star. First  every charge is so expensive but the service is extremely bad. For example the normal payment per month is £45 something even I didn't use any calls. The speed of the network is not quick under this price. Secondly  the company is overcharge. Once a time  my phone line is broken. Then I phoned the BT customer service I asked the adviser how much of the line need to be fixed. The adviser said maybe just £20 on and off. But I am shocked when I got the bill  the engineer fee is £120 something even the engineer just work less then half an hour   just fixed the broken iron wire. And also I think the company did't say clearly what is international call freedom on the contract. For example I pay £6 per month but I always need to £10-15 per month for the international call. These are two major bad feelings to me so far  all the say I am extremely not happy with this service experience. I think BT is the big broadband company in the uk  even over the city  whey they do such bad service. They should spend time and ideas to improve the service  not how to earn more money from the customers. I want to leave this company now  but I cannot because the contract hasn't been finished. If I want to leave I need to pay £ 200 to cancel the contract. So I have to stay with it. I will definitely leave this company and won't use it any more.  Thank you~~~,Uk~~~,2015-05-26~~~,1,1,1,1
BT are completely useless  and I would most definitely NOT recommend them. After purchasing fibre optic broadband  we had frequent problems with loss of connection. This went on for almost a year.I spent hours upon end contacting BT about the problem. Every time I phoned it was answered by someone in India  and invariably they cannot always understand what you are saying. I was fobbed off with many different reasons for the problem and many different solutions  none of which worked. Eventually it was established that the installation had been done incorrectly and an engineer was sent out to correct it. I asked for some reimbursement and suggested three months worth of the cost of the broadband  totalling approx £75.00. All they would give me was £10.00  and that took a lot of persuading. They are the worst company I have ever dealt with.~~~,East Sussex~~~,2015-05-25~~~,1,1,3,1
