content,location,date,satisfaction,customer_service,speed,"reliability,"
Having been a customer with bt for several years  I've finally lost all patience with their unreliable broadband and poor customer service. I wouldn't normally be leaving such a poor review but the last straw was when they cut my broadband off a day earlier than agreed  and after trying for over an hour to get the issue sorted with their customer service team I gave up. Throughout my broadband contract I noticed a definite drop in speeds at peak times  to the extent that basic online music and videos would be continuously interrupted despite me subscribing to their fastest  unlimited package. Numerous contacts with their customer service was unable to fix this so i gave up.When the time came to renew I was unable to avail of the online offers available so my package would cost nearly twice as much as a new customer. What a way to reward loyalty!I will not be returning to bt as a customer in the future and would advise others to stay well clear.~~~,Carrickfergus~~~,2018-05-14~~~,1,1,1,1
Absolutely TERRIBLE service. We set up a cloud phone with bt. We then discovered bt internet was not available in our area. We cancelled but they kept charging us for over a year  we spent hours on the phone. We originally ported our number to bt from talk talk. After trying to port our number to a new service that could run with fibre optic they would not allow us to have our phone number back which we have been using for 6 years. Again we spent hours on the phone along with our new supplier trying to get the number. I even had one of the team members laugh done the phone at me. They have been holding our number ransom ever since. This service has been disgraceful. Avoid BT like the plague. Cannot stress this enough.~~~,London ~~~,2018-05-14~~~,1,1,1,1
Broadband and mobile phone reliable.  Poor customer contact.~~~,Cambridge~~~,2018-05-14~~~,3,2,4,4
"BT have been absolutely awful for the past year  both in terms of wifi connection and actual customer service. We are a group of 4 students and more often than not we cannot have more than 2 of us using the wifi. Their customer service is absolutely appalling and it is very clear they do not care about their customers one bit. They were meant to return after they tried to install the broadband and realised they couldn't not install it properly as they could not access the required room but then never returned. Since then we have reported issues on numerous occasions  and on one of these occasions they said they would send an engineer out the next day  which never happened. When asked about it it turned out they hadn't communicated between themselves and the required engineer. In the past 24 hours we were promised a phone call back at 5pm which never happened  to which our account holder rang them and once again they didn't have a note of this. The man she spoke to said he would call her back in 5minutes which once again  never happened. It is absolutely ridiculous how little they care about their customers and how time and time again they attempt to charge us extra just for them to actually do their job correct. They frequently try to play the ""number of devices"" card against us but considering the wifi is awful even when there are only 2 of us in the house or if one individual using the internet at like 2am this is definitely not the case. We struggle to access our university website and use articles that are required for our assessments and this should not be the case. Do not go with BT. Last year I was with plusnet  paying far less  with the same number of people/devices in the house and getting far better connection.~~~",Reading ~~~,2018-05-13~~~,1,1,1,1
"BT diserve  ratings Overall satisfaction   00000 Customer service      00000 Broadband speed .    00000 Broadband reliability  00000 I am happy i saw that  because from now on will take more serious the reviews...  BT I had worst experiences from them. They just interested in closing open tickets  the funny part is - their website test always show your connection is stable  (just imagine when your connection is dropped you will not be able to perform test so you can’t test and when you are on  you will test and it always show stable connection!!!) i am having broadband connection dropping issues from last few months and they are not able to fix it after so many complaints (i have many complaints raised!!!)  official complaint also doesn’t make any difference to them  recently i have called them to cancel service and told them i am moving to another service provider  the person whom i was talking was only interested in telling me how other service provider is not good rather than listening me what problems i am having and how to resolve it  the reason i think they are not losing anything so they don’t care about customer. And if this is the attitude they have I rather take 2nd grade broadband services from other service provider that listens and care about customers rather than arrogant provider like BT  and I am sure there will be many-many customers who will think this way and one day BT will feel impact. couldn't provide us with a stable and good quality wireless connection even though I am sitting and working on a computer 5m away from the BT box and there are no obstacles between us. If they told me immediately that they can guarantee ONLY CABLE connection I would have made my decision but instead they kept on connecting me from one call centre to the other and I kept on spending hours talking to  sometimes very kind but powerless advisors but sometimes to very manipulative and limiting advisors. In 6 MONTHS on the phone with BT I spent hours trying to make BT broadband work decently but in the end  it DIDN""T. In the end they offered me 30 pounds to  practically shut up or find another provider but they wouldn't let me out of the contract. They wanted me to pay up until the end of the contract. INCOMPETENT CROOKS!~~~",london~~~,2018-05-12~~~,1,1,1,1
Paying for Infinity - actualy getting Infinity some of the time  have contacted BT  however speed always improves for a while when BT contacted.  then variable again.~~~,Cornwall~~~,2018-05-12~~~,4,4,3,2
I've had many connections before this one and out of all of them BT is defiantly the worst. When first looking at the connection it looked like a big upgrade from the other connections I’ve had in the past   but it was a complete lie. Although the connection is reasonably fast most of the time  it shuts down and has trouble connecting at the worst of times which is 10x worse considering I’m an avid gamer. Even fixing the connection is more trouble than its worth with it taking about half an hour to get it back up and working properly again. The amount of inconvenience this broadband has caused me is unbelievable and I recommend looking for literally any other service provider.~~~,G~~~,2018-05-12~~~,~~~,~~~,3,~~~
WiFi drops out every time it rains and is unreliable. It's been 5 months and it's still not fixed.~~~,Birmingham~~~,2018-05-11~~~,2,3,2,1
Tried to switch to paperless billing as BT charges £2.50 per month for paper bills. Went online  clicked the option to switch billing method yet the paper bills and charges keep on coming. Have to call every month to get them to credit the charge but they seem incapable or unwilling to fix this problem.~~~,Edinburgh~~~,2018-05-11~~~,~~~,~~~,2,2
"First of all  read reviews on different sites before switching to BT! You will very likely decide not to! Their service is not great  streaming freezes  Wi-Fi signal is bad  but the most ridiculous thing is that when you move you get totally ripped off. They promote a smooth free move on their official site (https://www.productsandservices.bt.com/manage/moving-home/)  which reads ""No connection fee or new Direct Debits to arrange"" and when it comes to an actual move  it turns out that they will charge you 130 pounds of connection fee.And after they tricked you into 18 months contract  you have a choice of either paying a connection fee of 130 pounds or 6 months of your contract as an early cancellation fee (for me 36*6=216 pounds).~~~",London~~~,2018-05-09~~~,1,1,3,2
