content,location,date,satisfaction,customer_service,speed,"reliability,"
Useless.i got lied to when i set up my contract... the operator told me verbally 12 months they sent paperwork for 18th months( i didn't check my Fault) .... convenient they didn't record the call.constant drops in service with no explanation. changed my direct debit date from the 10th so i got 2 months worth of bank charges and damage to my credit file.called 4 times to set up paperless so i wasn't charged took them 6 months to get it done correct.there India complaints dept calls and there accent is that thick you cant understand AVOID BT.~~~,Coventry~~~,2019-04-11~~~,1,1,1,1
Internet kepts cutting around 30-40 times in a day  as a gamer you can’t rely on it to play a single game without worrying about it being cut mid-session. Tried calling them about it and they said they cut it and also slowed my internet down because of “excessive usage” (downloading files  in my case it was a single ps4 game mandatory UPDATE from the legal market where every player has to update their game) on a contract that says “unlimited internet”. All i have done is watch YouTube video and amazon prime.~~~,Kingston upon thames~~~,2019-04-09~~~,1,1,1,1
Why is my broadband speed 0.9 mbps!!! what a rip-off  no wonder the Netflix drops out after 10 minutes!! and has done for over a year!! you should be ashamed of yourselves  forcing people to upgrade  to watch a programme.~~~,BT403TR~~~,2019-04-08~~~,1,1,1,1
worst providers I have come across EVER !!!! we have the same trouble every month and every time we think it's sorted that crop back up. The internet is shocking and we end up having to use 4g on mobiles most of the month. The bill is an absolute nightmare ! we phone to pay every month and ask them to change the date of the direct debit  they have always said it's done and we have the same problem the month after and then we have to pay late charges. this month is the first time we have been told that the direct debit can not be changed and they have no recorded of us being told we can change it. staff can be rude and the last conversation I had I told the lady I was thinking of leaving and she hung up on me.~~~,Shirley ~~~,2019-04-08~~~,1,1,1,1
The service from bt is terrible I have boasters in every room in the house. I am sat less than a metre from a boaster and every few seconds it disconnects. This has to be the worst internet provider. Funnily enough this has only just been happening since they put the offer of paying so much a month to guarantee connection in every room. This looks like a money making scam to me~~~,kingshurst~~~,2019-04-04~~~,1,1,1,1
Don't know why I bothered to change my contract to them after the horrendous situation with the Internet. The Internet installation got delayed by 3 weeks  2 missed appointments and a general lack of knowledge throughout the call centre. Decided to get a BT sim only through temptation of free BT Sports and a cheaper plan. You have to call to activate BT Sport  why someone can't do it via chat I have no idea so  a 15 minute hold later  asked for DPA  gave my details  asked to hold for a minute while my account gets pulled up and the phone gets put down  no call back. Get back on to chat to be told the adviser will call me and connect me with that team to receive a call and be told they've closed. Absolutely outstanding customer service.~~~,Manchester~~~,2019-04-03~~~,1,1,1,1
Absolutely atrocious - sent hub to the wrong place 5 times  cancelled engineer visits automatically  different teams had a diffferent view of the same problem  4 people on the same day confirmed an engineering visit until the 5th saw the service provider (open reach engineer) had rejected the fault problem and the engineer never showed. POS (and that doesn’t stand for point of sale). Terrible  the worst.~~~,London~~~,2019-04-03~~~,1,1,1,1
Completely unacceptable company. They said they will send engineers and they said that 10 times and never came!  They made no effort to fix the service and they do not care about their customers at all. Do not choose BT.~~~,London~~~,2019-03-27~~~,1,1,1,1
Amazing reliability  even better customer service then Sky Virgin and Talk Talk. Totally recommend BT especially Their new BT smart hub 2!!!!~~~,Watkinson~~~,2019-03-26~~~,5,5,5,5
BT have been useless from start to finish. Firstly  their records were incorrect so we waited 2 weeks for fibre to be activated  only to be told its not available (it is  I can see the exchange from my house!). After a 2 week investigation they realised it was available  and said I could upgrade over the phone and receive their offers of £120 gift card  and an amazon echo - not too bad I thought. After waiting two weeks  was told that I need to wait a couple more days until I'm outside the cooling off period. Lo and behold  then I'm told i'm not eligible because I didn't upgrade through their website (which was impossible  because their records were wrong). Despite confirming with 4 different members of staff (and counting) at BT that I would receive this  the rewards team still tell me I'm not eligible. The customer service at BT is shocking - the teams cannot speak to each other  and the live chat function is 95% automated  and 5% requires a translator so equally useless. Don't bother with them! Talktalk  Vodafone  and Virgin offer the same for much less - lesson learned.~~~,Herefordshire~~~,2019-03-20~~~,1,1,1,1
