content,location,date,satisfaction,customer_service,speed,"reliability,"
Started a complaint over a year ago as our speeds are rubbish and connections often drop. Was told we needed fibre  so I went with that. Nothing changed. Fast forward to today  I have furnished Bt with proof that we never get anywhere near 35mbs (we get 12-16.7)  but they're only interested in going round in circles. Tried to take our service elsewhere  but the line is not able to be taken over! Bt have confirmed that we are out of contract  there is no legitimate reason why anywhere else says that we can't change.... useless. They sent me a smart hub but it makes no difference~~~,Cambridgeshire ~~~,2017-11-21~~~,~~~,~~~,~~~,~~~
Very slow broadband. Only had bt for 2 months cost so far over £150 it is useless at night and bt blocked me twice a waste of money~~~,CASTLEWELLAN~~~,2017-11-21~~~,1,1,1,1
Please be careful to not be mislead by BT's awful advertisement. Unlimited wifi minutes is NOT unlimited internet. 5 days in and weve racked up a massive bill and apparently we are not new customers so we have the privelidge of upgrading to a 49.99 package - twice as much as what we paid with TalkTalk. 5 days in and already feel ripped off undervalued and trapped.. Just counting the days till we can leave .. 359 i look forward to it~~~,birmingham~~~,2017-11-20~~~,1,1,1,1
Stay away they scam you with charges and then cut you off when you disagree and billing are so rude.broadband is intermittent and thats with fttp in the house~~~,Brackley~~~,2017-11-19~~~,1,1,4,1
At first I was happy with BT I felt I was getting a great deal  landline and unlimited Internet fibre optic for £46 a month.  After a year when my contract ran out they offered me a contract phone for £17 a month with 6gb a month  I took the offer and was also offered for £5 extra I would get unlimited data  I refused it at first thinking I didn't need it due to having my WiFi  but 6gb didn't last long and I noticed when I tried to connect to my BT router it would only connect for 10 seconds and stop and then I would have reconnect again and ive done that ever since I got the contract which was months ago. I remembered the woman offering me unlimited data for £5 a month and I rang up to enquire about the deal  the first guy had nothing on it and connected me to someone else who said to me they don't do unlimited data at all  so either he was unsure of this offer and unlimited data or I was about to get scammed even though the woman knew all about my contract with BT. So in the end I'm stuck with this phone that runs out of data in about 3-4 days which connects to the router for 10 seconds each time and it's a 2 year contract. In the end BT offered me 15gb of data for £27 a month. That's a rip off I've seen better deals on better phones for just  £3 more. So either BT fixes my issues or once my contract is over I will be paying someone else for their services which I'll also be recommending to my friends and family too.~~~,Daventry~~~,2017-11-19~~~,2,3,4,2
Broadband ordered and confirmed on 8 Nov  told the connection would start on 18 Nov. On 9 Nov told got a text to say connection will be on 22 Nov.  Then a couple of hours later got a text and email to say connection will be on 13 Dec!  Spent ages on the phone to their customer service  finally told connection definitely on 22 Nov.  Get an email a few days later saying 13 Dec.  More wasted time chasing them  and their rubbish webchat this time.  Still can't confirm the order.  Incompetent company!~~~,London~~~,2017-11-18~~~,1,1,1,1
Con artists  been chasing a complaint for over a year  even the ombudsman scheme can't help  you're better off getting WiFi through a potato.~~~,Essex~~~,2017-11-16~~~,1,1,1,1
Beware BT Cancellation charges SCAM Don't even bother signing up  even if the telecomms network restricts your choices.  Hopefully your mobile data covers you. My £26.50 a month 12m broadband quickly turned into circa £60/m for 6m with spurious additional charges (£55 free router  £30 disconn fee) once somebody else decided to take over my line after 5 months and I was charged full year.Shouldn't be legal but according to the ombudsman & BT it is  billing 2 or more people for the same line.  Once again the big boys win.  I was later sent a pdf of 155pages of Ts&Cs and guess what  early termination charges are right at the back  albeit unclear to calculate.40 years of no more BT custom from me & family members~~~,London~~~,2017-11-13~~~,1,1,1,1
Total disgusting. Phoned on several occasions to say broadband was dropping out to be told all tests were fine. Asked about home bub 6 as knew loads of people with it to be told its only for fibre optic and was asked to upgrade. I told them there was no way i was upgrading as they werent providing me with the service i was already paying for. Reluctently i agreed to an engineer visit after being told by an advisor that if he didnt toucb anything within the property I wouldnt be charged. I took the day off work and an engineer came  went  then came back and said the problem was sorted. It wasnt! A second engineer was booked but i couldnt afford to take another day off work so asked my father to go over. My father has onset dementia so after engineer called to say he was on the way  i called him back to say my dad would no remember to say but he WAS NOT to touch anything in my house till id ok'd it and to phone me first. I got a call half hour later saying he had removed my master socket and leads from back of hub and it should bd fine?? I told him not to touch anyything!. On my return home  my broadband wasnt workibg and there was a hole left in my hall wall! My complaint escalated to a higher department and the upshot was i was offered a hub 6 (strange as id been told i could only get that if i upgraded to fibre optic) and its solved the prob and i got a call saying i had credit for lack of service for months. Today though  ive had £142 taken from my bank for 2nd engineer visit (the 1 thaf desroyed my hall and fixed nowt) and when questioning it got called from some snooty woman saying this is correct!. Im still waiting for my complaint lodged with openreach re engineer who vandalised my home and now im being charged £140 for the pleasure. Customer service is shocking  they dont deserve the money i work hard for~~~,Lockerbie~~~,2017-11-12~~~,1,1,2,2
Easily the worst company I have ever dealt with. They lie and never understand your problem . My broadband dropped out daily for 5 years..countless engineers sent to no avail. Told problem was in my house and wanted to charge me for this. Left them 1 month ago and been with plusnet...no drop out since. BT slow your broadband down..fact.. I urge you all to leave and join Plusnet..let put these clowns out of business~~~,Burton on Trent~~~,2017-11-12~~~,1,1,1,1
