content,location,date,satisfaction,customer_service,speed,"reliability,"
I've had BT broadband just over two years. I have had to have an engineer call out five times. The customer service is beyond awful. The trouble is that BT supplies broadband for all the other providers so what can you do? It's an outrageous monopoly. What a shame BT wants to supply sports instead of sticking to its knitting an providing a decent broadband service. I'll be switching to fibre as soon as it is available in our area from anyone except BT.~~~,Coventry~~~,2015-11-16~~~,1,1,2,1
I'm a new customer to BT having suffered low speeds and endless drop outs with Sky for a year. I wouldn't have believed it but BT's speed is worse and their customer service is shocking. I've been trying to resolve an issue with my logon for 11 days but despite saying they will respond within 24 hours I have not received a response. I've tried to live chat with them but the slow broadband speed is hampering those attempts. The only good thing I can say is that my broadband doesn't drop out as much as it did with Sky.~~~,UK~~~,2015-11-16~~~,1,1,1,3
"2email accounts' whole inboxes we removed and put into ""deleted"" folders.  When I asked why this was happening an Indian adviser informed me I could go to BT help to recover these emails.  I wanted to know WHY the emails had been moved I'd already discovered them.  Then he said there was a ""glitch"" on his BT computer and could no longer help me.  This service is at best useless and there just is no accountability by BT for their appalling service to paying customers.  Their help menus are useless.  Why not give out telephone numbers as  on occasion  customers who phone them are unable to use the internet because it has failed! We've been told throughout 2015 that BT were dumping Yahoo but this still hasn't happened and BT are still not being held to account for the useless service on Yahoo email accounts.  Extremely poor service by BT to its customers.~~~",Cambridge~~~,2015-11-16~~~,1,1,2,2
Paying for 76mb and on a good day today n the middle of the night I manage to get 24mb. I do not live in the countryside and two roads down they get 60-80mb. Bt can not explain why this is  they only say the exchange is too far from my house. Really disappointed~~~,Southall~~~,2015-11-15~~~,4,4,1,3
Everyhing bt  provides is rubbish..i hate bt with passion~~~,Derby ~~~,2015-11-15~~~,1,1,1,1
Phone service rubbish  broadband rubbish. They miss service appointments and mess you around.I always thought they would be the best but they are terrible.~~~,Redcar~~~,2015-11-13~~~,1,1,1,1
Just received a package and after 4 days I have found out customer service is based in India and very poor. Promised a call back but never got one. They wait until you have to pay to cancel. I am trapped for a year now and will then leave them never to return. Not to be trusted.~~~,poole~~~,2015-11-13~~~,1,1,4,3
"Very disappointed and actually appalled with BT's customer service. Diabolical. We signed up to a BT Infinity package last December and when discussing the package on the phone my husband stressed it was important the new package would retain the ""International Freedom""package as I'm from Ireland and call there several times a week. Since we signed up apparently ""online""  we never received a paper quarterly  statement  and just recently we discovered on going through our household bills that for the past 10 months our BT bills (paid by direct debit) had doubled as were taken off the 'International Freedom' option when the BT Infinity contract started last December! BT have no interest whatsoever in trying to put matters right given that we calculate this mistake has cost us approx £600 in 10 months. We are very disappointed given that we have been with BT for many years and they have absolutely no interest in retaiing our business. My husband wrote a long letter to the customer service dept in Durham and received by way of response an incredibly poorly written shprt email (terrible grammar) basically saying ""computer says No"" without responding to the individual points raised in our letter.Separate to this incident I will also say that we had phone line problems twice in the same period  the most recent one meant we were without a phone for approx a week. Very Poor.Anyhow actively seeking an alternative supplier and  would urge you all to do the same!~~~",Bournemouth~~~,2015-11-12~~~,1,1,2,2
Swapped from Sky. DON'T DO IT!!!I was supposed to have my broadband a week ago- still not been set up which is ridiculous considering I need the internet for work purposes. Now told it won't be sorted until at least Monday (that's 11 days with no internet) Keep getting lied to. 'We'll ring you with an update'....three times I've been given that message. I've had to spend countless evenings on hold. Worst company ever. Makes me think it's cheap for a reason.~~~,Cardiff~~~,2015-11-12~~~,1,1,1,1
Ordered bt broadband and tv box about 2weeks ago. The engineer was supposed to show up a week ago. Guess what. Nobody didnt show up. Took a day off work just for that.. nobody didnt contact me about it either. Next day had to call them myself. Apparently it was supposed to be workin till yesterday 12pm. Guess what.. nothing working.. Absolutely poor service. Sorry but BT deserves 0.1 out of 10. Poor poor poor. If you have a choice  choose some other broadband provider..Shame on you bt...~~~,Romford~~~,2015-11-12~~~,~~~,~~~,~~~,~~~
