content,location,date,satisfaction,customer_service,speed,"reliability,"
Switched to BT from Utility Warehouse using U Switch. All communication very good  emails from BT keeping me informed all along the way  equipment arrived when said it would  switch over happened on the day it should. All very good  nice and easy. Excellent Broadband.~~~,Cambridgeshire~~~,2016-10-17~~~,5,4,4,4
Stay away from BY at all cost  customer service is a dirty word to this company  they 100% admit I'm being overcharged every month !! But after 5 months they have done nothing about it.God knows how many hours I have now waisted trying to sort it  you just lose the will to live.~~~,Coventry~~~,2016-10-17~~~,1,1,2,2
poor customer service  signed up from broadband 4 days later still waiting to be connected.poor customer service and non existence of communication  please  please  keep away from BT.~~~,pelsall~~~,2016-10-17~~~,~~~,~~~,~~~,~~~
Shocking customer service; awful wifi  auto-renewed my contract even though I asked for it to be cancelled; purposefully make it hard to find out any information about your contract. Utterly useless  do not use.~~~,LONDON~~~,2016-10-16~~~,1,1,2,1
Very unhappy with the service I've received  my internet it so slow not more then one person can go on at a time  phoned up more then once to sort this but got a bill of 60 something pounds I refused to pay it! Due to not having the service I wanted and no one listening to me nor helping  man said he will up grade it  if it is not better within a week call back but I got my internet restricted so cannot go on the internet rang them up once again  explained how annoyed I was that no one was taking this into inconsideration and helping but cutting it off and refusing to help untill I pay the now £100   I asked everyone I spoke to would you pay for something that didn't work! They answered no but still tried to get my money.Very unhappy. NOTHING BUT MONEY GRABBERS!!!~~~,Milton Keynes  ~~~,2016-10-16~~~,1,1,1,1
Hopeless customer service  good enough when it is working.~~~,Letchworth~~~,2016-10-15~~~,1,1,4,4
We had no contact prior to the contract ending with BT so ended up paying a stupid price for what we had. All other contracts we have taken out have warned us that the initial contract is going to expire. After ringing their customer service we find out we have to pay a disconnection fee even though the contract has expired. Not happy about this and the fact that we were not warned the contract was expiring I asked to speak to a manager but this was not possible apparently. I have logged a complaint with them which I'm guessing does f all but worth a try. Don't go near them.~~~,~~~,2016-10-15~~~,1,1,1,1
Terrible terrible mistake in choosing BT  broad band has not worked once since joining and will be a month in 6days since the supposed start up date. New customers considering them DONT the staff are rude and simply disconnect the phone line when they can't answer why the issue hasn't been sorted out yet or they simply transfer you back and forth between departments.  Completely incompetent and lack of knowledge.~~~,Rayleigh ~~~,2016-10-14~~~,1,1,1,1
BT Local office in Wolverhampton  are USELESS  do not get involed with them  they have addesd items to my bill  told me they would sort it all out but they never did  causing a massive problem of £4500+ overcharge.~~~,Whitchurch~~~,2016-10-14~~~,1,1,5,5
Administration!!! Are they going into administration???  Awful! No line for days.Paying for zero service.Customer service -worst ever  they put you on hold and hang up.They lie.Never turn up on the agreed date -turned up the day after.Did not do the full job on the day ie all my sockets around the house.Call them they say I have no account with them when I've been billed already.Constantly on hold.Eventually when you do get hold of somebody they advise their servers are down. There's no hope here with this company.. This sounds crazy although this is BT  they seem very dodgy as in setting up lines and contracts  with no service  and perhaps taking money.. Which is possibly fraudulent  as there's an exchange of contracts... Goods for money.. But here there is money but no goods ie no service. Is the company perhaps going into administration and perhaps trying to trap customers into contracts they want to get out of..??  And then trying to charge extra money for it  set up  non existence line rental  broadband  cancellation  and then one month extra rental for the 1month noticed period.. If this is the case then this is a money maker scheme for BT!  Customers be warned and don't bother with rubbish service.~~~,Altrincham ~~~,2016-10-14~~~,~~~,~~~,~~~,~~~
