content,location,date,satisfaction,customer_service,speed,"reliability,"
Absolute rubbish service past from pillar to post eventually said I wanted to cancel and put through to another department put on hold for thirty minutes then line went dead rang back to yet another call center who said they finished at nine o'clock don't touch bt with a barge pole~~~,Southampton~~~,2017-01-24~~~,1,1,1,1
Can't wait to get out of this contract. The worst customer service ever experienced~~~,Chesterfield~~~,2017-01-23~~~,~~~,~~~,~~~,~~~
As per other reviews  the customer service provided is terrible. Very unhelpful staff (BT raised prices last year to provide better customer service!). They will terminate the call if they don't understand your issue.Complaint handlers say they will resolve the issues but never do. The problem just goes on and on and no one will do anything. BT prices are constantly going up to fund the Premier League  I am moving on.~~~,Somerset~~~,2017-01-23~~~,1,1,1,1
23rd Jan 2017 and been without bt internet since NOVEMBER 2016.  I have rung them endless times  been re-assured endless times that they will fix it within 24hrs.  Been told they have emailed technical support many times to find out next time I ring that no record of emails !!!!  Advised to ask for a supervisor... dont do that they simply cut you off.  Had new hub... engineer out... still no luck !!!  Have spent hours waiting in for phone calls that never came.  Engineer supposed to come tomorrow  ( am having to take MORE time off work.)  If it is not fixed tomorrow then I am closing my account.  NEVER EVER use/trust BT.  Worst suppliers of any service anywhere.  Have only put 1 star as there isnt a 0 box.~~~,Masham N Yorkshire~~~,2017-01-23~~~,1,1,1,1
This is the worst internet provider I have ever had  and I come from what the UK would consider a 3rd world country. The reliability is horrific as internet goes down every 2 hours for no apparent reason. Sometimes it goes down for up 6 times in a row which makes it impossible to do anything really. Took 2 weeks to replace a router (which I suspected as the being the problem at first). Speed is mediocre as well.I do not recommend this internet provider to anyone unless you enjoy getting angry often.~~~,Birmingham~~~,2017-01-22~~~,1,1,2,1
Tried to upgrade from residential to business in July 2016 for  promised UK call centres and better service.  I tried to switch from BT residential to BT Business for my phone and broadband in July 2016  for promised U.K. Call centres and better service.  They have made so many mistakes in this process I have lost count.   My phone was transferred and a direct debit set up.  My broadband was not transferred in error.  In November I rang to sort it out.  As a result  my Broadband was transferred to BT Business  but I kept receiving overdue reminders for the account. I rang yesterday to sort out the direct debit for the Broadband account.  During the conversation I found out that back in November when my Broadband was moved  they closed my BT Business phone account  and transferred it back to Residential.   So as things stand right now  my phone line is currently back with Residential BUT my calls have not been billed to either account since November (glad I found out now  not in 5 years' time - I'm told they bill you retrospectively).   I have now received an email saying that they are closing my Business Broadband account.   All I want is my phone and my broadband to sit with BT Business  with active direct debits in place.  Is that too much to ask?~~~,Hereford~~~,2017-01-22~~~,1,1,3,3
Only given 1 star because there isn't a zero rating. Appalling service from the outset. I have been shocked that this level of service exits today. Please stay clear of BT.~~~,West Midlands~~~,2017-01-21~~~,1,1,1,1
Appalling speed 0.4 - 0.6 at best. Their customer contact email will not recognise the account number given by BT on my account. Thus impossible to register a complaint! Tried telephoning. Get cut off by call centre staff every time after explaining the problem.~~~,Cupar~~~,2017-01-21~~~,1,2,1,1
So called superfast unlimited broadband is expensive  slow and recently keeps cutting out.  Talking to BT online is a nightmare because they never check previous records and you have to start again each time  also very slow.Hoping to change provider soon.~~~,Reading~~~,2017-01-21~~~,2,2,3,3
BT Fibre Broadband. I have been waiting since July 2016 for broadband to be fitted. So far totally appauling service. Engineer failed to turn up twice. Impossible to contact BT I have spend 6 hours on telephone being not answered  cut off  redirected. This has to be the worst company in Britain~~~,Chigwell~~~,2017-01-18~~~,1,1,1,1
AVOID. Dreadful service. Had to phone > 6 times to get direct debit sorted. Credit card details and security code given over 4 times. Each time verbal confirmation that all was well now. In spite of this   BT suspended internet without warning. Manager in UK office was offhand and said I should take a business contract  but denied that ordinary customers are treated worse than business - which doesn't augur well for businesses. Promises to call back and confirm arrangements in writing not kept. Conflicting information from customer services.~~~,Midlands~~~,2017-01-17~~~,1,1,1,1
Too slow for fibre optic and too expensive for the speed.~~~,Ashingdon~~~,2017-01-16~~~,1,2,1,3
6 months of low speed broadband and counting Moved to Camber from S. E. London  where we had Virgin broadband at 70 mbps. Had to switch to BT at Camber as no alternative. Opted for BT infinity hoping for reasonable speed. Best so far 16mbps and that was by a BT engineer with a hard wired meter Typically 8-12 mbps. So far 5 engineers visits and hours online with no improvement. Yesterday down to 5 mbps again  contacted BT  they tested line and agreed there is a problem. Will send engineer but warned may charge £129 if fault is in house  note they installed line in house and charged for it. Tested it today  2.5 mbps  received message from BT informing me that they have now found fault on line and will fix it  but not until 19/01/2017. I despair  especially as they have a monopoly  No point in switching as all suppliers have to use the same line.~~~,Camber~~~,2017-01-15~~~,1,1,1,1
17 Mb/s Im having  aways gives me about 1-2 Mb/s download speed. Customer Service never replies (phone/facebook/email). I you have a choice DO NOT go for BT. I have to stay with them since it's the only one provider in my area...~~~,SW London~~~,2017-01-14~~~,1,1,1,1
Been with bt since october 2016 (why did I change ) slight cock up with the switch over. Broadband switch off Thursday evening no notice no reason we sighned up for 12 months after spending two and half hours on the o yes  it's good to talk they admit they have made a mistake but no sorry and will turn it back on Monday so no service till then and no refund back to virgin in October~~~,Scunthorpe ~~~,2017-01-13~~~,1,1,1,1
The worst internet provider ever  legal con artists rip me off for something they never provided gone onto post office as my internet provider best move ever.~~~,Derbyshire ~~~,2017-01-12~~~,1,1,1,1
Appalling down load speed  this has got worse~~~,Bridgwater~~~,2017-01-12~~~,1,1,1,1
Not good~~~,Wadebridge ~~~,2017-01-11~~~,1,1,1,2
I would rate customer service as appalling if it existed at all. The fact is you literally cannot get hold of anyone who seems to understand  or is able to sort your problem.Despite numerous calls to report an intermittent fault with broadband and landline  I am still no nearer having the issue resolved. I have had a call centre operative in India tell me that the problem is my router ( how she could check from the other side of the world is beyond me  and I work in telecomms).I was subsequently sent a replacement router which turned out to be older than the one I have and needless to say did absolutely nothing to solve the problem  this I immediately sent back. I have tried without success to obtain a UK phone number or email address and wish I had never signed up to BT  I know that the problem with my service is the old copper cable dangling from the pole outside my house  it has been ther since the house was built 55yrs ago. This cable  has been swinging in the wind  rain  snow and ice for all those years and has obviously degraded  but unfortunately BT operatives don't seem to understand what I'm talking about and refuse to do anything other than send me replacement routers ???. Awful service.~~~,west lancashire~~~,2017-01-11~~~,1,1,3,1
Life isn't worth living while in a 12 month contract with BT.~~~,Glasgow~~~,2017-01-10~~~,1,1,1,1
Can only review on customer service as an engineer never attended to install the phone lone/broadband. After receiving a bombardment of reminder messages emails and phone calls to ensure I did not forget my appointment  I booked the afternoon off work to wait for the engineer. Needless to say the engineer never turned up and there was no message/email/phone call to explain. I tried to call the engineer direct whos number I was sent prior who did not reply. I tried to get some answers on online chat that evening with no joy. I called the next day after not receiving a call from them to explain and when they finally found my order they could not give me answers as to what happened. All I was told was that I would have to wait longer for a different provider. Shouldn't be hard to provide a better servive.~~~,Wiltshire~~~,2017-01-10~~~,1,1,1,1
All I can say is this company is disgusting being a customer service manager myself I have never expirienced such a poor level of service  they accidentally cut me off for over a week when I work from home so I was at a loss of earnings I had the phone put down on me 8 times!! I had one person become abusive and two make false promises that weren't even noted on my account. I was then told I would have an amount credited to my account due to loosing my service and instead the debited the amount Aswell as also charging me £20 extra on my bill for services with no notification which they are required to do by law. Then I get the news they are charging me £32 on charges because my bill wasn't paid on time due to the fact I was waiting on a call been listened to that never actually got sent to be listened to them one lovely chap said we will send debt collectors. Now I'm taking them to court to recover the funds I lost in earnings Aswell as compensation we will see who has the last laugh.~~~,Leeds~~~,2017-01-10~~~,1,1,3,2
after being persuaded by BT adverts to purchase their latest smarthub (74.99)  I find it practically unusable due to my download speed of 0.24 mbs  which running BT's own speedtester I am informed is acceptable for my line  although my contract claims up to 17 mbs  going through BT's online help program took the best part of 2 hrs  as I kept getting cut off and was forced to join the waiting Queue again  and was informed at the end my broadband was working correctly  unfortunately there was not one jot of improvement  I feel badly let down by BT  with whom I have been a loyal customer and when my contract ends I will never renew it with them.~~~,1 macmillan place caol fort-william~~~,2017-01-08~~~,1,1,1,1
poor speed and when I try to upgrade to infinity it does not recognize my address or in fact me as a customer~~~,westbury~~~,2017-01-08~~~,1,1,1,1
The most frustrating company I've ever dealt with. Broadband problems (frequent intermittent drop-outs) for months. Regular phone calls to their 0800 111 4567 'help' centre. Each time I kid myself into thinking that this time I'll get someone on the line who can help. Each time they read their scripts and pretend to be sorry. Engineer visits to fix their faulty lines are a waste of time. One day they say it's my faulty home-wiring  the next day it's the BT exchange  and then a different excuse  but no solution. It's gone on now so long I think I've found the problem myself (following countless hours research) but getting BT to make a tiny configuration change at their end has so far proved beyond me (despite many calls/emails). If you can avoid BT then do so. At the very least avoid any long term contracts with them.~~~,Hampshire UK~~~,2017-01-07~~~,1,1,1,1
8 days after install and still no broadband  customer services unhelpful and feel like I haven't got what I have asked for with no date of expected completion to make it work and they will still start billing me if you have a line already choose another provider~~~,Surrey~~~,2017-01-07~~~,1,1,1,1
Poor customer service. Great internet speed but pretty pointless if the internet connection drops out at least 9 times a day. No one gets back to you in a reasonable time. Hopeless. Worse internet ever.~~~,Chichester ~~~,2017-01-06~~~,1,1,5,1
