content,location,date,satisfaction,customer_service,speed,"reliability,"
Can not wait until contract is over. always losing connection  its the worst internet we have ever had. the router is rubbish.~~~,uk~~~,2018-02-19~~~,1,1,1,1
£50/ month - Slow connection  connection dropped everyday. And yes I did report the fault. I have been woth the company for 2 years now and nothing changes. It’s almost everyday now that I am struggling with this. Still this is not a good internet company provider~~~,Manchester ~~~,2018-02-18~~~,1,1,1,1
Returned to BT for phone services after trouble with Talktalk and for broadband when free serve died. All was fine for a year or so  then got charged for BT sport which I expressly states I didn’t want  I managed to get a 50% refund and will never trust BT again (this was common practice and BR were fined by Ofcom for malpractice). Since then I have had numerous faults with noisy  crackly and intermittent phone line and unstable broadband. Despite hours on the phone  6 engineer visits( one of which didn’t arrive)  and a massive collection of data about broadband and phone stats  8 months on I am no better off. It took 6 months for my fault to be escalated so I didn’t have to repeat myself each time I called the Help desk  the fault is now managed personally by a very helpful manager but she is hamstrung by the disastrous BT fault management procedure. I am now out of contract and paying a fortune for a disastrous service  but don’t feel I can leave whilst there is a fault as who ever I move to will still use theBT Openreach lines and I’ll have to start all over again.In summary  untrustworthy with sharp practices  incompetent  unreliable and poor value for money. Avoid like the plague.~~~,Harrow~~~,2018-02-18~~~,1,2,2,1
Totally  totally useless. We ordered our service 3  weeks and a month later nothing  Crap provider. I would NOT recommend BT to my worst enemy. Shocking  atrocious service. Please do go somewhere else.~~~,E7~~~,2018-02-18~~~,1,1,1,1
Total disgrace again by BT. Dealing with them since October. Indian call centre. Nobody know what they are doing.  You have now lost our shop account as well.  Should not be allowed to trade. All blame each other all the time.~~~,Edinburgh ~~~,2018-02-17~~~,1,1,1,1
I would not give even 1 star. Horrible customer service. Do not deal with a complaint either. Wasted hours on the phone with them to find out that they have no idea what happened with my order  transfering to all departments where one person state that the order was cancelled and the next person telling that is still active. Wasted hours last week. AVOID!!!~~~,~~~,2018-02-15~~~,~~~,~~~,~~~,~~~
Called to lower my monthly cost spoke to Seb did a fantasic job and cut it in half.v Thanks Seb~~~,Bampton~~~,2018-02-14~~~,5,5,5,5
Worst ever service and broadband you can get. BT likes to do nothing but are very happy to send you stupid invoices for a service they do not provide! Avoid at all time. Not reliable  Unfriendly and arrogant! Avoid this company! An absolute disgrace!~~~,Craigantlet~~~,2018-02-13~~~,1,1,1,1
"Had an email from BT to say that local exchange had been upgraded for more stability and possibly more speed. TWO WEEKS LATER my speed is still a quarter of what it previously was - and that was stupidly low - despite calls to and from ""managers"" (piss-up/brewery style) in UK and in India AND two Openreach engineer visits. All personnel charming and helpful but the dots aren't joined-up  right hand doesn't know what the left hand is doing. Result - frustration  loss of work  wasted hours. IF ONLY there were an alternative in this rural area - but all rivals use BT's copper lines and we're too far away for the village's fibre. What irks me most is the fact that we've had FIVE Mbps here in the past and now we're down to 0.6 despite NO new subscribers in our area.~~~",WR6~~~,2018-02-13~~~,1,1,1,1
I have claimed that broadband speed I very slow.They keep agreeing it's slow and they are working on it  this has been going on for over four weeks   it's still the same.~~~,Dougie.~~~,2018-02-13~~~,3,3,1,3
