content,location,date,satisfaction,customer_service,speed,"reliability,"
I had an issue with BT several years ago where they tried to charge me £180 for ending my contract early. I eventually proved them wrong and had the charge overturned. After this episode I decided I would never return to BT. However  given the offers for new members that were available last year I decided to give them another go. After experiecing very poor broadband speeds I have started to shop around for new fibre optic offers as my contract is due to end in a months time. BT are the most expensive provider out there! The most difficult part is trying to cancel your contract. I have called several times recently to discuss the cancellation and not until the third call did someone advise me that if I left before the contract end date I would be liable to pay them over £88 for cancellation fees. I have called today to give them my 30 day notice (as requested to do so) but was told not to and just arrange the switch over with another provider. Avoid if you can  really not worth the hassle when you come to renew contracts and there is far better price plans out there.~~~,West Yorkshire~~~,2015-10-02~~~,1,1,1,1
On the technical side  the broadband is very variable.  Sometimes it is ok  and others so slow to be of no use.  Worse  is their policy of charging as much as they can get away with  and trying to hide charges in over complicated bills.  Plus really really bad customer care.~~~,North Somerset~~~,2015-10-02~~~,~~~,~~~,~~~,~~~
Well my experience with BT has been very poor. I've currently had a fault on my fibre line for 3 months and after dealing with quite frankly appalling customer services for approximately 2 months I have recently been dealing with a digital care case manager whose latest reply to me told me that they do not compensate  so effectively I've been locked into a contract paying each month for a substandard service. They've now been reported to ofcom who are now investigating my complaints. I would and will now be advising everyone I speak to that the should avoid BT.~~~,Kent~~~,2015-10-01~~~,1,1,3,1
broadband speed: disgracebroadband reliability: disgrace Customer service: please dont get me started. stay away you are warned!!!!!!!~~~,~~~,2015-09-30~~~,1,1,1,1
We decided to put all our eggs in on basket  landline  broadband  & mobile. We've had five weeks of absolute hell. We've had 17 e-mails  5 order streams  the same number issued on both mobiles  8 changes of dates (inc dates made without consulting us)  staff lying to us about calling  being transferred 7 times on one call  and countless other incompetances.They can't update orders until each service is completed.BEWARE on BT Mobile: BT does NOT offer a Personal Hotspot/tethering services  and won't tell you unless you ask the right question.~~~,BN435SA~~~,2015-09-29~~~,1,1,4,3
We decided to put all our eggs in on basket  landline  broadband  & mobile. We've had five weeks of absolute hell. We've had 17 e-mails  5 order streams  the same number issued on both mobiles  8 changes of dates (inc dates made without consulting us)  staff lying to us about calling  being transferred 7 times on one call  and countless other incompetances.They can't update orders until each service is completed.BEWARE on BT Mobile: BT does NOT offer a Personal Hotspot/tethering services  and won't tell you unless you ask the right question.~~~,BN435SA~~~,2015-09-29~~~,1,1,4,3
"Not only do you get half or less of what you are promised  you also get disconnected all the time. When you bring that up at customer service  they basically tell you ""well  too bad for you but you agreed to a contract"". Why am I the only one who has to respect the contract? If I am not getting what I am paying for  I should be able to get out. Greedy company with a horrible service (and customer service is very bad). STAY AWAY FROM BT.~~~",Liverpool~~~,2015-09-28~~~,~~~,~~~,~~~,~~~
What a disorganised  disfunctional and arrogant organisation. Signed up with bt for tel line  infinity broadband and bt tv on the 24th august for new property we wre moving into on 18th sept Promised a vist on 14th& 21st sept to have all installed  noticed on tracking my order on the 18th to see that 21st visit had been cancelled without any notification from them. told unable to do outside work rebooked for 30th sept and 6th oct. Low and behold next day an engineer was outside doing the work. Looked at my order tracking and 21st visit was reinstated. But on the 20th day after the first visit an engineer knocked and said he was there for outside work! explained it was all done but needed the inside work done. He could not do that and left. took a day off work to there on 21st and guess what no engineer turnerd up. Rang customer service and told work wont be done now to 9th october. What a waste of time and effort. They never contact you give a load of spiel. and no help what soever. sent an email of complaint but never got a reply. Wished we stayed with sky. and i thought they had bad customer service.BT STOP SPENDING VAST AMOUNTS ON FOOTBALL AND ADVERISING AND GET YOUR HOUSE IN ORDER AND WORK  TO KEEP CUSTOMERS~~~,Bodmin cornwall~~~,2015-09-28~~~,1,1,~~~,~~~
NEVER AGAIN BT !!I had no problem for 2.5 years with TalkTalk and then Plusnet broadband. But after less than a month with BT broadband  our service went down for almost 3 weeks.Needless to say this was a big inconvenience and also meant we could not watch the BT Sport channels we had subscribed to. To make matters worse we were told we would receive a refund for the period we had no service  but once it was fixed BT said we would actually receive no refund at all!~~~,Greenwich~~~,2015-09-26~~~,1,1,3,1
When it works very good  and reliable  but a telecoms company their telephone service is appalling. I have spent hours on the phone trying to resolve slow broadband on Infinity One Hub5. Now looking elsewhere.~~~,Sussex~~~,2015-09-25~~~,2,2,1,4
