content,location,date,satisfaction,customer_service,speed,"reliability,"
Worse company I've ever dealt with After 15 years of being with Sky I moved to BT and I have regretted it ever since. Not necessarily the products but they are con artists!!!I have been stung twice (stupid me) once was I was being charged wrongly for broadband so I called and then said 'yes I can see you have I can change it now'..... Didn't realise that meant tying myself in for 12 months for nothing.  And then same happened with BT sports I called and said on the phone there was a problem they said they can sort it- I replied with 'this isn't going to tie me into anything is it  I've been stung before'...... Got a no and then found out today it did!!! BT found my call proving this was said by me BUT after the person recited there speel at the end of the call and I said yes to it  I was saying yes to tying myself in...... Couldn't make this stuff up.  What is disgraceful is I have no option to take this further without huge headache and it's not good enough from such a large company. They should be ashamed of themselves!!!~~~,Devon~~~,2016-09-14~~~,~~~,~~~,3,3
Worse company I have ever dealt with in my life. Called them over two weeks ago to report a broken modem. I suggested it was the power cable not working  and i was told to go to my local market and buy a new one.  After insisting they replace it  they informed me they can’t and would need to send me a new router and modem. This would be with me in the next 3 to 5 working days. Nothing arrived. Called them back  which took an eternity to get to speak to a human. They then informed me that the operator was not authorised to send me out the new equipment and he would call me back to explain within the hour. No call back so next day rang them again 50 min trying to get to speak to them. They then said the operator had tried to call me back on three occasions but my line was engaged. (I don’t use the land line for making calls) I was then told they would send me out the new equipment  and I was given an order number. No new equipment arrives speak to them again and they say they have no routers in stock. But will call me once they have them available. Still waiting for the call back  so far 2 weeks without internet.Don’t know who to speak to next as I can’t get past the call handler in India. Full of apologies and  refuses to pass you on to a manager  but instead say they will email the manager and you will get a call back. Guess what… you don’t.~~~,Berkshire~~~,2016-09-14~~~,1,1,1,1
"Recently moved from ancient router to shiny new bt infinity as soon as it was available in our area.  Supposedly creaky old broadband was 100% reliable.  Supposedly much better shiny new infinity regularly goes offline in the evenings and sometimes during the day too.  They forgot to mention that by ""upgrading"" we'd be degrading the reliability of our service.~~~",Brockenhurst~~~,2016-09-12~~~,3,3,4,2
Speed routinely poor  customer service disappointing.~~~,Johnson~~~,2016-09-12~~~,1,1,1,2
If you get a UK based call centre when you call BT then you will be helped quickly and professionally. If you get an Indian based call centre which 9 times out of 10 you will then just hand up because they are USELESS!! i have never had such poor customer service then when i call up BT and get an Indian telling me to do the same stupid speed tests over and over again when all i need to an engineer to come out. Absolute trash customer service (unless you get a UK call centre)~~~,East Sussex~~~,2016-09-11~~~,2,1,4,4
BT are very disorganised  falsely reassuring and appear to be completely incapable of sorting out our very slow (phone line based) broadband.  We also have BT line rental so they are responsible for it all and still cannot make anything better.~~~,West Fife~~~,2016-09-11~~~,2,1,1,2
My daughter and I were both with BT for three years. Very expensive and customer service useless. When my daughter changed to Virgin they charged her $31 for disconnection. As a result I left BT as well  never to return.~~~,Bolton~~~,2016-09-10~~~,1,1,3,3
Absolutely disgusted with BT customer service. They have effectively washed their hands of providing a good customer service by sending it to India. I've been a loyal customer for 30 years and never experienced anything like it.~~~,Edinburgh~~~,2016-09-10~~~,1,1,1,1
BT are the worst Broadband suppliers I have ever had to deal with. For the past 6 months my internet connection has been cutting in and out. Any time I have tried  to contact them they outsource the call to an Indian technical support office who have no idea what the problem is or we end up on hold for up to 3 hours before the call mysteriously drops off. Eventually we managed to get an engineer out to look at it   who told us that we had a line fault due to trees being in the way of the line. But the trees cant be removed until the line is first taken away so that the line isn't damaged  not only this but we had to get a new hub which after only 2 weeks of use has stopped working. BT still has not removed the line so that we can remove the trees safely. GO WITH ANY OTHER COMPANY!~~~,Glasgow~~~,2016-09-10~~~,1,1,1,1
Very poor  wifi constantly going on and off and at night it doesn't work at all. Went from sky to BT and really considering going back to sky.~~~,Banbridge~~~,2016-09-10~~~,~~~,~~~,~~~,~~~
