content,location,date,satisfaction,customer_service,speed,"reliability,"
Wish I hadn't bothered to go with B.T. My internet speed is 1.8mbps and download is about .7 on a good day. I have spent hours speaking to customer services and to be honest I wish I could cancel my contract. My speed at night can drop below .8 Mbps but because they check during the day when there isn't so much demand on the service...any other provider couldn't be worse than these~~~,Crewe~~~,2016-07-20~~~,1,1,1,1
terrible service - use broadband everyday and although I live in the 'near' countryside  expecting with fibre optics to get 15GBI end up getting less than 10 - and even 5 most daysthe broadband 'sticks' and web pages stick most timesalso - I DO NOT like the way they add sneaky little extras like 'display view'with TPS on the bill - I do not have a display phone  still get loads of unwanted calls (about 3+ a day)and when I try to remove the option  it is so complicated to understand the choices (they have a sneaky way of hiding options) that you give up in case you choose something worse!~~~,halifax~~~,2016-07-20~~~,1,1,1,1
BT Broadband is just dire and is only matched by the service which is even more dire. They insist the broadband dropping out numerous times per day or so slow it won't even laod a simple website is working properly and a formal complain acknowledged in writing has not even been actioned months later. Just don't bother.~~~,Bromley~~~,2016-07-20~~~,1,~~~,~~~,~~~
The worst customer service - Disgraceful for such a big brand.   They do not answer the phone. You end up in a queue and it then just cuts you off after 15 mins.  This happened to me 4 times in a row this morning.   Wifi is rubbish - signal keeps dropping from all devices.~~~,Herts~~~,2016-07-20~~~,1,1,1,1
Non existient customer service  unreliable bband connection  billing errors and inability to handle simple reqest like transferring the service to new address. Constant calls from their rude sales team.~~~,Reading~~~,2016-07-20~~~,1,1,3,1
I went with bt when I was told not too  only wanted to go with them as I wanted bt sport I joined at January and still can't get it now I have given up ringing them as you never can understand what there saying just can't wait till new year so I can get rid of this useless contract and next time I might listen to what people say when they tell me not to bother with a company~~~,Forton somerset~~~,2016-07-19~~~,1,1,1,1
Poor!Poor!Poor!. My broadband was supposed to be on on the 19th June. Writing this review on the 19th of July! Still not working  I was told it should work by midnight tonight. Applied on the 6th of June. On my engineers visit of the 18th no one turned up. On the Saturday sent me a new order ref  and put my service back to 19 July. Appartently there was a Glitch on the system and they could not bring my date forward  so had to wait till today. I received a tect at 11 am this morning that my broadband should now be working  Still Not!! Do yourself a favour and stay away!! There are more professional companies out there. BT  pls stop scamming people with your adverts to join Up. Cant even help the ones that are already signed up All they can say on the 25 calls I made to them is Sorry...Sorry...Sorry... Never again in my life!~~~,"Belgravia, London~~~",2016-07-19~~~,1,1,1,1
Think twice before subscribing to BT Broadband unless you want to be charged £60 for exceeding your broadband usage limit for which BT say I have used but I have no explanation for only use broadband for browsing nothing else standard broadband very poor anyway --- very unsatisfied customer~~~,Ky154gxgordon.kidd@gmail.com~~~,2016-07-19~~~,1,2,1,1
I decided to use BT for my new restaurant and it's been a nightmare since the beginning. 1. They first got my order wrong: we agreed for fibre and they installed ADSL2. When I notified it  they said sorry we will sort it out. No one ever bother to call me back despite their promises by chat or by text.3. After I chased them  they finally raised a new order that was cancelled 10 days after without any explanation or notification.4. I chased again to get a new order. An engineer eventually came onsite to install the order but said he could not do it because the line was not ready for fiber.5. 10 days later another engineer came to say exactly the same.6. 10 days later another engineer came again for the same result (this is not a joke!)7. Today  I am still waiting for someone to get back to me with an explanation.In the meantime they of course did not forget to take my money. When I asked them to get access to my online account they told me they could not do it because I don't have my details (I am a new customer  I did not receive anything). I replied OK  give me my details. They told me to ask my bank in order to get my BT account number!!!! They are my supplier but can't give me my account number!!!! 3 months after having suscribed  I am left with no fibre  no invoice  nothing but with hundreds of pounds debited on my account. Really awful service!~~~,London~~~,2016-07-18~~~,1,1,1,1
I wish there was a zero star for rating because BT sucks slow internet connection sometimes it doesn't even connect. I am just waiting for the 12 months contracts. As soon as it's over I am gonna throw this Broadbrand in the bin~~~,~~~,2016-07-18~~~,1,1,1,1
"Ignore the word ""CONTRACT"" It means nothing.Prices went up within 6 months on the pretext of better service and because line rental went up.Not seen any difference in sevice  yet Cant wait to get away from them BUT What do you go for? these companies all have their snouts in the same trough!!!~~~",LANCASHIRE~~~,2016-07-18~~~,1,1,1,1
