content,location,date,satisfaction,customer_service,speed,"reliability,"
Absolutely disgusted with the service I have received from BT for past year I have had a fault where the Broadband drops intermittently  called them out Engineers are not interested in getting the fault fixed just keep telling me its an internal fault  eventually they tracked the fault to being external and still having big issues they say its fixed week later same issues never interested take days to come out and by this time your business will be finished. You think I am joking please try BT~~~,Burton on Trent~~~,2020-05-14~~~,1,1,1,1
Utterly abysmal! Constant disconections  never deliver incentive gifts. Took them a whole year to even get my name right on my account! Prices rise mid-contract  engineers don't turn up  a thousand and one excuses and the poorest service I have ever come across. Moved elsewhere as soon as I could! Disgraceful customer service.~~~,~~~,2020-05-13~~~,1,1,1,1
Have been with BT for a long time.  Never had any problems.  Re ently upgraded to fibre (FREE) and all is excellent.~~~,Solihull~~~,2020-05-13~~~,5,5,5,5
We have a complete package:-BroadbandTelephoneTwo MobilesTVBackup WIFI hub.Service calls free.We only have to deal with one contact.Unlimited Telephone calls.Unlimited Mobile calls and Data.Total Price £100/month~~~,BOURNE~~~,2020-05-13~~~,4,5,4,4
BT Best speed on a good day will be in the region of 3meg which is pretty poor. Giggerclaer promise the earth at 30mb but are way behind schedule and reviews from their existing customers dont bode well. BT is only option using old copper cable and we are some distance away from their box. On one outage BT said we had internal fault which we had to disprove at a cost to us! Only then did they send out an Open Reach engineer.~~~,Noss Mayo~~~,2020-05-12~~~,2,3,1,3
Disgraceful never ever reply.Bt hub the worst piece of trash there is not happy.~~~,Leigh~~~,2020-05-07~~~,1,1,1,1
"I'm have been using BT Broadband from September 2017 (on 18 months contract bases). Generally  speed is exceptionally good (I can't say great or outstanding) but occasionally (once in 2 or 3 weeks) connection will drop  and the router will reboot itself and connects you back again. I'm okay with that as long as it connects without any issues.  However  the main problem with BT is its customer service. One needs to wait a long period in the call to get connected to customer service. Once connected  the customer service executive will listen to your query and raise a complaint saying  somebody will call us to resolve the issue. A couple of days/weeks later someone will call us and give some penny's compensation and do nothing about the issue. A month or 2 later the same issue again and the same process again. Awful service.  Apart from the these issues  I have been cheated on the contract term even though I have evidence in writing. It all started with my home move in 2019. I asked to move the services to the new address well in advance (requested placed on 8th July 2019 to move the services to the new home on 29th July 2019). During the call  the customer service executive said that I have to do the re-contract for 18 months again (originally my contract was 18 months) at the same price as before else I have to pay £120. I was happy to re-contract at same price rather than paying £120. I received a mail with the new contract terms wich saying like this ""Package - Broadband and CallsBecause you're moving home  your line rental contract will be renewed for 12 months  starting when your phone service starts at your new address. Unless we've agreed otherwise  any other contracts you have will continue until their original end dates."" I called customer service again and reconfirmed about the contract length (18 months). However  on the day of the move (29th July 2019) received a text message stating that there are some technical issues  the services move will be delayed. On 5th Aug 2019  I was back on broadband. Fast forward to April 2020  BT started charging me more than my contract price from March 2020 bill. I called customer service and got to know my contract is expired. I was on call for 1.5 hours trying to explain my contract was not expired stating to the mail I received during the home move. If I was re-contracted for 12 months or 18 months  I will still be in the contract considering my services at the new home started on 5th Aug 2019 (it's been 9 months from the move). No matter however I try to explain to him  he is in no mood to listen to my explanation. He said BT will consider the time I spent at the old address into 18 months contract. I was referring to the mail I received during the move but he replied they can't listen to the calls recorded during the move (considering very old). He insisted to do re-contract to avoid extra charges. I declined and ended the contract. I felt like I have been cheated.~~~",Farnborough~~~,2020-05-06~~~,1,1,2,2
Useless customer service  useless technicians who blame you and your devices for the slow connection. When they have fault they tell 2 different stories to 2 people in the same household. How nice ?~~~,London~~~,2020-05-06~~~,1,1,2,1
We called BT help line like 10 times now and they all seem to be useless! The worst service ever rude and very unhelpful!! The internet is keep loosing signal all the time and all they say is that on they side it shows that is working just fine! ********!!! We paying so much money each month and they won't even try to solve the problem and if we want to finish the contract earlier we have to pay extra money!!! How does it work??? Really?!?! If you cant provide my house with a internet which doesn't keep disconecting how can you keep taking money from us!!! They won't even send anyone to check it or try to fix it... still same excuse  they say that it's working fine! That's just disgusting customer service and ripping people off!!! I wont recommend it to anyone!! There is so many different internat options on the market!! BT is a massive scam with the worse customer service ever!!!! I hope people relise soon how **** you are and this company goes down and whoever the rude woman was on the phone I hope you loose your job and end up on the streets as that is what you deserve for taking people money without providing the service you promised!!! BYE~~~,Cambridge~~~,2020-05-01~~~,1,1,1,1
Utterly appalling service. Took at 18mths contract with BT  the rep on the phone convinced me to take BT TV though not that bothered about. Didnt mentioned that taking this extends broadband contract to 24mths and because I didnt read the small print as assumed it was 18mths as discussed am not signed in for 6mths longer than I thought and broadband offer only ran for 18mths so now paying more. This is an elaborate con and was miss-sold. Never to with BT again~~~,lancing~~~,2020-04-25~~~,1,1,4,4
I have used BT for the last few years and the internet would cut out once or twice a day despite having their fastest package and living in central london. I tolerated this.I have now not had working internet for 4 weeks; 2 weeks completely dead and the last 2 weeks works 50% of the time at 2.3mbs This has been incredibly frustrating and BT have no way to improve this. I have subsequently released myself from the contract. Good bye  for ever!~~~,London ~~~,2020-04-12~~~,1,3,1,1
wat a load of poo but super broadband is .. i wouldn't recommend it to no one at all.. its sooo slow .. i spoke to 3 people from Customer services .. 2 were okay and one was jus very rude .. the broadband is NOT RELIABLE AT ALL and speed test is a load of bull too .. Trust me and stay well away from bt .. absolutely waste of time~~~,bradford~~~,2020-04-11~~~,1,1,1,1
