content,location,date,satisfaction,customer_service,speed,"reliability,"
Horrendous service. Was stupidly drawn back to BT by a special offer. Cancelled the order  after 6 hours on the phone to hopeless helplines having conversations I'd had 20 times before with incompetent staff  trying to resolve simple set up issues. AVOID AT ALL COSTS~~~,east lothian~~~,2016-01-09~~~,1,1,~~~,~~~
BT are completely and utterly useless.Spent god knows how many hours on the phone to an Indian call centre trying to get a line with broadband installed in a new home in Western Scotland.Still waiting after 3 weeks.They really should be ashamed of themselves and Ofcom should come down on them like a ton of bricks.~~~,West Scotland~~~,2016-01-09~~~,1,1,1,1
BT internet is probably the worst out of all the providers out there. Why is this? Well if you leave your router on overnight  90% of the time you will have to reset it as it comes buggy and download speed become so slow you want to blow your brains out. After resetting our router 90% of the time the lights will flash orange and stay there for a good 5 minutes. This means that there is some kind of internet connection error. When it eventually wants to work you never get the download speeds you pay for. I have 13mb/s appaerently tops i get 4 and a good day 7. Stingy company limit the use of your browsing speed. So unreliable that if you play games you f.king spike evey 5 minutes or so  which means ending the other side of the map. Cant handle more that 2 computer users at once because LAG.  The funny part about bt is you could have a supercomputer and they be like 'have you restarted your computer sir?' 'Have you got a virus sir?' 'Is your phone signal good sir?' 'Maybe its because you are too far away from the router sir' 'is there any devices such as phones which could disrupt the signal sir' 'Do one or more people live in your house sir which could interfere with the signal sir?' 'How many devices are connected to the router sir?' The biggest load of bu11sh1t you can think of they will ask. F them. Companies such as virgin media are like gods compared to this crap. 0 stars.~~~,glasgow~~~,2016-01-09~~~,1,1,1,1
Anyone thinking of taking any product with bt DONT after being told everything would be installed last month it is still not.3 wasted days off work with the most recent  them not even bothering to tell me no one is coming even though they knew there was a problem so weren't sending anyone !~~~,Manchester~~~,2016-01-08~~~,1,1,1,1
AVOID AVOID. Horrible company. They put you through to south east asia . Highly Incompetent . They charge you for service you dont use.~~~,Uk~~~,2016-01-08~~~,1,1,1,1
Sad Sad sad!!! Years ago worked for BT when it provided a brilliant customer focussed service! Yes it had not been privatised. Now! Take out TV and Broadband contract 30th December  TV not operable remote and box suspect  engineer booked for three hour slot! Does not arrive one hour on phone to India three contacts. Transpires engineer reported not enough parking space? (There was!) But not contact!Moral unless you have parking for gigantic vehicles! Dont use BT.On their plus side presented first bill within 6 days   so they can be quick.Also may help if you can speak Indian.~~~,Kettering~~~,2016-01-07~~~,1,1,4,4
It's a shame I have to give a minimum of one star  I can not even fathom how this garbage company can even exist.Our internet and land line went down on the 17th of December  it is now the 6th of January and it seems that nothing has been done to fix the problem.Must be since we live away from crowded areas that BT couldn't care less if their services work or not.The best part is that they still feel like it is acceptable to bill is for a month of nonexistent services.Even when we try and try to phone them to see if any progress has been made  we get put through to someone useless person on the other end who couldn't care less about our situation and we have been hung up on several times. The deadline for this problem to be fixed has been postponed several times  first it was the 22nd  then the 24th. Then they decided to give themselves a bit of room to sit on their chairs and do nothing so it was the 4th and then they said and I quote 'it will definitely be fixed by the 6th  100%' and here I am on the night of the 6th wondering how BT even have customers anymore. I honestly wouldn't wish this sort of service into my worse enemies. Absolutely appalling!~~~,Anglesey~~~,2016-01-06~~~,1,1,1,1
OK until something goes wrong. One of the most frustrating customer service experiences I've ever had. I reported a fault on the 19th December and have received nothing but empty promises since. I was initially told that things would be up and running by the 24th Dec. I rang on the 24th and was told to wait until the 31st. I rang on the 31st and was told the line would be fixed on the 4th Jan. I called on the 4th and was told it would be ready on the 5th. Called on the 5th  told it would be ready today. Have just come off the phone having being told I'll now have to wait until the 8th before they can fob me off again. Same excuses every time. On top of that I still haven't had a call divert put in place that was promised to me on the 4th Jan. I've been a customer with you for years.~~~,Northumberland~~~,2016-01-06~~~,~~~,~~~,2,2
This service is very poor the signal drops regularly and is not available in all rooms of the house. The customer service is not helpful as they have advised to go back to Sky when I challenged their poor service.~~~,Ayr~~~,2016-01-06~~~,1,1,1,1
Product (infinity 2) is drastically overpriced  but it works isn't too slow  no complaints about service! Router isn't bad either :) but  when asked if I want to keep my phone number I said yes  they changed it  I've since called 10+ times and the only thing they've managed to do is change my number to another completely random number  ridiculous. I was also unable to login to my BT  so unable to pay bills and see details for 3 weeks  this has since been sorted. Customer service is terrible. Bt is good  if it goes to plan.~~~,Midlands ~~~,2016-01-06~~~,3,1,4,4
