content,location,date,satisfaction,customer_service,speed,"reliability,"
If they offer you a special deal  such as infinity without having to pay the £60 connection fee  don't believe the liars. I got this offer WAS billed for it. Rang them up a week before the bill was due to go out of my account. They agreed that the money was not owing. Nevertheless the thieves still took the original money from the account  promising a credit sometime in the future. I have heard those kind of fibs before. Crooks.~~~,WIGAN~~~,2017-07-31~~~,~~~,~~~,~~~,~~~
As I wasmoving house on 25.07.2017  I contacted BT on 23.06.2017 to arrange to transfer my phone line and broadband to my new address. The person to whom I spoke was very helpful  I was informed that both the phone line and broadband would be switched on 25.07.2017  and the order was confirmed in an email within a few minutes of our conversation.After about two weeks I began to receive phone calls and text messages from a succession of BT employees  the effect of which was that there were supposedly problems which were going to delay the change-over of my service. They were non-specific about timescales but it was clear that weeks of delay would be involved. Each person to whom I spoke was very reluctant to explain what the problem was. They disclaimed knowledge of the 23.06.2017 order. They use terminology which frankly is gibberish  but which is clearly intended to confuse and make customers believe that some really serious problem has arisen. When I pressed for an explanation  I was given a variety of excuses  leading to the clear impression that they were simply making it up as they went along. BT's communications with me continue to be designed to confuse rather than assist  and the timeline on my on-line account does not reflect the reality of what actually happened. I am therefore thoroughly dissatisfied with BT and do not feel that I can deal with them on any basis of trust. If it was possible to rate their customer service and my overall satisfaction with a minus number  I would do so.~~~,North Berwick~~~,2017-07-31~~~,1,1,~~~,~~~
BEWARE Beware Beware After 2 months they will increase your bill. And there's nothing you can do about it.  If you are desperate enough to go with this filthy company  and don't want to listen to anyone's advice. RECORD your telephone calls. Also Beware of the CESSATION CHARGE!!!!!   They won't tell you about it until  you want to leave then slap £32  when you want to switch provider..   Advise if your already in a contract with BT and are trying to leave them. Tell them you live in Hull  because they cannot provide services to Hull therefore cannot charge the CESSATION charge.      I will never ever go with this company or any other company affiliated with BT.  Libby Bar and the rest of the cronies should of been sacked a long time ago~~~,Runcorn~~~,2017-07-30~~~,1,1,2,2
BT promise 'up to' 17 Mbps. Speeds can reach between 14 and 16 Mbps during the day but in the evening  when we need it most  it drops to between 4 and 5. I see BT has promised the government it can provide 10Mbps for the whole of the country. BT are as slippery as hell and will take their measurement at the time most people are asleep and in their beds. You cannot trust BT to be truthful.~~~,Devon~~~,2017-07-30~~~,1,1,2,1
Speeds testing download at about 32-36 when working but frequently drops out for several minutes at a time every day. I have an Infinity connection now (copper from green box)but no better than when I had the cheap broadband-it has been dropping out for years. The only testing ever done by BT is on the phone lines with resistance and capacitance testing but they never test the Broadband and then declare it OK and want to charge me for the visit!~~~,ct10 3ng~~~,2017-07-29~~~,~~~,~~~,~~~,~~~
Less than Uessless we have been waiting on basic broadband to be connected for 7 weeks and been given 8 dates with all being a no show. The house had broadband 3 months ago so must be a simple matter of turning it back on but no not for bt and open reach who now say we can't have broadband at our house. Every other house in the street and terrace has it. I am not happy about the way they treat there customers. Very poor worst company I have dealt with in a long time.  Don't use bt if you can.~~~,South uist~~~,2017-07-27~~~,1,1,1,1
Months have gone by  no broadband. I am racking up huge bills on the BT mobile. Which? rated this as UKs worst broadband and for good reason. No service for months and they want to charge me £450 for leaving when in fact contract obligations have not been fulfilled by BT and therefore the contract should be terminated. I spend hours daily chasing them around the world. Its a disgrace for a company to care so little about their customers and just leave them for months without contact or call backs. Never again~~~,Cheshire~~~,2017-07-26~~~,1,1,2,1
Initially when I started service with BT  it kept going off everyday for a month and when I called BT  the customer service guy tells me that this is normal and happens with every customer. I replied saying  that's a very promising service you are giving (sarcastically) and it kept going on and off through out the year. However  I had to move houses before my end of contract  I called them to ask the charges for early termination and I was told  it would be cheaper to continue contract until end of it rather than cancelling it now  hearing that  I decided to continue until end of contract  but within a week  an email was sent to me saying  your broadband has been cancelled and you will be charged £ 110 ! getting a shock  I called BT services and they kept telling me they had sent me an email that someone else would take over your line (even though there was no communication) Eventually  after loads of arguments  it was decided they would refund me everything as they couldn't provide services in my new house. And here i'm 15 days after refund processing  I still haven't received any refund.  Probably I would never go for BT Services again in my life .Worst customer service.  If I could  I would give a negative rating.~~~,MK~~~,2017-07-26~~~,1,1,3,1
Beware of all BT charges  transparency Recently advised BT the required 30 days’ notice (not to renew) prior to the renewal date (late August 2017) of the 12 month fibre optic broadband contract. Although this contract will end after the 12 month contractual period (no early cancellation)  I still have to pay the £31 charge for stopping BT broadband  the cessation fee. On commencement of the contract BT charged for broadband setup  router postage amounting to £56.95 (disclosed and transparent). Normal monthly broadband charges apply (disclosed and transparent) This cessation charge of £31 was not transparent and mentioned when I took the service 12 months ago and was only brought to my attention when I decided not to renew the BT broadband contract. Ofcom should enforce that all charges associated with a broadband contract (upfront and cessation charges) are clearly highlighted/disclosed and made transparent in all marketing information by relevant companies offering such services.~~~,Brighton~~~,2017-07-26~~~,3,2,4,4
People beware  while their initial offer may see great  they do not hesitate in increasing your monthly costs  give you terrible broadband service  take money for something you do not receive and then state you must renew your contract in order for you to continue the support on their equipment.  There are better services out there and would deter anyone from using BT. Too expensive  lie to the customers and basically steal money without consent.  Your choice  but please look at other reviewers  we cannot all be wrong can we?~~~,Lancashire~~~,2017-07-25~~~,1,2,1,1
