content,location,date,satisfaction,customer_service,speed,"reliability,"
Absolutely dreadful service DO NOT USE BT.  Four times I have been told the fault would be sorted that day and 4 times they have failed to do so and failed to contact me saying there's an issue.  Every conversation I have had with them they have assured me it will definitley be done that day and said the issue was at the exhange. I then called today as the fault is still not fixed and was informed that an engineer came to the flat  three days ago; engineer didn't even borther phoning when he couldn't get in.  Having not been told soemone was coming I wasn't in. Two days ago I spoke to BT and no reference was made to the engineer turning up the day before and again they assured me it would be sorted within 24 hours. They are now saying thay have to wait three days to update the order (6 days from when the engineer came round)before they even consider dates for a new appointment.  Again DO NOT USE BT~~~,Streatham Hill~~~,2014-01-27~~~,1,1,1,1
I have just sent the following to the BBC:  Well  it's 2014  I have high-speed broadband  and I can't listen to The Archers on iPlayer because it cuts out every few seconds  sometimes coming up with the 'insufficient bandwith' message.  This is for radio  not TV!  I'm sending the same email to BT.  No doubt you'll both blame  each other.  Either way  it's a disgrace in this day and age.Livid of Louth. So now I leave it to you guys - who's going to take the blame  the Beeb or BT?  I'm told I have 40meg download speed  and yet I can't stream a radio programme...???~~~,"Louth, Lincs~~~",2014-01-27~~~,3,~~~,2,3
If you're with Virgin at the moment and tempted to switch to BT because Virgin don't give loyalty points to long time customers  pls don't. You'll end up wishing you're still with Virgin. Internet's so slow  programs don't appear on its TV guide. Can't wait for my contract to end.~~~,london~~~,2014-01-24~~~,~~~,2,~~~,~~~
In a world where Broadband and telephones are just about essential BT cannot allocate an engineer to fix a fault IN THEIR TELEPHONE EXCHANGE in less than a week. We have no useable telephone and no broadband and the earliest they can fix it is January 28th. Perhaps if they took customer service seriously they'd reflect on this employ more engineers and maybe reduce the pay of executives by a small proportion to fund this - the outgoing chief  Ian Livingston  was paid £18.5 million (yes million) last year. An extra engineer or several on £30K or so would hardly dent his pay.~~~,Somerset~~~,2014-01-24~~~,1,1,1,1
BT are a deceitful bunch - I signed up to an 18 month contract with a fixed price of £16 per month. After just 3 months they increased the price from my direct debit. I queried this and was told they were entirely at liberty to do so. If you look at any of their current advertsing it all states fixed prices for the term fo the contract - and dont even try and look at their T&Cs - thousands of pages of them. Just dont ever trust them.~~~,Devon~~~,2014-01-23~~~,1,1,3,3
I ordered my broadband and telephone line on 2nd Jan and was given a date of 21st Jan for installation between 8am to 1pm.Took day of work especailly for this waited and waited until about 2pm an engineer phones as say that he can not fit the telephone toady because of some issues with my previous telephone.Phoned BT and the call centres are aboard the people working there dont have a clue on what customer service is.Had to re schedule the appointment which was given 10 days time.BT are the worst company for customer service.So i cancelled my package with them and i am looking else where.AVOID BT AT ALL COSTS THEY ARE A BUNCH OF TWATS!!!!~~~,BIRMINGHAM~~~,2014-01-22~~~,1,1,1,1
I moved from Virgin thankfully to BT (I used to call virgin and ask them for permission to use broadband it was so bad). BT performance has been on the button  no stupid capping  price is lower  I gave 5 to customer service  I have not used them at all in 11 months. so BT have a thumbs up from me  I gave virgin hell they were so bad !!~~~,stevenage~~~,2014-01-19~~~,5,5,5,5
Wow I never knew how bad BT were until I tried to contact them.  BT are a communications provider.....Right? So why is it impossible to communicate with them?  I spent a full day from 9 am to 7.45 pm trying to speak to the options team  who are so named no doubt because it's their option whether they feel like picking up the phone!!  I called wanting to discuss my increasing bill and to see if they could match a deal from Talk Talk and eventually someone picked up the phone. I explained that I was being offered the same broadband speed  unlimited  including anytime calls and TV for less than I was being charged by BT for broadband and evening and weekend calls.  The response was that Talk Talk are terrible with nonsense reasons why I shouldn't go to them like they would cut me off if I used over £20 of calls! Really my phone provider would cut me off for using the phone? They said I could have a £5 reduction in my bill but they would take away my evening calls!!! Excuse me? Horrendous and they don't care about customers. They have lost this one permanently. Don't touch with a barge pole.~~~,NI~~~,2014-01-16~~~,2,1,4,4
Just awful in every way. We switched from Virgin and have not stopped regretting it. broadband service was extremely patchy and slow for 4 or 5 months. When an engineer finally came after endless phone calls he told us the initial installation was poor and fixed it. Problems continued and we had a 2nd engineer's visit who told us the first engineer had messed things up. He seems to have done a good job and broadband is now ok but we've been charged £130 for the engineer's visit. I'm now on the phone trying to query it. 20 minutes to get through to the billing dept (in India) who told me another dept deals with payments for engineers' visits. Have now spent another 20 mins waiting to get through to them. The customer service is awful. Call centre has been outsourced and the assistants' grasp of English is not great. Avoid BT at all costs.~~~,London~~~,2014-01-14~~~,1,1,1,1
it is the worst internet connection ever it never loads anything and all it does it flash orange day and night. its alright until you try to search for something on your laptop or mobile and then it just messes up. I wouldn't recommend it to anyone. it terrible.~~~,worksop england~~~,2014-01-13~~~,1,1,1,1
