content,location,date,satisfaction,customer_service,speed,"reliability,"
With the introduction of BT Infinity 2  I was given an estimate of 57Mbs download and 20Mbs upload. I am consistently getting 70+Mbs down and 14 - 17.5Mbs up.  Very pleased with the sevice.  Line profile did vary by 20% in first 3-4 days but has now stabilised at 77Mbs+~~~,Lancaster~~~,2012-05-01~~~,5,3,5,5
This speed has slipped from 6mbps to less than 2mbps~~~,spalding~~~,2012-04-19~~~,3,3,2,2
0.078 Mbps speed test says it all and only five miles from Oxford city centre in a decent sized village! BT are the only provider available and have done nothing to improve the service  yet charge double that of other quality suppliers. 1 Mbps would be adequate  to get less than 10% of that means a simple page like this takes 20 seconds to load.~~~,Noke~~~,2012-01-07~~~,1,1,1,1
i pay £28 a month for this crap of mine..!! what a shame  b.t. have let me down big time. iam so annoyed..!! it wont even reach a mere 1 mbps. what a disgrace. pls help.~~~,high street north~~~,2011-11-02~~~,1,2,1,1
I have had a couple of problems with my Broadbandover the past couple of years with BT. However on contacting them my problems have been dealt with efficiently and quickly. On the last occasion they even sent an engineer around the next morning and as a result my broadband was back online faster than ever. They may be a bit more expensive than some other providers but service they offer is worth every penny. I certainly can recommend BT.~~~,Newhey - Rochdale~~~,2011-10-18~~~,4,5,3,4
Far too slow when I am only a mile and a half from Cupar Exchange. BT give little comfort and seem to be able to change the speeds from 0.1 to 1.33 !!~~~,"cupar, fife~~~",2011-08-21~~~,1,2,1,3
bt broadband infinity ???it takes an infinity to get online and then takes an infinity to open a webpage  my average speed 0.2meg and im lucky if it stays connected for more than 15 min at a time  bts excuse the wire from the cabinet to my house is too old and in poor condition  they will replace it if i pay.~~~,Leeds~~~,2011-07-29~~~,1,1,1,1
BT is terrible! Been on it for years with a up to 8meg package  10 GB max bandwidth and my local area with bt is 3mps  while my actual speed with bt is 1-300kbps! I've contacted BT on many occasions but they ignore me and tell me it's my fault  my problem... even when I moved house  changed equipment etc - BT sucks! Stuck with a terrible connection  their customer services are the worst and atm the connection drops out A LOT! Worst time was keeping disconnecting and reconnecting constantly for hours - so no connection! My opinion  DON'T USE BT! Unreliable  slow speeds  bad customer service and overall ... bad!~~~,East London~~~,2011-07-26~~~,1,1,1,1
Periodic problems with Broadband speed dropping from over 6Mb/s to 1.5Mb/s. Repeated calls to customer service  and interminable waits in automated telephone sytem  bring promises of corrective action from 'an engineer will call' on 'date and time' to 'fault is at the Exchange and will be corrected in next few days. No improvement has resulted. Fed up with being treated like somebody who does not matter. Equally fed up with BT's general attitude to me as a customer  including the Highway Robbery of demanding extra money for not setting up a Direct Debit with them. And they think  after the fiascos of trying to get some action on Broadband speeds  I would trust them with a free hand to raid my Bank Account!!!!~~~,Southampton~~~,2011-06-20~~~,3,1,1,2
Crap! Speeds at one tenth the so called best in our area. The advertising just goes on telling lies and there's always the getout of 'up to ...'~~~,Barnsley~~~,2011-06-15~~~,1,1,1,1
I have been with BT for a number of years  they promised infinity last year  just been told it will be another six months! I can hardly finish a game on FIFA 11 without it dropping. I'm moving to sky  I like the look of anytime +~~~,London~~~,2011-06-08~~~,3,1,1,5
BT are providing me with a  terrible broadband service.Now down to 0.13 speed. Whenever I complain  to them about the poor quality of service  they promise everything  and do nothing. I am still waiting for a refund from them for no telephone or broadband for two weeks in Jan.2011. They have promised to refund my money 3 times  but they just tell lies. I wish I had cable laid in my road so that I could get Virgin.~~~,~~~,2011-05-21~~~,~~~,~~~,~~~,~~~
A good quality service and value for money. Have tried others and BT are the best.~~~,Cannock~~~,2011-05-21~~~,5,5,5,5
Lucky if I get 50kbps - I had better reliability with dial up!!~~~,Wisbech~~~,2011-05-14~~~,1,1,1,1
In Feb 2011 I was getting a speed of 6909 since then it has dropped to 720I have contacted BT and cannot seem to get a improvement~~~,Cornwall~~~,2011-05-05~~~,1,2,1,3
Best performance is 1.8Mbps; the last 3 days 135Kbps; rang to complain got to Indian callcentre (english spoken very poor) may take 10 days to fix!!Poor service.~~~,Wroxham~~~,2011-04-26~~~,1,1,1,1
Awful  constantly lied to when phoning up.  Speed was 4.3M for a few weeks then they decided that a paying customer should only have 2.8M Yet I am  not a heavy user.  These jokers give the min speed they have to.~~~,spalding~~~,2011-04-07~~~,1,2,1,2
"Using the same equipment (Line Computers & wiring ) as previous provider ( Plusnet ) but BTs' wireless Hub 3 - used wired Cat5 - my overall speed and 'reliability' and lack of tech support went from Bad to Appalling.New Delhi Call Centre is the best thing about BTs' ""service""  !Another ""Non Customer Facing"" outfit where THEY contact YOU  but YOU cannot contact THEM without devoting hours and hours to phone calls - email contact not allowed !!I have a 25% DOWNTIME record so far - and counting.....THEY (BT) are VERY GOOD at sending out BILLS - pity their service lacks value IMHO.~~~",Sidlesham~~~,2011-04-06~~~,2,~~~,1,1
Good service from BT but cabling needs upgrading and therefore very slow broadband in the area~~~,Bedford~~~,2011-04-05~~~,3,4,1,4
BT  very disappointing.  When the Broadband works I'm getting nearly 3 Mb (woohoo) - guess what?  It's flaky as hell and drops to 1.4 Mb regularly which takes a really long phone call to India and escalation before (yet again) it's accpeted as an issue at the SP end and they sort it within 24 hours - during this time it drops to 1.4 Mb which doesn't support the BT Vision package (what I'm bloody well paying for!!!).  BT - you really need to sort your 'stuff' out - my Mrs is totally against getting Sky but she's coming round to it very quickly....SKY HD  sports...footy...hmmm.... I'm telling you  you're gonna have to sort it out damn quick to keep me as a customer...~~~,West Hallam~~~,2011-03-16~~~,~~~,~~~,~~~,~~~
The very low speeds do not allow any training videos to be watched.~~~,Gerrards cross~~~,2011-03-02~~~,1,2,~~~,1
absolutely useless 20/02/2011 speed 0.13mbps they tell you engineer is working on it. no results on improvement since oct 2010. i will change asap~~~,Leicester~~~,2011-02-20~~~,1,1,1,1
Switched from Pipex to BT I was told it would be faster but no real difference. The switching process was awful BT in breech of contract twice legals pending. Customer service absolute chaos Mind you so was pipex  talk talk. No money has been invested in Axminster exchange for years total rip off for what you get.~~~,Axminster~~~,2011-01-27~~~,3,2,2,3
A complete and utter waste of money. Poor speed of 58.Mbps. Terrible customer care/service and you get put through to India to people who can't understand a word you say. I am paying for a service that has crashed twice in a year the first being a local exchange problem that took 10 days to fix  with lots of fobbing off by customer service in between.~~~,Glasgow~~~,2010-10-30~~~,1,1,1,1
I am on option 3 and took out Bt as I was promised 4mg.I have always got 2 or 2.5 until it hit the decks a few weeks ago at 0.06!!!!!After a new hubb and filters Bt engineer came out today and saw that my Bt extention was installed with thin internal wire and had perished on the outside of the house.He said i would never have got good broadband with that wiring.They have now put the correct wiring in and a new linebox which doesn t require filters.Straight away speed is up to 2.2 and am told it should settle to about 3.2 mgs over the next 10 days.customer services told me there was nothing wrong with my connection a month ago.Two weeks ago someone else at customer services confirmed that my line had a problem.seems i have had the wrong wiring for 6 years which was ok until I tried to run broadband off it.~~~,nottingham~~~,2010-10-20~~~,3,3,2,3
