content,location,date,satisfaction,customer_service,speed,"reliability,"
Since being with BT my Download and upload speeds seem to have slowed down.~~~,Edwards~~~,2009-10-21~~~,3,4,~~~,3
I can say nothing positive about BT. I cannot wait until December when I will be free to chose new provider.~~~,west sussex~~~,2009-10-20~~~,1,1,1,1
My so called 8mb connection often runs at 75k during peak times and lately doesn't work at all at times. I live a few hundred metres from the exchange.~~~,"Hayes, Bromley~~~",2009-10-18~~~,~~~,~~~,1,~~~
Pathetic speeds!~~~,Headcorn Kent~~~,2009-10-14~~~,3,3,1,3
BT seem to consider themselves as gods. and we are the lowly mushrooms that are kept in the dark and fed..... well you know. when someone knows more than the people in the Indian call centers it causes them problems. but nothing ever gets done. an engineer may call round but all he will do is tell you the same info as your router. it is a wonder how they can justify the extra costs of their product. i think a more reliable service could be gained with a telegraph machine opperated by monkeys~~~,norfolk~~~,2009-10-14~~~,1,1,1,1
Once again BT can't live up to their advertising they can't even give me half a meg so how are they going to deliver 20meg they should not be allowed to advertise what they cant deliver to all~~~,isle of Islay~~~,2009-10-12~~~,1,4,1,1
The speed is average but drops considerably on a regular basis  far too unreliable.~~~,South East London~~~,2009-10-10~~~,3,5,~~~,1
Has never been good. BT seems to involved whoever supplies. Got better once now worse than for a long time.~~~,Gretton~~~,2009-10-09~~~,1,~~~,1,1
Low speed as opposed to the published speed ! Line check carried out and all ok. Moved router to a short direct connection to the main bt box and disconnected all other devices. Ran the speed check again and it was still low.~~~,Sunderland ( Tyne & Wear)~~~,2009-10-09~~~,~~~,1,~~~,5
BT Business customer - very happy with price and performance.~~~,Sittingbourne~~~,2009-10-01~~~,5,4,5,5
Very poor connection at times. Helpdesk appeared not knowing how to diagnose the problem efficiently~~~,Derby~~~,2009-09-29~~~,~~~,~~~,~~~,3
Although being upgraded to the 20MB option I think BT did this network upgrade in my area before it was totally ready. This is born out by the drop in downloading speed initially  compared to my 8MB option previously.I do not like the Indian call centre for support because I cannot always understand what they are saying.Bring back call centres to this country for a customer friendly service.~~~,basingstoke~~~,2009-09-29~~~,4,4,3,4
promised a speed of 2.5-3 mbps  never had such a speed in 10 months of being with them.  The best we have had was 1.5 for 2 days  average is 500 kbps  but normally speed is between 400-30 kbps ( yes 30 kbps slower than dial up modem )speed up to the router as 8 open reach engineers will testify is 2.5 mbps  so line etc is OK  but b.t. keeps the speed low at their end.~~~,cornwall~~~,2009-09-24~~~,1,3,1,3
Dismal speed.Indian call centre.Speaks volumes.~~~,windlesham~~~,2009-09-23~~~,1,1,1,~~~
BT has to one of the worst run companys i have ever been with.  The customer service is terrible and the speeds which they say you will get are a complete lie.~~~,Cheshire~~~,2009-09-18~~~,1,1,1,1
"Its ok if nothing goes wrong  but any ""Techie"" calls go to India and the English is barely understandable - no use when trying to explain things. I was trying to get to the bottom of why I was getting a low signal but I couldn't understand what the Indians were saying and they couldn't understand me !!  Left in the lurch.~~~",Buckingham~~~,2009-09-16~~~,~~~,1,~~~,4
After 7 years of support to BT  I still  pay £26.99 per month for about 1.88Mbps download.  I have asked BT for a fixed IP address as compensation for such poor download speeds in order that I can host an exchange server  but they have declined stating I should re-sign up to a business account  but the speed may well stay the same as it is now.~~~,enfield~~~,2009-09-14~~~,1,1,1,3
Difficulty undrstanding customer Services~~~,Home~~~,2009-09-12~~~,3,3,~~~,~~~
My line is ADSL2+. I am 850 meters from the exchange. The internal wiring in new. I am getting 750kbps downstream.~~~,"Harrow, North London~~~",2009-09-09~~~,1,1,1,1
