content,location,date,satisfaction,customer_service,speed,"reliability,"
I couldn't agree more with all the negative reviews of the BT broadband service. recently installed new customer after leaving Sky with near perfect service (other reasons for leaving). I followed the instructions for maximising wifi signal but was only getting <1mbps. Thought I should leave the router plugged in for 10 days to allow for the line to settle as advised and re-test - it was even worse  literally less than half a mbps. Called BT and was told the service is known to be unreliable and have i considered infinity - AT THE FIRST CALL. I said I used BT's 'chose the right package for me' and unlimited broadband was what was recommended. The agent could see i was getting next to nothing so put me through to the outsourced tech team who were completely useless and after 60mins simply hung up. I called back and was told the problem was solved and the case was closed - couldn't be further from the truth. This went on for a week and spent endless hours on the phone being told to do the same thing over and over again. I had no issues with Sky but was told it must be my wifi devices causing the problem and if an engineer was sent and found this to be the case i would be billed for £129. Nothing has changed since Sky so that cannot be the cause but I declined an engineer due to a complete lack of faith in BT to be honest and not screw me. To put a very long story short apparently BT don't do WiFi and there are no guarantees however with some key phrases  mention of DSR  FOI  Ombudsman and some choice posts to social media i was called back this week and released from the contract. I CANNOT STATE STRONGLY ENOUGH - PLEASE PLEASE PLEASE AVOID AT ALL COSTS. BT staff are obviously exasperated at the number of calls due to the poor broadband service and that shows in their lack of empathy or drive to put anything right.~~~,Essex~~~,2017-06-11~~~,1,1,1,1
I would give a zero star if I could. Our  internet connection has been playing up for 4 months. We've tried 3 BT routers and a third party router. We've had 10 engineer visits. Despite this we have anything between 4 to 14 hours of no internet every day! Now BT case management team have stopped replying to my calls and messages. I rang customer service and suggested that we mutually agree to terminate the contract early as the problem remains and the trust levels have gone down the drain. I was told that I need to pay a cancellation fee as the engineers are still working on it and I refuse to allow them time! They have had four and half months to sort it out. I cannot wait for the contract to end.~~~,Derbyshire ~~~,2017-06-10~~~,1,1,4,1
I had the worst experience possible with BT.After ordering the broadband online  BT scheduled the visit of an engineer at my home to connect me to the broadband (which is in Central London  so it shouldn't be a big deal) I was told the visit would take 40 minutes. It ended up taking 5 hours and a half  and the engineer didn't manage to finish in the end  leaving me without internet on that day. BT scheduled a second visit (2 weeks later) but the guy never showed up. They explained the appointment didn't go through their system and I should book another appointment (2 weeks later) 2 weeks later  EXACTLY the same story that the booking didn't go through they system  hence I should wait another 2 weeks. The third time  an engineer came for a 3 hours visit and he also didn't manage to connect me to the broadband. BT advised I schedule another visit with another engineer.  After 2 months and a half of this situation  I eventually cancelled everything to take SKY instead of BT. BT told me that because the broadband wasn't delivered  I could cancel everything free of charge.  About one month later  I got charged 91 gbp by BT ... Stay AWAY from BT !~~~,LONDON~~~,2017-06-10~~~,~~~,~~~,~~~,~~~
I switched to BT because they own the copper wire from my home to the Fibre Dist Box thinking one source if any problems arise. I have had numerous broadband failures  spoken with many BT staff in the UK and India  all of whom has said they would deal with the problem. One outage lasted 6 1/2 days. I was promised on many occasions that someone would phone me back with progress and diagnostic report. They never did.  As a retired engineer I am appalled at BTs abysmal customer support. I would not recommend them.~~~,"Ryde, Isle of Wight~~~",2017-06-09~~~,1,1,4,2
In my view BT = Prepare-To-Lose-Your-Will-To-LiveOver the years I have had two experiences with BT as a new customer - both of them were ok (apart from the waiting time for the BT engineer). Once the service was up and running I had no reason to contact them. The annoying part starts when you are moving houses – I am still in process of claiming back call charges for the previous property as BT did not disconnect the line on the date agreed. New tenant made international call which appeared on my bill and now it looks like I have to pay the bill and only after the bill is paid  make another contact with BT to claim it back.Another issue was when they promised me new BT hub  at first attempt they sent me some sort of plastic connector instead; on second attempt they sent BT hub to an old address; third time after I realised their mistake with the address  they cancelled the previous order and made a new one…..it turned out it was going to go to my old address as well. A fourth time I have lost it  and by the time I called them the hub was already despatched and it was too late to cancel it. During that call an advisor tried to talk me out of reordering hub 6 (the new one) as apparently there is not much difference to hub 5  oh! and that if I was going to go ahead with hub 6 I would have to pay for it. I have informed the person that the hub 6 was offered to me and I never asked for it  but since it was offered to me I got used to an idea of having better hub. After that hub 6 was delivered to my correct address free of charge. And 2 days after  we realised that BT Sport channels in HD do not work. Our subscription is in place but for some reason it is not being recognised  this happened after house move. So I started a chat with a person  they called me on my phone instead  transferred the call to another adviser who then transferred the call to another team (I think technical). It took 10min to talk to the first two people and I was on hold for the third transfer for almost 1.5h ….no one picked up and I have finally given up.~~~,West London~~~,2017-06-09~~~,1,1,3,2
I'm absolutely appalled with BT.. I would never recommend them for anything!! Absolutely shocking service  disgusting customer services.. I phoned to dispute a bill and they hung up on me after arguing with me! Now they have cancelled my account when I didn't want it cancelled.  Now charging me almost £700! Absolutely disgusting!!!~~~,Dumfries ~~~,2017-06-09~~~,1,1,1,1
If you are thinking of joining BT for their TV and phone services let me warn you that you will be wasting your time and money as their service is the pits of any provider in the country and even Talk Talk is a better option.Lousiest Broadband bandwith - can't even print wirelessly- Can't receive any advertised channels - HD quality is a joke - exorbitant telephony charges - rubbish customer service with useless remote call centre service - to name a few of the reasons you should steer clear of BT~~~,Orpington ~~~,2017-06-08~~~,1,1,1,1
I'm disgusted with BT at the moment my overall satisfaction is making me want to move to a different broadband  as soon as i possibly can. my bill is only supposed to be 43.00 and has gone up to 67.00  however i did go over the time limit on the phone. though this does not amount to the amount of money i have to pay. this has gave me much trouble and instead of my bills being 50.00 they have now gone up to 60.00  im not prepared to pay this amount of money anymore.~~~,southport~~~,2017-06-07~~~,1,5,2,1
"pay for up to 76mb get average of 2mb  yes only 2mb that's at different times and days. bt looked into it and stated that i had a ""good"" service!!!!~~~",south london~~~,2017-06-07~~~,1,1,1,1
BT has become a worse provider now a days. My internet has been doped more than a week now. Reported fault and gave an engineer visit appointment after a week. I couldn't go for my work that day. Unfortunately he didn't turn up. Called BT again. They said they have no idea what happened. Booked another appointment after 3 days following Monday. Again I didn't go for work waiting for the engineer. He didn't turn up that day too. Called again BT talked to their manager. He assured next day morning the engineer will visit. Didn't go for work waiting for the engineer. In the morning I called BT to ensure that he is coming or not. He said yes yes before 1 pm. No one came till 1:30. Called again they said it is next tuesday. Imagine  this is 11th days  I have no internet. They have suggested BT Fon  open network which is rubbish. So next appointment gave is for coming Thursday afternoon. Let us see. Dear all  do not choose BT again as they have degraded to lower than talk talk now a days.~~~,Yeovil~~~,2017-06-06~~~,1,1,3,1
