content,location,date,satisfaction,customer_service,speed,"reliability,"
absolutely appalling service!  still not connected after 1 week of trying.  Tried to call to sort out and was put in a queue for over 1 hr on the phone.  The worst service i have ever received and would not recommend using this at all~~~,Notting hill~~~,2016-02-05~~~,1,1,1,1
I have bt sport  got a bill of 154.36 when I'm usually 10 pound a month  and when I phoned up they did say they had made a mistake and we're sorry  but I will have to wait 10 working days for a refund! They make a mistake and I'm the one that has to wait for my money that I need!!!~~~,Edinburgh~~~,2016-02-05~~~,1,1,3,3
Terrible customer service. If something goes wrong during your contract it is an absolute nightmare to get BT to help fix it  even when its their fault!I was left for 8 weeks without broadband & then they re-charged me all the activation costs on my next bill.~~~,Portsmouth~~~,2016-02-05~~~,1,1,2,2
"NOTE: This review has been given one star only because no stars is not an option.A series of problems since November 2015 relating to the date on which I pay my direct debit.  These culminated in BT's complete failure to take ANY payment in January  2016. The company sent me an email just after Christmas telling me they were going to put up my direct debit payment.  They didn’t taken any payment in January so I was surprised to get another email telling me my new direct debit would be for less.  The logic of this must be that if we don’t pay  BT won’t charge us.  I have spent what seems like half of my life trying  and failing  to resolve this matter by phone  email and online chat (BT's ""preferred"" option). Staff  both in the UK and in India  are rude  aggressive and not above lying if they think it necessary. There is no concept of customer service  and the technical aspects of BT's provision leave much to be desired: my broadband speed is well below the minimum advertised speed.  As soon as my contract ends I will be ending my 32 year association with BT.  The company must be doing extremely well if it can afford to alienate its long-standing customers.  AVOID at all costs.~~~",UK~~~,2016-02-04~~~,1,1,1,1
Iv been a customer for a number of years  overall it is working every day   videos sometimes lock up as speed is a little slow but thats about once a week on average  Cost is the part that annoys me  Lots of offers to new customers but no customer care for current customers i pay £18.70 pm~~~,Telford~~~,2016-02-04~~~,4,2,3,3
The service that you receive from BT customer service is an absolute disgrace  late in returning calls  phone the wrong number rude and unhelpful the list could go on. I have waited in 5 times for an engineer to look at our broadband never an apology couldn't careless.  And as for the slow and patchy broadband useless.  Would never recommend BT to anyone.~~~,Perthshire~~~,2016-02-03~~~,1,1,1,1
It's the worst broadband ever I'm apauled by the services. They charged us twice on the 2nd month and tryed to pretend that it wasn't them also the internets is always going on and off u are lucky if u get signal.~~~,Worcester ~~~,2016-02-03~~~,1,1,1,1
Utter rubbish. Broadband is glitchy and sometimes freezes when you have more than two devices connected. Customer service is a joke. Even if you get through to a good person they are not empowered to help you. And watch out for random charges on your bill. I have had ot have items removed several times before paying it. They also add extra charges to your contract over and above what was initially agreed without telling you.. If you read the small print it says they can raise prices at any time and you're stuck with it. The contract only works one way. If you decided to lower the amount you want to pay that wouldn't work! I also had a faulty plug on my hub. I called up to ask for a replacement and spent about 2 hours on the phone - 'you can't have a new one - ok can I use the plug I have from something else? - no that's not safe - ok can I have a new plug? - no - can I speak to your manager? - how can I help? Can i have a new plug? and so on... I never got a new plug... Cannot wait to leave them  it's just too much hassle having to deal with them.~~~,London~~~,2016-02-02~~~,~~~,~~~,~~~,~~~
At first quite good speeds and reliability though expensive.  Then over the years the connections began to drop now and then.  I never complained as I thought they're the best out here.  Then today total failure.  I completed their diagnostic tests countless times with no joy.  Tried to phone their service status helpline about 7 times but only managed to get an automated message twice which informed me everything was grand where I lived despite the message being over 2 hours old.  I was then told to phone their helpline however it was constantly engaged throughout the afternoon.   Finally after 3.5 hours when I had just managed to get an answer on their helpline the broadband worked with no explanation.  Never actually spoke to an engineer just heard another automated message saying we are having problems and for me to leave my name and number for a customer survey! I did then get a phone call back from BT on my number asking who I was!  They then said oh we are having problems ourselves and so I cannot help you.   Brilliant.  I just hung up.  Useless company.~~~,"Ahoghill, County Antrim, Northern Ireland ~~~",2016-02-02~~~,1,1,3,2
Been with BT a day  engineer didn't turn up  broadband doesn't work  customer service continuely forward you to someone else  quite simply the worst company I've ever had the misfortune of dealing with  avoid BT at all costs~~~,Tain~~~,2016-02-02~~~,1,1,1,1
