content,location,date,satisfaction,customer_service,speed,"reliability,"
Worst company going  no communication  if you call they hang up  if you facebook message they tell you to live chat  if you live chat they tell you to call  if you call they hang up or tell you to go online. AVOID at ALL costs! I only wanted to purchase fibre from them but after hours of going around in circles I gave up and will be going with another provider.~~~,SUSSEX~~~,2017-08-23~~~,1,1,1,1
Having phoned by to cancel my broadband because of slow WiFi I was offered a new package which included new fiber broadband. I accepted having told it was the fastest  but had to sign up for 18 months which I now regret as it is slower than the one I phoned to cancel. I complained on many occasions but was told it takes time to settle  it didn't!~~~,Huntingdon~~~,2017-08-23~~~,1,3,1,3
Completely mis sold me fibre optic broadband last year. Lied about the service altogether. Fibre worked badly for about a month after it went live  I complained. BT assured me it was just till they worked out what my line could handle etc and the service would steady out soon. NEVER happened. Eventually I lost all service. BT offered to send me out an engineer at a potential cost of around £150. Subsequently when i made a complaint they have lost any trace of me ever calling or complaining and are pursuing me for terminating my contract early. When in fact they failed to deliver the service. AVOID.~~~,durham~~~,2017-08-23~~~,1,1,1,1
"We're paying top dollar for a cheap 'n' nasty ""service"".  Unfortunately  Virgin is even worse - really abysmal reliability  fluctuating speeds  and tight limits on the quantity of data transmitted even on their ""unlimited"" tariff.At least the BT service is consistently bad  with their DNS restrictions (easily circumvented with a VPN) and lack of customer support.  They took three weeks to connect the service!~~~",Ipswich IP8~~~,2017-08-21~~~,2,1,3,3
"On the 8th August 2017 I ordered a BT Line  Broadband and TV Package. Initial payment was taken on the 8th August 2017 for this service  thus at that point a contract was formed (I do understand law). The earliest date I got for installation of these services was 24th August 2017 which was already a long lead time in my opinion and about which I complained. On the 21st August I got an abrupt text message that said ""Your new appointment is 7th September 2017"". There was no explanation nor detail provided  which in itself is an appalling way to treat Customers. I then contacted BT Customer Service Centre (oxymoron right there) which I understand is located in Bangalore. Although they are polite and try to be helpful they are totally ineffective at resolving any issues and it just ends up being a waste of time. In essence in my experience BT are a totally incompetent and useless Broadband provder  do not honour their commitments and have apallimg Customer Service. Avoid!~~~",Hampshire~~~,2017-08-21~~~,1,1,~~~,~~~
After not having WiFi for around 6months finally got round to ordering some  had to wait nearly a month for my order to get fitted  which I took the day off work for. To find out that on the day for it to be fitted my order had failed and I would not be getting my broadband today. I had not been notified of this!! The man on the phone then offered to to set it up for me again  I was then put on hold for a ridiculous amount of time to where I had to hang up. I now need to re order even tho I have no idea which package I went for and will not probably have to wait another month for it to get fitted!! Ridiculous.~~~,Aberdeenshire~~~,2017-08-21~~~,1,1,1,1
Slow  poor support. Never listen and their speed tester lies! I get 0.15mbps in the middle of exeter in a modern house~~~,~~~,2017-08-20~~~,1,1,1,3
We've had difficulties with our broadband service for almost a year. Every time we answer the phone the router goes off. Tablets cut off  desktop courts off  our sons UNI work cuts off  its a joke. I have been told its because we have trees near our home  I've been told its because we have a number of devices in our home and my favourite has to be  its because of the wet weather. We live in Scotland for God sake  it always rains.My recent attempt to have this sorted was 18/8/17. I was told what I knew  its either the socket or the  filter. I was told I could buy a filter locally as they are fairly inexpensive and  if I know a local electrician I could get them in.Eventually got an engineer appointment booked. I got two texts reminding me of the booking  and then a third to tell me my broadband was working fine now and the engineer had been cancelled. Yes  they had magically sorted the problem by doing absolutely nothing to rectify the phone cutting out. I phoned back and the appointment is back on apparently  but with a different type of engineer. Let's see where this goes.~~~,Clydebank~~~,2017-08-20~~~,1,1,3,1
I have the miss fortune to have changed my broadband supplier from Sky to BT...! I now wish I'd just signed up again with Sky.. but the fancy adverts and promises of fast speed lulled me into making the decision to swap provider.  Since changing we have had numerous issues just getting the service up and running... and now the service is so intermittent many of the services I intended to use are redundant... Its the last time I'll select BT for anything and will change to another provider as soon as I can build the strength to go through another router/modem change!~~~,Warwickshire~~~,2017-08-18~~~,1,2,3,1
Worst broadband ever. Their customer service is a joke. I have called them 19 times in 6 months its like they dont talk to each other as I always have to tell them the whole problem again. I have had problem after problem and its only been a year~~~,Greenford~~~,2017-08-18~~~,~~~,~~~,2,2
Hmm how do I start.I can truly say with 100% conviction that I have never had such a bad experience with any service ever. I decided to join BT after being sucked in by their adverts .I signed up to BT and was told we would be connected and ready to go on the 3rd of the month . The broadband router came as planned on the 2nd and I was excited to get it set up and running the following day . However the 3rd came and went and still had no connection . I phoned BT on the 4th to ask if there was a problem to be told that they had had a fault on their system and it would now be a further 5 working days until we would be connected . I wasn't over the moon about it but I'm a reasonable person and understand that mistakes are made and they were going to sort it as quickly as possible . The staff at this point were very apologetic and assured me that we would be connected in the 5 working days . 11 days past and we still had no connection so once again I phoned BT to see what the problem was .This time I was past around from department to department all in a non U.K. Call centre where all my questions were answered from a well read script . I felt like I was speaking to a politition every time as my question was never actually answered . After asking to speak to a manager I was told that a new connection date had been set for the 25th of the month to which I said was completely out of the question and asked again what the problem was ? This seems to be a question nobody in a BT call centre can actually answer . After a lengthy conversation that was clearly going nowhere I said I wanted to be connected that day or not at all and there the conversation ended and a phone back was guaranteed . Thus being the second phone back I was promised ( the first one never came )I did however get a call back at half 5 that evening to be told that all they could assure me of is that The 25th would definatly be our connection date but they could review it on the 17th . After having enough I went ahead and cancelled the order and phoned virgin to be told they can have me connected in 3 days . We are now happily connected with virgin and now all that remains is a refund from BT and an explanation as to what went wrong and why a massive company like BT can mess people about and treat them so very badly .~~~,Edinburgh~~~,2017-08-17~~~,~~~,~~~,~~~,~~~
