content,location,date,satisfaction,customer_service,speed,"reliability,"
The worst experience I have ever had. I would look to use anybody but BT. If you enjoy 2 months of hell with a customer service team who are completely inept then this is the service for you. I have never come away from working with a company with such a passionate distaste for them. CHOOSE ANYBODY OTHER THAN BT~~~,LONDON~~~,2019-10-22~~~,1,1,1,1
"I have been trying to add ""complete wi-fi"" on to an existing package. This costs an extra £8 per month but would solve issues we have with thick walls. To sign up  our BT TV package will only last 18 months and BT broadband 24 months. This will mean a 6 month gap and pressure to sign up for another contract with BT. This is a risk that could be too costly. Very disappointing.~~~","Battle, East Sussex ~~~",2019-10-21~~~,2,2,4,4
I was approached by BT to sign up for another 18 months and that would involve me going on to BT plus. At the time my line throughput was 41Mbits/s. This speed remained constant for a couple of months and the it started to drop and eventually went down to 10 Mb/s. I rang BT and unfortunately had to speak to their Indian help desk. I had to remove all connections from my router and went through all the tests until the last test where I had to hang up. No call back on reply. I rang them again  a different agent. He insisted I go through the testing sequence again. Again I was told to hang up. Nothing again. At this point I gave up. A friend of mine who works for Openreach measured my line and said there was a high resistance fault probably on the pole outside. I rang BT and fortunately got a British operative who logged it as a fault and three days later an engineer came round and fixed the fault. All well and good I hear you say. No. The throughput speed came up to 25Mb/s. I had somebody ring me to see if I was satisfied. I said no. They decided to send me a new router. I installed this and this one had a software field that actually measured the line speed. It said it was running at 30Mb/s however testing with their own software and Ookla line speed tests it has now dropped to 20Mb/s. The router says it is running at 30Mb/s so what am I to conclude from this? It would appear to me that their network manage to system is throttling my line down to 20Mb/s. As a result of this and poor customer service I shall be voting with my feet at the end of the contract~~~,Canvey Island~~~,2019-10-19~~~,1,1,1,1
We have received help from Tyrone both yesterday and today. He was very devoted and exceeded our expectations. He fixed an internet issue that we have had for a very long time and went the extra mile as he came in extra early the next day and made sure the problem was fixed.  Many thanks from Bective Leslie Marsh team at Kensington.~~~,Kensington~~~,2019-10-18~~~,5,5,5,5
very poor broadband speedhad some work done 2 months ago. But says it is not connected every time we contact BTThis service is very poorWe need an explanation for this delay~~~,Albrighton~~~,2019-10-12~~~,1,1,1,1
Worst broadband experience.  Broadband kept on cutting out  after multiple attempts 7 engineers  I finally managed to cancel my contract and get a full refund of charges.  Very  very frustrating though  useless broadband.  Back with Sky now  not had a problem.~~~,Westcliff-on-Sea~~~,2019-10-08~~~,1,1,1,1
After 6 weeks of trying to get internet installed  it’s pretty obvious BT have some huge internal system/process issues  I have experienced 4/5 times of having conversations / orders placed only to find out that the relevant email/sms does not reflect anything ‘booked’ on their systems.On top of that the complaints procedure is obviously a token gesture as it’s quickly closed followed by a experiencing exactly the same issue you complained about. Overall absolutely abysmal service.~~~,~~~,2019-10-06~~~,1,1,1,1
So  I've come home looking forward to watching Netflix after a long week  and my bt internet isn't working. I have tried the 'on off' method as you do and it doesn't work. I checked the status and apparently it's 'good' in my area. Been on the website and tried to test the landline number and the page goes to an error. It hasn't worked the whole day and when I try test the connection it goes straight to an error page. This is poor from a big company as they do not state any recommendations  fixes  or even acknowledgement of the issue. I hope it is fixed soon as I pay good money for the service.~~~,London~~~,2019-10-05~~~,2,1,1,1
Not been with them long but cancelled this morning absolutely rubbish service we have gone back to our original supplier . The straw that broke the camels back was no phone and no internet again this morning. Being pensioners nearly 80 years old we rely on our internet a lot. When we went with them we thought that they would come and set it up but you have to do it yourself so l had to get someone in to do it.~~~,Walsall ~~~,2019-10-01~~~,2,2,2,2
The signal drops at times.  Had issues with promised package not delivered. It took many stressful attempts before I got something like the first package offered. Did not support my fragile mental health.~~~,london~~~,2019-09-21~~~,1,1,3,1
