content,location,date,satisfaction,customer_service,speed,"reliability,"
Just Diabolical  We have went through 6 hubs all of them undoubtedly terrible. So i live in the country side  a few miles outside Ballymena and bt is terrible. Is funny (not really) because all bt want is money. It used to be i could have my phone  laptop and Xbox on the wifi and it would still be strong but one day as promised bt said they’d put fibre opic in the area we were super excited but all they did was slowed all our wifis down to crawling speed and the only way to speed it up to what it used to be is by buying fibre opic which is an extra £25 pounds a month (we already pay £35) hate bt and when i grow up (im 15) im gettin sky or something better because bt is terrible in every way would say about the other points above but i dont wanna bor you~~~,Outside Ballymena~~~,2018-08-08~~~,1,1,1,1
By absolutely rubbish - current download speed 0.6 mb just not good enough for anything and spending £75 a month for nothing!! Total waste of money!do not use BT.~~~,STOCKPORT~~~,2018-08-07~~~,1,1,1,1
Continuous problems with BT including overcharging  deal issues  terrible customer service  etc. Just been cut off after waiting on another complaints call for 30 mins before anybody picked up. AVOID BT or risk spending 10+ hours per year on the phone to them.~~~,UK~~~,2018-08-07~~~,1,1,3,3
Out of contract and moving home I reluctantly paid bt’s extortionate month by month costs before finding a better service elsewhere so cancelled the dd at my bank. My bank then informed bt and I got the expectedofficious call to ‘investigate’ why. I informed them then on the phone I wanted nothing more to do with them and  cancelled. Big mistake doing it verbally as bt maliciously kept my account open! That was two months ago and I am still receiving threatening demands for money I cannot afford and with no written proof I cancelled am subject to continuing extortion.. threatening language in their emails escalating despite attempts to sort it out  humanely; the nasty Corp bullying lying fascists! If I don’t submit and pay what they demand I face debt collectors and reporting to credit agencies! Charming BT!~~~,Derbyshire ~~~,2018-08-07~~~,1,1,3,3
Appalling service..They 'conned' us into a further 18 contract while we still had 6 months to go on our original contract.Didn't find out until we decided to leave...Then they wanted £200 penalty.~~~,Hereford~~~,2018-08-06~~~,1,2,4,3
"BT provide the most atrocious  awful  poor  unacceptable  unsatisfactory and the worst and most terrible internet ever. I have been with many different internet providers and BT of all services has absolutely shocked me with how godawful their service is. BT say they are supposedly and I quote ""the most best and fastest internet provider"" out of all the internet providers in the UK. Well if you as the public people want a real and honest answer then here it is. BT are such false advertisers and it is completely ripped off the internet for over 1 whole year now has been turning itself on and off every 1 minute so for every 5 minutes our internet switches itself on and off about 20+ times and that is completely ridiculous they do not provide any satisfactory customer service whatsoever and I say their company and everything else is a complete failure to themselves and to me  my family and everyone else who is still with then at the moment because I don't know if anyone else is having too many issues to count but if so don't be shy at all to speak out because I am no longer staying with with dread nightmare awful and absolutely God dam horrendous service any more i get more data from my ee data plan (4g) so that says it all. Thank you for my service.~~~",Birmingham United Kingdom ~~~,2018-08-05~~~,1,1,1,1
BT is quite inefficient. I cannot access my billing. Whenever I want a new password the activation  code will not come with email open. The BT page will not work on top of open email. Basic inefficiency.~~~,Clapham South West London~~~,2018-08-04~~~,2,1,2,2
Promised £140 mastercard voucher advertised as part of the deal never arrived. Online customer support chat system is rubbish. Landline charges are insane. They increased charges within one month of me signing the contract. Broadband sync speed shown on the router is less than 1/3rd of the “guaranteed” speed. Totally uncompetitive product and service which they can only get away with because they are the default landline supplier. Please avoid. I used to be a Virgin customer and although not perfect they were WAY better than BT.~~~,London~~~,2018-08-03~~~,1,1,2,4
Poor service as even when I complained I was told a manager will call me . Never received a a call back . Never received refund for the days I did not have the broadband service and this has happened three times despite promises. Now thinking of moving to Virgin as they have their own lines as they do not rent BT lines  . Will challenge the end of the contract if need be and welcome feedback from anyone who is on the same situation. BT should not threaten people that they have to pay for the full contract if they can’t deliver the service and this needs to be decided in a court of law .~~~,Ilford~~~,2018-08-02~~~,1,1,1,1
I strongly NOT recommend BT.I’m BT user for 6 mounts and I’m very disappointed. The internet is very unreliable. My smart Hub restarts almost every day and even the TV channels stops sometime. I was watching F1 Stonehenge and I missed half of the race  I was really pissed off. Beside that I supposed to get BT gift card with £120 on it. I assumed I will receive by post or I will get email for any info  after few mounts when I asked them the response was my card expired. I had 90 day to claim but nobody told me  due to I didn’t I lost my gift. That was one of the reasons why I switched to BT. Firs time on BT and definitely last!!!~~~,Swindon~~~,2018-07-31~~~,1,1,1,1
