content,location,date,satisfaction,customer_service,speed,"reliability,"
Four months no internet  4 promised call backs and Indian call center operatives  who I'm sure are very nice people but cannot deviate from a script and will not help your cause. DO NOT TOUCH BT WITH A BARGEPOLE~~~,HANTS~~~,2015-07-17~~~,1,1,1,1
My phone line hasn't worked for over a month. I raised a ticket and they said they'd fixed it but they hadn't so i re-opened it after which  nothing. So I phoned them (06:30 am) and got straight through to Gibson. He was very helpful  checked the line and confirmed there was a fault. He raised another ticket and it is due to be fixed within a week. Plus I get a refund on my line rental. So apart from the delay in getting the line fixed  customer support were very helpful~~~,Kingston-Upon-Thames~~~,2015-07-17~~~,3,4,4,5
"please  please  please do not sign up to BT. The customer service if utterly shocking!!! I have now been without a phone line and broadband for days. I have wasted hours of my time trying to sort it out. You get through to an Indian call centre and communication is sooo frustrating. I can't understand what they say and they can't understand me. You will constantly fobbed of with ""we will connect you to a different department"" or ""it will sort itself out tomorrow!"" But it never does. I have tried everything to leave BT but we are tied in for a year - I am even considering just taking the hit. In summary no one cares  no one is interested in actually helping you and if you don't want to feel like there is just no hope then go to another company.~~~",horsham~~~,2015-07-15~~~,~~~,~~~,~~~,~~~
Absolutely awful..broadband slow customer service unhelpful i changed back to bt thinking it would be better but i was wrong..i received my bt hub and the next day i get a bill for over £50 ..for what i asked and they said that it was my monthly bill..absolute joke.000000 review~~~,Farnham~~~,2015-07-15~~~,~~~,~~~,~~~,~~~
EVERYONE!!! Please Read This!!! I was with BT but the money I was paying P/Mth was too much... I got 7Mb/min unlimited B/b  landline  unlimited anytime calls - Now I pay the same to a Diff provider but I get 32Mb and satellite TV and landline and anytime calls and unlimited fibre plus a free 32 inch LED TV!!!!! BT have a lot to answer for if you ask me.~~~,Rasharkin~~~,2015-07-14~~~,1,1,1,1
Awful customer service from the call centre!! So rude was hung up on after asking very nicely to speak to someone who spoke English as they're call centre is based in India and couldn't understand. Such slow speed! And now they are telling me to get a booster and pay out another £30 after going over phone contracts numerous amounts of times as the wifi won't even reach 3m away. Would defiantly not recommend them!~~~,~~~,2015-07-14~~~,~~~,~~~,~~~,~~~
BT are liars. Firstly they never supplied the Sainsburys vouchers after I joined and have queried twice. Secondly  I was promised a phone call after I complained that I wasn't getting BTSport on my devices and it never came. Having spent probably two hours trying to explain my problem I was left with no satisfaction. I even gave control of my computer to them and they ended up telling me exactly what I told them within the first minute. I am now paying for a service that I am not getting and BT really don't care. I have written a letter to them and still no-one has the decency to call me or sort out my problem.  Absolutely avoid.~~~,Ballymena~~~,2015-07-14~~~,1,1,3,~~~
This service is an absolute disgrace. Customer services / technical faults mislead and lie to you. The broadband speed is no way near what was promised and constantly cuts out. Complete and utter waste of money. And they will not even release me from the contract despite not providing what I asked for! The technical faults team have been talking to me for three months since I had the problem. Initially I was informed they merely had to ensure it wasn't a wireless problem and they would reset then boost the line. Well  I ran all the speed tests and used an Ethernet cable for my broad band direct from the socket with a new filter as requested. Still rubbish. They therefore reset the line. Then it still didn't work. I raised it with them on the phone and they advised I wait 20 days. Still nothing. Then a call  they blamed it on a wireless problem inspite of the tests showing that that it wasn't - they wen reset the line. They then stated they couldn't guarantee wireless speed. I raised it with other representatives via twitter and got the same answer in a long and pointless email.  The broadband never goes above 3.5 Mbps and is often much less. The line constantly drops out. Watching films and multimedia without interruption is a pipe dream. I was promised about 10mbps. Yesterday my partner was told that nothing was guaranteed and that I had no right to cancel. She was told to consult the small print. The sooner the OFCOM changes come into place allowing me to quit the better. I cannot dissuade you strongly enough. BT is not the firm it was and they do not care about the customer or quality of the product. They just want to squeeze a margin out of you. Go with Virgin... I never had a problem with them and the line was awesome!~~~,Wright~~~,2015-07-14~~~,1,1,1,1
After waiting in for three seperate engineer appointments I still haven't seen an engineer  each missed appointment resulted in me phoning BT to be told a different lie about why they never turned up. Three weeks after placing my order I have now been guaranteed (for the second time) that my engineer will connect me on two weeks. Apparrently my order got stuck in the system.~~~,stafford~~~,2015-07-13~~~,1,1,2,2
Utterly useless in all aspects  over a month with speeds of less than 0.5 via Bt speed test through their customer service  and I get told to update my laptop  or buy fibre.  I have had trouble free Internet  not very fast  7mb  for four years  then they take me off exchange only line to a cabinet and I cant do anything  can't watch TV  load a photo  send and email or pay for anything  the connection drops out  or it won't stream at all.  All this for over £43 a month.  Accelerating the fault to a complaint has just landed me with even more Indian call centre people ringing me  but they won't do anything other than test the line  after a month of testing every three to five days I've had enough.  As I Say USELESS~~~,ST Germans~~~,2015-07-13~~~,1,1,1,1
