content,location,date,satisfaction,customer_service,speed,"reliability,"
May I advise anyone unfortunate enough to subscribe to BT Broadband to check their phone bills. BT continued to charge me £3.72 per month for BB Talk Evening and Weekend Plan for months after the BB Talk service was discontinued.~~~,Clacton-on-Sea~~~,2015-09-04~~~,1,1,1,1
Worst experience  they offered a deal for a year subscription  then failed for 2 months after taking money to get us set up. We cancelled and it took 5 months and hours on the phone to get over £300 back. Avoid this company.~~~,Sussex ~~~,2015-09-04~~~,~~~,~~~,~~~,~~~
Internet stopped had 2 visits from engineers got told its cos of the school holidays then got told its not their fault hour and a half wait for a customer services chat they go over and over each others work.Left a message for mr Beck  managing director of openzone yep he don't reply either my MP next I think~~~,northampton~~~,2015-09-03~~~,1,1,1,1
"For all those people who are considering switching to BT for broadband  please do not go by the carrots of Sainsbury vouchers and free n number of months offer. BT is truly one of the worst broadband providers in the UK. I switched from Virgin only because they did not have services in my area. I took BT infinity 9 months back and I had to get on the phone to their terrible customer service very often. I guarantee that you will spend at least an hour repeating the same answers again and again to mutliple representatives sitting in India. 45 days ago  I ordered a home move and now its been 22 days(and counting) since I moved into the house and after 3 engineer visit  no home-line/equipment fault  I am still without broadband. I have been hit with 2 ODs in my bank account(as I could not transfer money to that account due to non availability of broadband) and lots of other losses. I have spent on an average 45 minutes per day on phone to the terrible BT customer care in India and every day they recite the same story""There is an exchange fault and we are resolving that"". I am so frustrated that I have started telling everybody I know  not to take BT broadband. Go for virgin or SKY they are the best. Please please stay away from BT.~~~",RUGBY~~~,2015-09-03~~~,1,1,1,1
Promised I could receive speeds of up to 75mbps when signed up 6 months ago. Reported a fault on the line because of slow speed. Engineer told me I could only receive speeds of up to 37mbps at most after checking all the cables were ok. I called BT to down grade my package as I was not willing to pay for speeds that were impossible for me to receive. I was told they could not down grade my package and that to down grade I would have to sign on to another 12 month contract for which I refused and told them that it was they that are in breach of the contract for lying about the speeds I could receive in the first place to debate went on with customer services for almost half an hour. All they kept trying to do was tie me into another contract by saying there was nothing they could do  it was nothing short of blackmail the tactics they tried with me and I blatantly refused. In the end I finally managed to get through to them but my word they made it hard.I'm sure it must be illegal to make someone pay for something they won't receive.~~~,Bilston~~~,2015-09-02~~~,1,1,1,1
a most disgusting service- in fact the worst I have ever received from any company.  It has been so far an 8 month nightmare which is now resulting in me asking for a deadlock letter. I am utterly appalled that any company should be allowed to trade in this way.  there is no way I would ever suggest BT broadband to anyone. in fact their broadband in my view should be subject to external government scrutiny~~~,devon~~~,2015-09-01~~~,1,1,2,1
It might be OK if I could get it! Ordered it a month ago and still waiting for it despite the BT promises of to-morrow. Oh! yeah I forgot to-morrow never comes.~~~,Scotland~~~,2015-09-01~~~,1,1,~~~,~~~
I tried to cancel my service with BT 6months ago as I thought I had a 1sr contact but they informed me my broadband was for 18 months. so I rang them today to tell them I will not be renewing my contract which runs out on 17th September. I was told that the service will cease on 9th of September.  I said no on 17th September.so he said he changed it and that I will receive an email to confirm and low and behold I have received the email with the 9th of September. I am so angry. and I have also been told that I have to pay a £30 charge for not renewing my contract.  is this right????. never again~~~,sunderland~~~,2015-09-01~~~,1,1,5,5
We normally struggle by with 3MBPS. A month ago I reported the line as repeatedly dropping and the speed down to 0.2MBPS. I've spent hours on the phone to call centres  listened to their infernal queueing musak  waited in for them to turn up -two no shows. Now expecting a broadband engineer to turn up next week. If I wasn't on a fixed term contract I'd have dumped them.~~~,Yelverton Devon~~~,2015-09-01~~~,2,1,1,1
"For all those people who are considering switching to BT for broadband  please do not go by the carrots of Sainsbury vouchers and free n number of months offer. BT is truly one of the worst broadband providers in the UK. I switched from Virgin only because they did not have services in my area. I took BT infinity 9 months back and I had to get on the phone to their terrible customer service very often. I guarantee that you will spend at least an hour repeating the same answers again and again to mutliple representatives sitting in India. 45 days ago  I ordered a home move and now its been 3 weeks since I moved into the house and after 3 engineer visit  no home-line/equipment fault  I am still without broadband. I have been hit with 2 ODs in my bank account(as I could not transfer money to that account due to non availability of broadband) and lots of other losses. I have spent on an average 45 minutes per day on phone to the terrible BT customer care in India and every day they recite the same story""There is an exchange fault and we are resolving that"" I am so frustrated that I have started telling everybody I know  not to take BT broadband. Go for virgin or SKY they are the best.~~~",Rugby~~~,2015-09-01~~~,1,1,2,1
"For me it was a big mistake to switch from Sky to BT. BT informed me and Sky a date to switch services  but after disconnecting my broadband delayed the new connection which took them 10 days. My several plea to them to reconnect me did not produce any result. Their call centre is in India and they only give lip service. Their only explanation for the delay was ""there has been an exception"" and they just repeat this like a robot. No matter what number you dial you are always diverted to the same call centre. It is almost impossible to talk to anyone who can take some action. Out of desperation I wrote a letter to their customer services manager in UK  but have not received a reply from them either. In my view BT broadband is no different from other providers but their after sale service is very poor.~~~",plymouth~~~,2015-08-31~~~,1,1,3,3
Shocked with the way I was treated by BT .Simple move from one area to the other   .lied to me  many times/ Emails lied / never got it in the end / Truly stunned how bad BT is~~~,Bournemouth~~~,2015-08-31~~~,1,1,1,1
