content,location,date,satisfaction,customer_service,speed,"reliability,"
I took 2 years feature line contract  but operator put 5 years. after 2 years when I wanted to cancel i was told I am in 5 year contract. so I made them to listen to the conversation and they accepted that Indeed I agreed with a two year contract therefore there will not be any cancellation charges after September 9.  Now they sent me a bill of £507 for early termination. so far I spent 3 Hours on the phone with 0845 number with no resolution. BT is a CRAP company DO NOT USE THEM even if you are desperate. My Advise is read the fine prints  take your time  have a written proofs  print a copy and save it.~~~,Worcester B975XJ~~~,2016-10-26~~~,1,1,2,3
BT  When joining with them a fluent English speaker and understander  dealt with all the options. An initial thumbs up there BT. When we moved in  they were unable to provide the services on the day agreed  then when I called the helpline  it felt as if I was teaching an English language class via phone. It took them an extra 2 days on top of the month in advance to get my services up and running. But this could only be done with my telephone box dangling from my living room wall by the wires. I then find that SKY is a hell of a lot cheaper with more for your money. Then to add insult to injury  BT then hit me with a £31 disconnection fee. They say that it is a cessation fee  but I have to pay it if I wish to disconnect from BT. This was not spoken about when I went through the cancelling of the service. BT  such a waste of my time and money and causing excessive stress at the beginning and end of our time with them. Cheers~~~,South wales~~~,2016-10-26~~~,2,1,2,2
I can only agree with all of the criticisms of the total service offered by BT. Unresponsive call centres  poor substandard infrastructure  unsophisticated equipment  poor selection of television channels and worst of all a broadband service which is an embarassment. Slow clunky - download speeds of a snail. Glad to have moved away to another supplier and would recommend potential new customers to have nothing to do with this poor company.  The are only hanging on because of their BT sport package  the rest of the service is substandard and a joke (but not a joke if you have a contract with them).~~~,Redhill~~~,2016-10-25~~~,1,1,1,1
I can see that there are ALOT of bad reviews for BT broadband and I pity you folks  however mine is a good one!Set up quick  efficient - after an initial hiccup with the engineer (I called the BT help desk and they sorted it quickly)everything went well.I think a lot of the bad reviews on here are from heavy users with multi gadgets but if you are light user (occasional browsing  shopping  banking and the odd download) then I would recommend BT's ASDL broadband service. I have just finished my 12 month contract  called them up and asked what they could offer me - I now have unlimited weekend calls on the landline (which I didn't have before) as well as unlimited broadband usage which will come in handy. I use the internet on my laptop and mobile. I now pay 26.99 per month including line rental - with no delay in cross over. It is for 24 months though and If I cancel it for any reason before the 24 months is up I do have to pay for the remaining months that I am contracted to (hey ho).Despite that  if you are similar user to me then I would recommend giving them a call to see what they can offer you.Yes my internet is S L O W (get used to the buffer ring if you want to watch videos! but for my usage it is fine (2-3 Gb per month)~~~,Worcestershire~~~,2016-10-25~~~,4,5,3,4
The customer service from bt is some of the worst i have ever come across  tbeir phone manner was shocking when you could actually get through. They make it practically impossable to find a number to call and when you do find it get ready for a 30 minute wait~~~,Lancashire~~~,2016-10-25~~~,1,1,2,3
I changed to BT from Sky because of cost basically.  The the package for the TV and broadband looked good on paper and I thought BT were a good reliable company. HOW WRONG I WAS! For installation I've had four different dates  only for the engineer to come out and fit the hardware on the original date I was given when I placed my order. I'm still getting text messages and emails saying that the engineer is still coming on the other dates as well to fit the hardware when the work has already been done! Also I'm being told that these appointments can not be cancelled and I need to be in my property when the engineer comes to let him in and see the work has already been done. Madness!!! After all of this I'm still waiting for my TV and broadband to be activated. When I call BT I cannot get a suitable answer and they seem clueless. The whole thing has been a joke from beginning to end. Terrible service. I WISH I'D STAYED WITH SKY!!!!~~~,Newcastle~~~,2016-10-25~~~,1,1,~~~,~~~
Never even got to use the service. They took 5 days to tell me they could in fact not provide the service  and in the interim had taken money out of my account. I've been told I'll be refunded that amount twice and still no refund after a month. Staff are obnoxious and extremely unhelpful. Overall shocking.~~~,~~~,2016-10-24~~~,1,1,1,1
BRITISH TELECOM has the worst customer service I have ever experienced.  The worst broadband reliability I have ever encountered. Do not choose this supplier. Four engineer visits and many many calls to customer service still result in my using a dongle to get internet access. RUBBISH~~~,Chichester~~~,2016-10-24~~~,1,1,3,1
Hands down the worst  most incompetent  slippery company I have ever had the misfortune to encounter.  Useless.  They don't do what they say they will do and then flat out lie to you when you try to resolve the issues.  Not only are they charging me for services that are not working  they are charging me for calls from my land line phone which does not even exist.  AVOID AT ALL COSTS!~~~,East London~~~,2016-10-24~~~,1,1,1,1
have 2 e/ms from bt ==(1)we have changed your order 92) delivery on 16/09/16.i never asked them to change the order they are now saying I was up and running on this date 7 have billed me for this  I was not up and running.i spoke with ''Lisa'' in India on 21/10/16 who informs me that I DID cancel my bt (''BULLING THUGS'')WITHIN THE 14 DAYS ALLOWED.She says someone from cancellations will be in touch with you.==I BET THEY WILL NOT BE INTOUCH.WHAT THEY DO IS NOTHING SHORT OF FRAUD AND THEFT==I WOULD BE HAPPY FOR ANY LEGAL ADVISE.THE GOVERMENT OR MY MP. WILL NOT DO ANYTHING BECAUSE IT ALL MAKES THE WHEELS GO ROUND.~~~,s-on-trent~~~,2016-10-24~~~,1,1,3,2
"I have switched to By Premium Mail and as a result lost all my emails (on the day the switch took place - hundreds of them). I have contacted 'customer service"" so may times I have lost count. They are useless and say there is nothing they can do! I have lost the will to live. BT customer service used to be so much better. It is now a disgrace.~~~",Richmond~~~,2016-10-24~~~,~~~,~~~,~~~,~~~
I have been waiting over a week for BT to get my broadband up and running. I have called them 3 times and  first of all they managed to get the landline working but not the broadband.The next two times the Indian call centre people told me to wait until midnight and each time there was no difference by the next morning.Finally  I called to cancel and they asked me to give them from Saturday until Monday to get BT Open Reach to fix things (do I care whose fault it is?).It didn't work so I have cancelled the contract.I would have stayed with Virgin if they also operated in the area I have moved to.~~~,Bedford~~~,2016-10-24~~~,1,1,~~~,~~~
"Awful broadband  usually at ""dial up speeds"".  Why should we pay the same as others who actually get a service!~~~",Near Alford~~~,2016-10-24~~~,1,1,1,1
Appalling customer service.  I ordered broadband  TV and line rental as a new customer  They took £69 from my account and after 3 weeks of lies and broken promises of connection dates  nothing has happened  Still tryng to get my £69 back.  DO NOT USE!!!~~~,York~~~,2016-10-23~~~,1,1,1,1
Help line is useless. Their desktop help said Home Hub defective but they would not replace it. I got a router from elsewhere and now Broadband work. Leaving BT and they try scare tactics to try and make you stay threatening £200 fee tat they are not entitled to. Bring it down to £70 by 'phone  but will text  E-Mail and send a letter for £200.33 but will not send anything saying £70. Awful company and I want nothing to do with them. NOT recommended.BB advertised at about 76mb  I got 34.5 that with Infinity 2!~~~,Kent~~~,2016-10-22~~~,1,1,1,4
Having a really bad time with bt at the moment. My bills were £70 a month never use the house phone was on unlimited wifi also caller Id and answer phone. So asked why bill so much she said I hardly use data so go onto 25gb a month as was only using average of 5gb well said ok so new contract what a surprise after the 14 days I gets email you have reached your data allowance that was 15 days. So i rung they said must be us so the next month first day we were away and amazing we used 11gb no one home but still must be us I have been trying to sort this now since mid September I want to leave but must pay them £350. Disgusting.~~~,Yorkshire~~~,2016-10-22~~~,1,1,3,4
Customer service is awful.  If you start a chat be prepared to wait a very long time and for your question to fail to be answered~~~,Leeds~~~,2016-10-22~~~,1,~~~,3,5
