content,location,date,satisfaction,customer_service,speed,"reliability,"
Awful dreadful service. Never again. I've wasted a whole day waiting for a box that they decided to cancel. Not only that but I spent 53 minutes trying to ask what happened and I was out through to four different people all as clueless as the rest~~~,~~~,2015-01-22~~~,1,1,1,1
I ordered infinity after a call from bt trying to get me to commit to a new contract. The installation immediately caused problems as they removed an extension from my hallway which was no longer suitable. I accepted this as I was expecting super fast infinity broadband. This hasn't happened!! We are constantly dropping out  speeds are not brilliant. I can't download films from Sky anymore as they removed the extension I was able to use. I cannot speak to anyone but an Indian call centre and they use the scripts and are unable to deviate.  On contract until Feb 2016 (6 months in on an 18m). I wish I could get out of it  horrendous service  no customer service.   Dealing with BT Business cock ups at work and coming home to deal with BT home cock ups.~~~,Derbyshire~~~,2015-01-20~~~,1,1,1,1
"We are currently paying for the top Infinity 2 Broadband package. Promise at point of purchase was for a minimum of 50.7Mb download. We have noticed for a while that this is not what we are getting (download fluctuates between between about 6Mb and 28Mb & there are times when we have no connection at all) & when we rang we were completely fobbed off & told they can provide whatever they want & that our contract means nothing. Customer service staff were very difficult to understand due to limited English & were very rude and insulting at times - I was asked whether I understood the number 17!!!! I decided to ring sales to try & change our package & the guy on the phone admitted that there is clearly a problem with our broadband & that it is clear that it is at their end. He also said that they had to provide what they promised. He sent an engineer (had to take unpaid leave from work) who confirmed that everything at our end was absolutely fine and that it was BT that had the fault. Nothing was fixed & again it all went off so I rang again & then we were told we would need a phone engineer this time. When I rang again they said it was pointless to send a phone line engineer as the fault was definitely with the broadband & we had had that checked out and our side showed no fault. The girl on the phone said our problem went way back & that we are loosing connection or speed upto 1000 times a day. After 2 more weeks of monitoring it she rang on Friday to check the speed - her response was ""that's brilliant"" when I said we have 4 Mb download. When I questioned why she thought it was brilliant she said it was because its working fine!!! Anyway she rang to check on it again today & was surprised that I was upset because we are still no further forward. She is sending another broadband engineer to test everything all over again - another unpaid leave from work!!!Worst customer services I have ever experienced - been told I am ""stupid""    they don't listen & have no interest in actually solving any problems. How do they get away with it?~~~",Rotherham~~~,2015-01-18~~~,~~~,~~~,~~~,~~~
ZERO STARS: Why would anyone consider joining or transferring to this totally incompetent lot? If you're thinking of either don't waste your time or sanity unless you're a complete masochist!  I placed an order 33 days ago  paid line rental in advance  had a commitment an engineer would be installing the equipment and have had the run around between their 'back office teams' trying to tell me they are unable to 'find' my line.  All this despite the fact I've told them over the phone repeatedly the 2 numbers previously used.  They cancelled my first order without even telling me  promised me calls to be returned within 48 hours and at no stage did they ever return the calls forcing me to pay over £20 in paid calls for being penalised by their totally unprofessional and inept call centre staff.  I demanded escalations and got flogged off between various back office staff who struggled with some of the basics of English let alone who knew the procedure to deal with situations like mine.  33 days later I'm now left with having to resubmit a new order and wait in line.  Totally pathetic!  Unfortunately there are no other providers in this remote area otherwise I'd have given up ages ago.  Do yourself a favour - avoid like the plague!  Mr Patterson you have a very serious problem and need to listen to your consumers.  My complaint is being forwarded to the top level and I personally hold you responsible.~~~,Newdigate~~~,2015-01-18~~~,1,~~~,~~~,~~~
Would avoid in the future just for the sake of their customer service. After nearly a month of problems  and two weeks without any service  we're finally up and running with no problems (fingers crossed). Their customer service is despicable  I think I spoke to upwards of 50 people before getting our issues resolved (we moved back home and brought our service with us  they cut the old service at the house off before telling us it would be a month before the new one would be live!).  If you have no problems then I'm sure BT are fine  the broadband is good (although sometimes a little patchy when a lot of people are using it) and the phone line is fine.  I would avoid at all costs just because of their customer service though  the most appalling company to have to deal with.~~~,Herefordshire~~~,2015-01-18~~~,2,1,4,3
Do not choose bt the packages are expensive compared to other phone and broadband providers.The Internet broadband was at okay speed at first and then in a couple months became slow.Just remember any call out for faults they charge.~~~,London~~~,2015-01-17~~~,1,1,2,2
Horrific customer service Passed to India  sheer waste of time....   Hate this company~~~,Edinburgh~~~,2015-01-16~~~,1,1,2,1
I changed to BT Infinity from Virgin to save money and I believed there would be no loss of service. I was very much mistaken. Since it was installed we have yet to have all 3 services working (phone  broadband and tv). Both my partner and I work from home so the interruptions on broadband have caused us major problems and I have spent so much time calling and emailing - all to no avail. Customer service is atrocious and I have constantly asked to speak to a manager as I am looking for compensation and to cancel the contract however I won't be paying them a penny as I believe their products are not fit for purpose. I am thinking of taking my complaint to a telecoms ombudsman. Has anyone tried this route and any success?I award no stars for anything BT have supplied - dreadful service and would never recommend them.~~~,Hamilton~~~,2015-01-15~~~,~~~,~~~,~~~,~~~
Predictably Appalling  useless Help Centre. Multinational monopolist so why would they care. Run by brainless morons with Degrees but no idea how to run a business involving real people. You can't possibly expect anything else from a company that only cares about money and their share price!? (No doubt they'll pay some overpriced idiot PR firm to make them seem more 'human' soon!!?)Relentless password resets  shocking Indian Call Centre. MOSTLY LOUSY AFTER SALES SERVICE(I wonder if there any human beings left in the world running Global companies?)~~~,Lincs~~~,2015-01-14~~~,1,1,3,4
Useless - I think I have spent over day on the phone transferring between departments to get my blasted broadband to work. Every call has lasted about 3 hours and all asking the same questions again and again. My broadband works sporadically and is soooooo slow. BT engineers don't turn up for appointments after you've taken the day off work. If you can get someone else  try them unluckily for me I'm contracted until the summer which I will spend in Costa using their Wi Fi as mine is beyond useless.~~~,Shenfield Essex~~~,2015-01-13~~~,1,1,1,1
BT has been nothing but trouble from Christmas time this year.  While everything had been running fine for about a year  we developed an unknown fault and our speed disappeared. Calling residential customer services is like entering into a Monty Python sketch.  I have been told incorrect information  reassured excessively that they would fix all my problems and my problems would never come back  begged by them to accept their help when I complained that they were not resolving my problem (this was very unusual)  and told I have no problems and everything was ok.  They rang me back at inappropriate times (close to midnight walking everyone up)  told me they found a technical fault  and when I asked them to explain this  they said it was a technical fault  and when I further asked them to explain it  they said they could  but it was technical.   While I am not trying to return a dead parrot  and instead  just have my broadband repaired  I have gone around and around and around and around in circles  and my broadband is still rubbish.  They are fine when things are working  mainly because you do not have to interact with customer services.  Once things go wrong  they go from bad to worse very quickly.~~~,Norfolk~~~,2015-01-13~~~,1,1,2,1
Ordered BT broadband infinity2 on 24/12/14. Hub arrived on 6/01/15. Engineer booked for 08/01/15 to install. Never arrived. When I called Bt told I didn't need an engineer and should be connected by midnight on the 8th. Never happened. Have made numerous calls (all to India) and it appears order management department in India cannot communicate with the engineersdepartment in the UK as every time they put my order on the computer the engineers are saying there is a duplicate order. Don't know what this means. Now they tell me I have to wait till 27/01/15 and again have to take a day off. I am now waiting for a call from them on 14/01/15 to sort and if not will cancel order and go to Virgin. Terrible customer service. A telecommunications company who cannot communicate with themselves or their customers.~~~,Finchley ~~~,2015-01-13~~~,~~~,~~~,~~~,~~~
All of the reviews strike a chord with our experience of BT.  It is like being in a parallel universe where all normal rules of customer service go out of the window.  You wonder at times if you are going mad.  Another 18 months to go !~~~,Essex~~~,2015-01-12~~~,2,1,1,2
"BT have been absolutely disgusting and disgraceful during my 18 month contract with them. The internet was much slower than promised  the monthly fee for a new customer set very low but after one month I was paying almost double the figure I had agreed. When finding out the contract was 18 months even though I agreed to 12 - I was met with a rude responses from their customer services team stating I would have to pay over £200 to cancel. I was even told to ""move back to your parents house and have the line installed in your bedroom"" which would incur a £130 fee on its own! I was never once listened to and never once received any apology for the way I was spoken to by multiple members of their staff. A few months later after giving up and continuing to pay a silly amount for slow internet  due to being made homeless I was forced to cancel the contract and have since incurred their ridiculous fees of £180. They have threatened me and written me the most disgraceful letters that I have seen from any single company. Hidden charges  extras and fees left right and center. All of the rumors are true - BT are the worst internet providers you could have the misfortune of joining.~~~",East Sussex~~~,2015-01-12~~~,1,1,1,1
Actually 0 stars on all counts.I would like to up load approx. 100 screen grabs BT Wholesale test showing down load speeds 0.?I have spent in excess of 8 hours in total to BT call centres in India???~~~,London~~~,2015-01-11~~~,1,1,1,1
I cannot believe the customer service! I called the 0800 number to discuss my present package. I spoke to a male who continually yawned throughout the conversation and didn't appear to have a clue what he was doing/saying.I thought he was under the influence ! I put down the phone redialled and a female answered this time. Not very clear on what I was asking and couldn't multiply 12 x £1.22. She told me she wasn't a numbers type of girl ?  I asked to speak to Team Leader or manager but conveniently no one was available. What awful service and quality! BT don't deserve my years of loyalty and money. I dialled the number which costs you and asked them to call back. This time I got a polite trained operative who knew what they were talking about. Will now look for an alternative after 30 years.~~~,Scotland~~~,2015-01-08~~~,1,1,3,3
Lost internet connection on the 15ht Dec. BT do know know what is the problem. I have asked for a letter of deadlock and are taking this matter to the telecommunications ombudsmen~~~,blindley heath~~~,2015-01-08~~~,1,1,1,1
I despise BT. If you were mugged  and the thief caught  he/ she may be convicted and fined or jailed. These corporate thieves steal with impunity   charge enormous prices  for something that nowadays is normality. Phone  internet access is a given in this part of the world. I accept I must pay for service  not a problem  but not extorted. Avoid BT~~~,Newry~~~,2015-01-08~~~,1,1,1,2
I was misold my BT contract under the premiss that we were in a BT Infinty area and therefore my Internet speed would suit all our needs.We were told the sales call was recorded?However  we are not in a Infinity area  and our internet speed was chronic - the best we got was 2 mghz when at point of sale we were promised a minimum of 12 mghz! Even the catch-up TV buffered continuously!We live in a busy town  we have 3 children who need the internet for Uni and schoolwork and my wife requires it for work.We have had several calls to the Technical Dept and have been told to turn off this  they'll fix it remotely  switch cable points - none of this worked - no-one called to help resolve the matter so we have had no other choice than to go back to Virgin and pay the two contracts until BT  expired this month.We phoned to cancel BT and we are fuming because a 'Brian' from Scotland  who was very amicaable  told us that despite knowing the above  we would still have to pay a £30 broadband disconnection charge!!!! And give 30 days cancellation notice!!!Bearing in mind they didn't even come to put it in  the box was delivered and the internet was connected in the exchange!!!I asked to speak to a Customer Service Manager but was told there was no point? BT you ought to be ashamed to charge us this - we should really be receiving an apology from you for mis-selling the product originally and a refund for the last 5 months that we have had to pay for both Virgin and BT!!!DISGUSTING!!! Mr C Lewis~~~,NP44~~~,2015-01-06~~~,~~~,~~~,~~~,~~~
I have stayed with BT for many years  and just upgraded to Infinity  when it was installed I was told by engineer  I was getting 79 mbs into my house.  I was very happy after previously getting on average 3 mbs.  Engineer left  and since this I have never got any where near the 79 mbs proported.  At sometimes I have even gone as low as t he old 3 - 3 mbs.  Very unreliable  hub always needs rebooting.  average speed is  usually 15 - 20 mbs  if I'm lucky.Spoken to helpdesks  always get overseas  who are absolutely useless.  and just pass you from pillar to post and fob you off.  BT  I am very unhappy with your service  but I am sick of spending hours and hours n the phone to your helpdesks. AVOID!!!!!!!~~~,Norfolk~~~,2015-01-04~~~,1,1,1,1
Promised 80Mb/s but getting around 5Mb/s said there is a fault in the area for around 6 months now. Customer service is awful  you get on the phone to india and they tell you the same thing over and over again. When the internet does work  which is very rarely  it works very well with good high speeds but its reliability is shocking. If you want a bad provider that throttles you and has bad reliability  BT is for you. Otherwise  STAY AWAY!~~~,Ely~~~,2015-01-03~~~,1,1,1,1
BT wifi is simply not fit for purpose. We have had it for over a year and have invested in power boosters etc  and NOTHING has worked consistently. In desperation we even invested in the £10 per month tech support service - and all they tell us is that our house has walls.... and this is what is getting in the way - who knew???  Our wifi signal is erratic  slow and sometimes  non existent - but the BT tech expert always told us - ' you are connected and the signal is strong' - that may be so in the modem - but around the house it fluctuates wildly throughout the day - much stronger in the morning but deteriorating in the afternoon and evening - I'd accept the 'walls' explanation if the signal was consistently useless - but it is not. BT are using ancient copper wire technology which too many users are having to access - we are returning to Virgin next week and cannot wait. BT should be ashamed of themselves and we should be given a refund. And their Tech support service should start telling the truth!~~~,"Muswell Hill, Lonndon~~~",2015-01-03~~~,1,1,1,1
complete utter rubbish b.t are avoid b.t like the plaque there rubbish customer service is appalling rubbish compant.~~~,leicester~~~,2015-01-03~~~,1,1,1,1
PLEASE DO NOT MAKE THE SAME MISTAKE AS ME. AVOID BT AT ALL COSTS. Signed up for Infintiy on 17th December. 4 changes of installation date.2nd January and still have no phone line or Broadband.Have to deal with Indian call centres who then have to call BT in the UK who then have to call Openreach who actually do the installations. Wish I could give zero stars. Do yourself a favour and go elsewhere.~~~,Belfast~~~,2015-01-02~~~,1,1,1,1
