content,location,date,satisfaction,customer_service,speed,"reliability,"
In 12 months with BT I only got speed of 0.8 mbps. I was supposed to be able to get 3-5 megs but only got that speed when I complained  even then it lasted only a day or two before going slow again. They lied constantly  never gave anywhere near a good service and deliberately slowed the speed down to 0.13 mbps when they found out I was switching to someone else. Absolute rubbish service  product. They seem to be more concerned with advertising their products rather than providing a good  reliable service.~~~,London~~~,2010-05-13~~~,1,1,1,1
Poor speed and disconnects of its own accord. Pay for 8mb and recieve a high 1.5  finally called BT and they said we where in a low demand area  although we are in a high competitive area  was also informed on upgrade the connection was due to be upgraded  this was 4 years ago???? Seriously considering changing to another provider~~~,Aldershot~~~,2010-04-28~~~,1,1,1,1
"Broadband speed is extremely inconsistent - varying from 4Mb+ to 0.5Mb-all the time. BT tech employees all appear to be in India with consequent language problems. Despite numerous complaints no lasting improvement has been achieved.The problems always seem to be blamed on ""work"" going on at the exchange!~~~",Aberdeen~~~,2010-04-26~~~,2,2,1,1
I have been with BT Broadband for 3 years now and complained as I was only getting half a MB speed. BT kept telling me I was too far away from the exchange  I have since found out I had a tag on the line and BT removed this so I am now receiving about 2 MB. It is a shame they did not sort this out from the begining so that I could have not had to suffer such a slow down load speed and made numerous phone calls. My advice is do not give up and keep on at BT until they send out an engineer who can test what speed your actual line is capable of on their meters.I also suggest you ask them to check if your line is capped or tagged! Hope anyone reading this can get their service improved like I have as customer service gives lots of conflicting information and occasionally you will get a good BT staff member who goes out of their way to help you instead of consistently being fobbed off.Thank you BT for eventually sorted it out and can I get a refund?~~~,Luton~~~,2010-04-22~~~,3,~~~,3,3
Beats Freeserve/orange hands down. Very easy and efficient change over.Much faster up and down loads.~~~,Oakley~~~,2010-04-05~~~,4,4,4,5
NONE of the categories has proved to be worth even a SINGLE star  and to rub salt into the wounds  I'm locked into the contract for 18 months. Use BT at your COSTLY peril~~~,"Burntwood, Staffs~~~",2010-04-05~~~,~~~,~~~,~~~,~~~
I'm sad to even give BT 1 star. there service is appauling  they lie and when not lieing to the customer and trying to explain very bad speeds they either havent got a clue or try to balme it on you. At one point i was told to fix it my self from now on and another instance left on hold for 6 hours. I got 6-7 mbs when i frst joined on an 8 meg line now i have 20 meg and get from 76kbs to 1.7meg. I would stear well claer from BT as its some times hard to understand there customer support because of there very strong foreign accents. BT realy dont even deserve a star. Terrable service speed and they havent a clue at all.~~~,Hastings~~~,2010-03-31~~~,1,1,1,1
Been with BT now TOO LONG absolutely rubbish connection and customer service  we are annoyed that BT are charging for a service which they are not giving considering how much they make there is no excuse for poor connection problems  deeply dissatisfied~~~,milton keynes~~~,2010-01-24~~~,1,1,1,1
BT's Broadband speed is far  far too slow.  Getting through to Customer Service is a time consuming nightmare.  All in all  a desperately poor service.~~~,Cheadle Hulme~~~,2010-01-22~~~,1,1,1,1
I live in the Lagan Valley (the largest populated area in Northern Ireland)and my Broadband Speed varies between 0.310mb and 0.120mb  BT's charter stipulates that all households would have a mimnimum speed of 0.512mb by 2009. I am registered Disabled and use my computer for shopping etc. My computer is only one year old running Vista.  BT are absolute rubbish at getting anything done to speed my broadband up. They are helpful on the phone but useless on the ground.~~~,Donaghcloney Craigavon Co Armagh NI~~~,2010-01-20~~~,1,4,1,4
