content,location,date,satisfaction,customer_service,speed,"reliability,"
I cannot put into words how bad BT are. I can safely say that they are the WORSE company i have ever had the misfortune of dealing with.There staff are poorly informed poorly trained and they even cut me off when they couldn't sort the issues. I swapped to a business line as they told me i would get a better broadband connection.. only thing thing they are good at is billing you. They swapped my line to business and kept billing me for residential too. 10 months being charged double.. This company needs a serious overall. If i could put a minus score i would. If anyone out there could avoid using BT i would higly recommend it. Complete utter wasters. Service rubbish customer service rubbish.~~~,Church fenton~~~,2018-10-02~~~,1,1,1,1
If I could put no stars I would. Ive just never been through something like this in 2018 I cant get the speed higher than 2mbs and I've called them 5 times to try and sort it and apparently the fault has never gone through. They're totally unreliable. Im paying 45 gbp a month for practically no internet and no one has managed to successfully put my fault through to open reach. An absolute incompetent provider. I wish I could move!~~~,London~~~,2018-10-02~~~,1,1,1,1
As soon as the contract is over with BT I will never ever use them again for anything at all.  Can not say enough about how f****** awful they are.  Broadband speed is okay but reliability is beyond a joke!!! I had better connections when you used to have to dial your phone line to get connected to Internet.  I cannot stress enough to everyone around reading this too not go near BT!  Every time I try and I mean try to get a reason or figure out why our internet doesn’t work most of the time every time the response I get is try plugging it in and out.  Absolutely ridiculous!  Final straw was I tried to use the online chat service and after them asking for my details several times through three different folk they ended up cutting us off! I am appalled that people still use these shower of cons~~~,Morayshire~~~,2018-09-30~~~,1,1,1,1
Every 5 minutes the internet would fail and kick everyone from the internet it sometimes would go off for more than 10 minutes before it finally came back on we have had problems since October 2017 and it's not October 2018 don't waste money on this boardband it's the worst we have ever had~~~,~~~,2018-09-30~~~,~~~,~~~,~~~,~~~
There is a lack of communication between BT and me. My broadband package expired this September  but BT doesn't contact me to inform this and charged £20 extra this month. It was ridiculous to pay £63.49 to pay for the broadband package?!I complained about this issue over the phone  one staff advised me to continue working with BT and was able to offer me £36.99 for the broadband and line. I ended the call as I wanted to have a conversation with my partners but was not told the price would be different next time! I called in twice afterward and was offered £37.99 and £39.99. Everytime I called in and ended up with disppointment and the problem couldn't be solved at all. I am so disppointent with the service and price offered. It is defiitely a wrong choice to work with BT and it lets me down all the time!!! Never come back again!~~~,Burgess Hill~~~,2018-09-29~~~,1,2,2,3
Just terrible. Have been with BT for over twenty years  the broadband has been really bad over the last five years or so.Stuttering movies  drop outs and terrible customer service.~~~,Dorset~~~,2018-09-29~~~,1,1,1,1
I cancelled because of the many price rises and when your tied into a contract there's little you can do. The service was relatively good but did go off on many occasions. Absloutley discusted with them. We cancelled well with the 30 notice and they decide that they are going to charge us for the next month and once the final bill is generated then they will refund us...after 7-10 days. Be different if we owed them. Waffle on about the terms and conditions but where's the consideration. Just out to Rob your money so glad I cancelled. Been passed about departments for an hour minutes absloute rubbish!!!!~~~,Pontefract ~~~,2018-09-29~~~,~~~,~~~,3,2
OK where to start. Spoke to sale person on Wednesday 19th September at 11.30 am. We ordered Business broadband with 4g assure we went with the 4g assure package because we run a ecommerce business and needed internet access before our line was installed. The sales person promised me the router would be delivered first thing Thursday morning. i was initially impressed. Thursday came and went no router Friday came and went no router i thought it must be delivered Saturday you guessed it no router Saturday.  Monday morning 24th September great router delivered Plugged it all in no 4g assure working (we have a strong 4g signal in our unit)50 phone calls later  now Wednesday 26th was promised by a person high up in BT another router would be delivered the next working day. Thursday 27th no router Friday 28th Royal mail have been and no router.Final straw i phoned and cancelled  synopsis over 50 telephone calls hours of my time wasted very frustrated  if i could give zero star i would Trying to get hold of someone in BT now to claim compensation guess that will be another 50 calls~~~,Strensham~~~,2018-09-28~~~,1,1,1,1
I am a company  we contacted BT to connect a new line and broadband.the engineer arrived on the monday as planned  but did not install a new line  I was told a survey for an extra cable was needed  this I was told would be within 48 hours and my new line would be fitted by the end of that week.after no response and calls I finally get told the survey would not happen until nearly two weeks later and the line installation a date could not be given.So we are moving in to an office with nice new computers  desks and chairs    even a nice coffee machine  but no telephones or broadband! We are a service company  with no telephones!!! BT you are without a doubt the most pathetic organisation I have had the misfortune to deal with. The Legal case stars now!!~~~,Somerset~~~,2018-09-27~~~,1,1,1,1
I wish there was an option of 0 star. Worst customer services. Charges are 2 X more than Voda and speed is also half. Can wait to get rid of them....~~~,Ilford~~~,2018-09-27~~~,1,1,1,1
We moved and needing reconnecting. The date we will given didn’t go ahead and had to wait another week. This is the worst customer service I have ever experienced. The staff really don’t care and don’t want to deal with you. I wish we didn’t sign up again and will be looking at leaving them in the future. Be aware people they take your money and don’t do what they say they will.~~~,Gloucestershire ~~~,2018-09-27~~~,1,1,3,3
i joined bt 2016 and i was very happy with them and the services that was provided until i moved in 2018  they dropped my package to the lowest speed without telling me and let me carried on paying for fibre prices and i spent 3 months down the phone arguing with them and waiting for engineers not turning up  and my contract was gonna end in october 2018 when it came close to the time they told me im in contract till february 2020 so i took on the fibre package and im only getting speeds of 0.15mbps i now want to cancel and they wont let me cause they said i have to pay the old services fees  load of rubbish they are and cant wait to get rid of them.~~~,kent~~~,2018-09-25~~~,~~~,~~~,~~~,~~~
I have gone to the BT web site. Entered my postcode and ordered the fastest broadband+TV package available. The technician has visited in 4 days to install (This is unbelievable right? 4 days only. What an improvement!) He told me that the line can't support such high speeds so I need to cancel the order and get another package. I have called BT Support  it took 2-3 days to cancel the existing package and they told me that they will order internally for the new one. They ordered the same old package with activation date 15 days ahead. Guys are this a joke?!! Compared to international standards (I can get a broadband in 1 day in any country other than Europe) this is not only silly  it is a rotten service standard. Why the hell everyone has to wait for lazy Open Reach bustards for 15 days to get a connection? Get lost.~~~,London~~~,2018-09-22~~~,1,1,1,1
