content,location,date,satisfaction,customer_service,speed,"reliability,"
I changed from Sky to BT to get their infinity  package's promised speed. First of all. My connection was not changed. They kept me on the cooper wire. Connection drops so often that is ridiculous. I should have stayed with slower but more reliable connection~~~,NW116AT~~~,2016-04-12~~~,1,3,4,1
Our internet crashed today  not great when you're working in a busy office that relies heavily on the internet. I spoke to Val from BT who was very helpful and incredibly patient considering I did not have a lot of the information needed to help her work out the problem. She got our internet back up and running again and was very friendly to talk to. Thanks Val!~~~,Bushey~~~,2016-04-12~~~,4,5,3,4
Extremely poor service especially when trying to report a problem -(aways foreign speaking engineers you cannot understand them and they cannot understand you  and the problem doesn't always get resolved) in contrast should you require to purchase something you get clear and precise english speaking assistants. overall a very very disappointing broadband service~~~,Kingsclere~~~,2016-04-12~~~,1,1,1,1
I have a basic BT broadband package as we are still on the copper wire network  so paying extra for Infinity is pointless. WHEN it works  the speed is fine  but it drops out at least once an hour  usually for about 5-10 minutes  so streaming live movies is a test of my patience. BT customer service is appalling. After waiting 20-30 minutes to actually speak to someone  they just respond with a sales pitch for Infinity. Their website is as unreliable as the rest of their internet services. I have been trying to set up a secondary email for a family member. It's a relatively easy process (if it were with any other provider) but the BT website keeps crashing on the final page and  you guessed it  no-one to fix the problem and I'm now on the fourth DAY of attempting it. I have 8 months left on my contract but I can't seem to find a provider who actually provides the service they advertise. I'm not asking for some all singing service that will run a space station full of live games  just a very basic  reliable internet service.~~~,Staffordshire~~~,2016-04-09~~~,1,1,2,1
When you go to desk top help and they tell you (1) Switch off the power supply at the socket or pull the power lead from the back of your hub. (2) Wait for the green light to come on you know something's not right~~~,Foulden~~~,2016-04-09~~~,2,2,1,2
The service has always been poor.  Now BT have introduced Open zone locally  the service drops 4-10 times an hour.  BT like to tell me the speed is good at the local exchange - but that's not where I live.~~~,Scotland~~~,2016-04-08~~~,1,1,1,1
Diabolical speed from BT (1MB ONLY!) Supposedly upgraded Shebbear exchange. Waste of money.... no better than before. Fibre cables put in to within 200m of property but have they offered to connect us to provide AT LEAST the 8MB we are supposed to be able to get? HAVE THEY HECK! Just can't be bothered. No doubt the excuse is 'not enough customers in our post code so get lost!'~~~,North Devon~~~,2016-04-07~~~,1,1,1,1
Worst  sorry excuse of a company I have ever had the displeasure of coming across. Do yourself a favour and switch to people who don't scam you of your money. I don't recommend these utter scammers at all.~~~,~~~,2016-04-07~~~,1,1,1,1
First of all I have to say I resent giving even one star because BT really deserve a big fat zero. Having been with TalkTalk I decided to move across to BT Infinity when I moved house.  I called and went through the order process  and was advised that BT would sequester my existing number from TalkTalk and move the service across to coincide with my move in February 2015.  Cool!  I paid a years line rental up front along with an extortionate connection fee and looked forward to my super fast internet and phone service. The first red flag was when the engineer didn't turn up as booked.  I called BT and was connected to their call centre in India  and was informed that the work had been carried out remotely and my service would be active before midnight.  The following day I had a dialling tone (RESULT!)  However  when i called my home number the phone didn't ring.  I call call out but couldn't receive incoming calls and the internet was S.....L....O....W....   After many  MANY weeks of dealing with the same individual in India  (I didn't request the same person - she was the only operative who ever answered the phone) I was getting nowhere.  Then  out of the blue TalkTalk emailed me my latest bill.   Um... How can this be when BT provide my service?   Well  it turned out that BT had never adopted the line but had partially switched it at the exchange.  Soooooo  when I called out it was with BT  but incoming calls were received via TalkTalk....wait for it.... AT MY OLD HOUSE!!!!!  Isn't that brilliant?!  Seriously  you can't make this stuff up.   I called BT again...and got through to the same person in India again...and I explained the situation again...and she promised me she would fix it again... In fact she promised me she would fix it by the following day and then call me to make sure everything was working as it should be.  No one called. I called BT again... and got through to the same person again...  She told me she had actually tried to call me the previous day  but no one had answered.   Um... because it didn't ring.  That was the issue in the first place!    This went on and on for months.  Me pleading  begging and eventually threatening. Them nodding  smiling and doing nothing. Eventually I did manage to get the phone issue sorted  but only after a very nice man at TalkTalk offered to contact BT and idiot talk them through the line transfer process.  (Thank you TalkTalk  I'll be back as soon as Im out of contract). Anyway  to cut a long story short-(ish)  its a year on  I now have phone service  but I'm paying for BT Infinity whilst they provide regular broadband.  Aaaaand I've yet to receive the refund i was promised. But it's ok... they're working on it. Don't do it people.  Buy your broadband elsewhere.  Life is just too short.~~~,Kent~~~,2016-04-06~~~,1,1,1,1
I would suggest that anyone thinking of using BT to avoid them like the plaque. I have had sky and Virginia before and have had much better service. My experience with BT gas been bad from the start. When I originally enquired they said set up was free and they would be out in a week to install  then after hearing nothing I phoned  to find out what was going on and they say they wouldn't be attending and it was going to cost me £150 to get install  after refusing to pay I get a phone call two weeks later to ask if I was interested in BT TV I explained what had happened and was Informed I would not be charged.  So I thought second chance and all that so I agree and went a head adding sky to the package. Two weeks after my box arrives for Internet no sign of engineer so I phoned and they said that I would be charged and the engineer couldn't attend today  after complaint again two weeks after that they set up my Internet  when I phoned again to say my TV box had not arrived they said you never had that package after complaining two weeks later I received a box which wouldn't work  I phoned to complain and they said my Internet was not strong enough after further investigation from another department it turns out my signal was just fine and that they hadn't set it up or something  now after my many complaints and 7months of waiting and endless phone calls I had a manager phone to say I will give you £50 off of your first bill as a gesture of good will. Good will after all that I don't think so. Anyway after all that my first bill comes and states I owe £45 so I phoned and was told to ignore it even though they try'd to take it out of my bank   then again a letter comes through saying my bank has declined it twice and I will now be charged for this as well as. So I phone again and get told I had to pay my next months bill a month in advance. Well as you can imagine I was not impressed.  To also find out it will cost me over £50 pm. So much for good will.  I have hated the service provided by them they never gave me any compensation for everything I had been through. I would never recommend them to any one. Avoid them  they have no concern with service or there customers they just want money. You may pay slightly more for Sky or Virgin but you will receive a much better service.~~~,Taunton ~~~,2016-04-05~~~,~~~,~~~,~~~,~~~
