content,location,date,satisfaction,customer_service,speed,"reliability,"
I ordered fibre plus 1st February 2021. I asked for a check to make sure all will be OK  that is a quick survey  and was told by text this will happen. Installation was due on the 19th March  I received emails and texts to tell me an engineer will attend between 8am and 1pm.The day before I called to make sure but was told there will be no need as cable does not need to be replaced. Then between 7am and 7:30 one guy was at my door from Kelly communications  he refused to install and left!BT then decided to place an order as if I did for ordinary fibre.Today 26th March it is very slow and carry on breaking!I am elderly so probably they think i do not need good and reliable broadband.Horrible company all about money  no sense of duty or morality.~~~,Chelmsford~~~,2021-03-26~~~,1,1,1,1
Finally leaving BT after over 30 years. I’ve stuck with them and rubbish Broadband  spending Thousands in the process  in the hope it will improve or Fibre would arrive. In the past 24 hours I’ve been cut off and not phoned back  lied to that I can’t raise a complaint unless I leave and kept on hold for up to 30 minutes. Going to 4G and giving up our landline. In my opinion they should no longer be allowed to operate~~~,Somerset ~~~,2021-03-25~~~,1,1,1,1
Hi BT team today I felt that I had to write a review on your wonderful BT team. I have been through to 3 departments today: BT TV accounts  BT Billing  BT TV reception & each person i spoke to was understanding  helpful & patient. Sunny in Doncaster a special thanks to him he is such a nice young man. He explained everything in full  not rushed & there was a favourable outcome. Outstanding customer service. Unfortunately I have forgotten the names of the 2 ladies who dealt with my next queries but they were equally the same.Many thanks from me a 75+ lady  keep up the good work .Irene Davies~~~,Stockport~~~,2021-03-25~~~,5,5,4,4
Absolutely shocking broadband! Useless for home workers. Avoid at all costs and choose any alternative provider!~~~,London NW9~~~,2021-03-22~~~,1,1,1,1
It took them 27 days to switch my adress  after they fail 3 times to do it.The internet is down every 10 minutes for couple of seconds. Impossible ti wotk from home. I wanted to cancel the contract  but they put me a tax of £268  because I don't want this poor service.~~~,Bournemouth~~~,2021-03-21~~~,1,2,3,1
Had issues from the start with BT. I was in a situation where I had to call to set up my account. They took down multiple details incorrectly. They informed me I would receive a welcome pack and over two weeks later I haven't received anything. I eventually had to call to get access to my online account with BT. This took over an hour due to multiple issues. For example  no one was able to provide my landline phone number (which I don't use or want)  the reason they said was for security purposes. I confirmed all my security questions and was still unable to get this detail until almost an hour into the call. I had to speak to 3 different people altogether and 2 were very rude while the first person I spoke to was polite. So hit and miss on the customer service. Next comes the broadband speed check. I have had broadband for just over 2 weeks. I pay for 74MB/s fibre. Every test I did came in between 20MB/s and 52MB/s download speed. I reset my router and tried again multiple times. I then  after getting access to my account online ran a BT speed test (a few of them)  it always came in at 74MB/s. So what I have now come to the conclusion is a fake test as even a wired connection to the router never got above 52MB/s. The biggest joke is the actual broadband products they provide. They only guarantee a speed at less than half of what you pay for. In my opinion  this 74MB/s package should therefore be advertised as a 34MB/s package. With fibre  you would expect a consistent faster speed than a standard package. Unfortunately  I am stuck with BT for now  previously I was with Virgin at 100MB/s with no real issues for over 8 years (speed tests were much more consistent  sometimes exceeding what I was paying for). As soon as Virgin becomes available in my area I will be changing suppliers back to Virgin. Overall  bad router  bad broadband package  wrong advertising on their products  hit and miss with customer service  bad website  fake BT speed test. Broadband hasn't cut out hence the 2 stars on reliablity but it is slowly getting worse before having to reset the router each time.~~~,Preston~~~,2021-03-19~~~,1,2,1,2
BT have consistently failed to deliver acceptable standards of customer service. 1. Competitive contract prices. Had to negotiate new contract prices down to new customer levels over the course of 1 hour. They then included at their own decision anti-virus software at the cost of £8 per month. This had to be removed at my request. It was not mentioned that it was included as an add on. A complaint was raised.2. Cancelled my contract on the incorrect date. When moving home I informed BT I was leaving my current property and when the contract should end. They cancelled it on an incorrect date leaving me without home broadband for 2.5 weeks. Offering a 4g mini hub as an apology which has been poor. Several complaints were raised.3. Attempting to charge for a homehub. When leaving BT  BT will provide a package so that you can return the homehub to them or face a fee of £43. This was not received before the move and BT have attempted to charge for this. A complaint was raised. I would never use BT again. I would never recommend BT to friends or family and would in fact actively discourage people from using their services.~~~,London~~~,2021-03-10~~~,1,1,2,1
I've been with BT for over 5 years now  and to be honest  I've had absolutely no issues at all. I'm in a new build property  so that probably helps - all the phone line plumbing etc is new. So I can't really comment on customer service as I've had zero reason to get in touch with them  other than to upgrade from standard ADSL to Infinity 2 a few years ago. The standard BT hubs are not  in my opinion  particularly great  so I ditched mine ages ago and use a good quality unit purchased separately. I have found speed to be consistently good - better than advertised. The only issue is price - it has crept up somewhat during my contract  so I've knocked customer service down to 4 stars as I don't like the practice of hiking prices for existing customers  although BT aren't the only offenders here. Overall  good reliable service but not especially competitive on price  so I'm looking around for alternatives now..~~~,Cheshire~~~,2021-03-07~~~,3,4,5,5
Doesn’t even deserve one star!!! Doesn’t even deserve one star! So I signed up for BT on the 6th of January didn’t hear anything from Bt after so I had to get back in touch and order again on the 25th of January. My hub arrived pretty quickly to be fair but this was literally the only quick and efficient part. Opened the box and half of the connections were missing  there was no adsl filter or grey connection cable. So I waited for a couple of days and still herd nothing from BT so I made a call to find out when I would be connected. They told me I would go live on the 5th of February  this date came and went so I had to contact BT again  they then said I would be live on the 12th of feb  which was fine. The 12th came and still no connection  so of course I called BT again  they told me they needed to get an engineer out and that one would come on the 15th  yes you know what’s coming next  still no broadband or engineer. I had to make yet another call to Bt to then be told that an engineer would be out to get the connection up and running etc on the 4th of March and I would be live between the 4th-6th  yet again still no connection so I had to make another phone call yet again today! To my frustration I was told the same bull and that they would speak to the connections team so I was told she would one be a few short moments.....55mins I was on hold for to then be cut off. So yes at this point I’m done  someone was good enough to call me back and apologise for the loss of connection and said they just needed to go through some security questions with me before he could look into it  I stopped him at this point and told him to cancel my order  he said again he was sorry on behalf of Bt and will get this sorted rite away  I said cancel my order and have gone with a different provider now  sky promise I will be live on the 16th of March. Music to my ears  my children mite finally be able to connect to the internet and do their schoolwork log onto google classroom and try and somewhat catch up with the work they have not been able to do thanks to BT.  I know I have gone on a little but I am so frustrated and angry with the customer service and the whole service of Bt infact  to keep getting told and promised that we would be connected after two months is a bloody joke  and yes I know circumstances are difficult for us all at the moment because of Covid so why keep moving the goalpost and postponing connection for me and lie everytime I called. Appalling!  I will never ever go with Bt again after this experience  I will avoid at ALL costs  certainly will not be recommending BT to anyone ever.  Also when you call customer services expect to be on the phone for atleast two hours  you will spend around 110mins listening to music on hold while they go and make a cup of tea and eat cake  to pop on the phone for about a min to tell you it will be connected at such and such a date then hang up  and guess what......you don’t get connected.  Very unhappy customer and angry~~~,Wales~~~,2021-03-07~~~,1,1,1,1
"DO NOT GO WITH BTFASTER MEANS NOTHING IF IT NEVER WORKS. 16 months ago i made the mistake of paying a premium for BT direct to premises fibre.After disconnecting my previous provider  i was then told by the engineer that they could then not connect me to the BT fibre as there wasn't any on my street  despite being sold that package. I was finally connected six weeks later  during which time i had no internet. Since then  my fibre has been cut  literally  four times by Openreach engineers each time they connect another house on my street. Apparently  my fibre is at the top of the box and every time somebody new on the street gets fibre  mine gets broken when they open the box. Why this is the case is beyond me or any of the engineers who have been out to ""fix"" it. The problem is still occurring. My fibre went out yet again yesterday  (for the third time during lock down  whilst I'm trying to home school three kids and work from home) so i went down to the exchange where i knew i would find an engineer  who told me that through he'd broken it  he couldn't fix it. So far  both the engineer that broke it and the one that came out to fix it  have failed to fix it. The dongle that i have previously been sent does not work in my house as i get no signal. Having spent three hours on the phone to 12 different people at BT over the last two days  i have been told that they won't activate my copper line temporarily whilst they fix the fibre (usually takes at least two weeks). I just have to do without internet whilst working from home and home schooling. I pay over £50 a month for this privilege. I genuinely wish i'd just stayed on regular broadband. I'm not going to call again. I give up. You win.~~~",Forest Hill~~~,2021-02-26~~~,1,1,2,1
