content,location,date,satisfaction,customer_service,speed,"reliability,"
Bt came to transfer our broadband from plusnet  but managed to mess it up and we have now been left with no broadband and no phone for the last fortnight with another fortnight until they will come out again. Where we live we get little if any mobile connection and rely on the broadband for work. Although after an hour trying to rebook a new visit they have behaved very badly making us wait for a month for something they did.~~~,"whitford,Holywell~~~",2020-08-17~~~,1,1,1,1
Our Fibre Optic box shared with  other occupiers of our small building in London EC1 was isolated as the probable fault  as to  why only our office and no one else in the building  had no  internet. Monday we made contact. It was almost certainly a switch  that needed to be pushed at Open Reach's  end but they could not do this without a job no. This took 3 days  to organise. The engineer then arrived late one afternoon  and did his best  but could not determine the fault and had to return to another job.  It turns out that  it  ialmost certainly is the OR switch  and we hope  after over a week without internet    it will soon be fixed. Meanwhile   we installed a Vodaphone 5G system as back up-even if China can allegedly interfere with this!  It  seems to be performing better that fibre optic  so we  we may ditch  OR. I hate poor service as my busibness would not survive if we gave this  so I  happy to ditch OR and never depend on them again at the first opportunity-JP~~~,London EC1~~~,2020-08-12~~~,4,1,3,3
Moved into a new build property in July 2020 and as an existing customer signed up for their 'easy' home move system. All communication up to our move date was positive  orders confirmed etc. and 3 weeks notice was given. No internet on the day following move in so contacted the customer service team who said the line could not be activated because of a records issue. This was the company line for 2 weeks (we still were without internet during this time). After two weeks the internet started working but was not at the speeds we were paying for. I called numerous times and spoke to numerous people  each one as clueless as the last and it took these two weeks for BT to acknowledge it was there error and apologise! I was subsequently told that BT would need to re-order our broadband and phone which would take a further days to organise and then another 3 to process the order. This was due to happen on August 10th. I then received a call saying that the order had not been actioned and that we would have to wait another week. This issue is still ongoing and BT have seemed to be uninterested in resolving for us. We are in a new build property so are unable to move to another provider and this is clearly why they do not feel any pressure in finding a resolution.  I cannot stress how little I would recommend this company. Throughout  I have had to chase and clarify details at my own time and expense and was also still issued with a bill during this period without internet access. This was only refunded after I raised this as an issue.  Terrible processes  terrible customer service and seemingly a lack of interest in getting our issue resolved within a timely manner. Save yourself stress and inconvenience by choosing another provider.~~~,Bristol~~~,2020-08-11~~~,1,1,1,1
If I could give 0 stars for speed I would. We live in a rural location  HOWEVER across the street from us there is ultra fast broadband. We cannot get access to it because we are on a different exchange 2miles away. This means we get 2mbs while my neighbours enjoy 800mbs. We are all working from home these days and are utterly dependent on good broadband. BT does not care and will not help. I have spoken to them for 4years consistently trying to find a solution. Our jobs are on a knife edge and if we do not get better broadband soon we will have potentially lose our jobs and home. Tell me BT how do I explain to my 7 year old that daddy and mommy longer has jobs because of bad internet.~~~,Crediton~~~,2020-08-11~~~,1,1,1,1
Awful service! AVOID ! I was waiting for their engineer for all day which never turned up. At the same time BT bombarded me with warnings that missed appointment will cost me £130! It seems my time does not cost a penny ! To resolve a problem it takes 40 minutes of holding and listening their arrogant music. The problem never gets resolved from the fist attempt. What a shame! If I knew  I'd never sign contract with BT.~~~,London ~~~,2020-08-10~~~,2,2,~~~,~~~
absolutely great wifi speed  with my old provider i was getting less that 1 mb/s and now with BT im getting around 125 mb/s~~~,derry~~~,2020-08-06~~~,5,5,5,5
Three months no service this year (2020)Five days after finally fixing the latest fault BT inform me my line is due to be ‘taken over’ by someone else.Despite informing BT this is incorrect and being assured the process will be halted...BT end all my services. They then bill me £555.23 for cancelling my contract early!Empty apologies  unable to reconnect without taking out a new contract and ignored calls. Now failed to meet a promised call to discuss ‘my complaint’ (!)... Truly truly awful. Please go elsewhere  this company are beyond self help PS. I couldn’t give less than one star sadly.~~~,Faversham UK~~~,2020-08-05~~~,1,1,1,2
Don't use BT if you live in central Birmingham. The broadband is terrible. I also had several issues with them when I moved apartments. I moved in the same block and they couldn't fix my connection issues. They made me wait 9 months after which I gave up and ended my service  Also they have absolutely awful customer service. You wait a good 20 minutes on the phone only to have no help until you threaten to leave their service. Complete waste of time and money~~~,Birmingham~~~,2020-08-01~~~,1,1,1,1
I made a change of house I took BT  but they started to charge the rest of the old contract  I called and they said it was incorrect  not to worry  4 months later  I receive a letter from their company of 475 pounds debt recovery  and I'm still a customer.  In addition to being incompetents they are liars.~~~,Chippenham ~~~,2020-08-01~~~,~~~,~~~,3,5
This has been the worst customer service I've ever received not only from a broadband provider but also from any service in any industry!!Shocking lack of communication and always lying to their customers. Took them 33 days to fix a broadband fault!~~~,Swindon~~~,2020-07-28~~~,~~~,~~~,4,2
Shamobolic customer services  different excuses and story everytime I phone.  Given up trying to work things out  logged issue with Ombudsman.~~~,Southampton~~~,2020-07-27~~~,1,1,1,1
