content,location,date,satisfaction,customer_service,speed,"reliability,"
My advice is not to commit to 2 year deals because they will screw you at the end if you cancel early  even with a house move.~~~,Littleborough~~~,2021-06-14~~~,~~~,4,3,4
This is what i have just sent to BT  the woman on the phone yesterday was horrible  actually shouting at me in the phone   she was incredibly number is 07966045386 I can not believe what you have done  i am already being treated for stress and acute depresionYesterday you cut off my broadbandI now have no tv I can not use my phone My son works from home and you have stopped him from working 2 weeks ago i phoned to talk about my billI tealised i was still paying for a landline package of unlimited calls etcI had stated and phoned numerous times about the fact i had no land phone   i didnt want a phone but yet you continued billing me for 2 years.The man on the phone said the best ge could do was refund me £60 And send me a new hub  i still had a bill outstanding and told him my house was going to auction and i woukd clear my bill very soonYesterday i phoned to clear my bill   the lady said my wifi was still open but about to be closed down  i had no onowledge of this   only aeare i had to change my hub over which i did yesterday.I had not been refunded the £60 and my bill had not changed  i paid all outstanding bill of over £100The lady then put me through to someone else who told me i had been cut off and i would have to open a new account I have been with you for over 35 years  and now you have caused me to be very ill  and for my son not to be able to work  without even contacting me I am on the vulnerable list which you should have been aware ofWhat you have done has totally destroyed me  i can not carry on with no wifi for 2 weeksI have had to come down the road to send this message Help ?  We will see what response i get I have been with BT for 37 years !I have never known anything like it !! No one in the world should be left with no communication!! No warning  no contact from them  NO !! They just sent me a brand new hub  to set up and then cut my wifi completely  And they are saying 2 weeks minimum. What i do not understand is i have a brand new hub in place   surely its not that hard to reconnect me !!???~~~,Telford~~~,2021-06-11~~~,1,1,3,3
Can't fault the service.  Was due initially to have the broadband connect 4 weeks after purchase however after the first visit in week one Open Reach could not locate the 'in' to my property and decided that some ground work would need to be done (digging up a bit of path).  This pushed my go live date back by a further 4 weeks which would leave me without a connection for 4 weeks as I'd terminated my contract with Virgin.  Spoke with BT who immediately dispatched a 4G router to cover the down time.  Following week Open Reach dug up the path and did the necessary ground work - spoke with BT again who then brought forward my go live date to the original agreed date.  Excellent service all round.~~~,Bristol~~~,2021-06-07~~~,5,5,3,5
On moving to BT  my elderly  hard-of-hearing grandparent intended to retain our phone number  but this did not happen (whether through misunderstanding or miscommunication). We were only made aware of this months later when our original number was deprecated by our previous provider  and we contacted BT to inquire what was happening. We're now outside of the period BT would allow us to reclaim our original number. The problem is that BT did NOT notify us of the change of phone number. Had they done so  we would have been able to promptly rectify whatever issue led to not retaining our original number  and we would have been able to reclaim our original number within the allowed time period. The agents I've spoken to have been nothing but helpful  I cannot fault them and I understand there's nothing further they can do to help  but the failings of BT's processes have resulted in an easily avoidable issue and inconvenienced my elderly grandparent.~~~,North Tyneside~~~,2021-06-07~~~,2,2,4,4
WHAT AN AWFUL AWFUL SERVICE. A BT engineer came to our house a week ago to set up the internet and left without connecting us for some line problem. He gave us no idea on when it would be resolved. Endless calls with BT to organise for another engineer to come today and they didn't show up. I thought it was an essential service what they provide????~~~,AL5~~~,2021-06-07~~~,1,1,1,1
I'm absolutely disgusted with BT. My mother whos in her 80s switched from EE to BT in what she was told would be a straightforward process taking a couple of weeks. 3 months on and she still hasn't got broadband. This is despite 7 visits from a number of incompetent workmen who in most cases did not have the skill or equiptment to complete the work the came to do. BT are still charging her and it's taking over 45mins to reach BT to complain. BTs fraudulent abuse is nothing short of criminal.~~~,Chelmsford~~~,2021-06-03~~~,1,1,1,1
Poor never use them I been with them for yrs and went too fiber 2yrs ago since then been hell service dropping at least 15times a day wrong engineers sent asked for reduction in Bill cos of poor service no I was paying £49 per month so switching too Vodafone guess what they called and offered too match there price my answer was get lost I asked ages ago for reduction because Ur bad service rather give my money too someone else by the way £22pm on Vodafone with calls might get same problems but at least I am not paying over the top prices please please stay away from BT~~~,Thetford~~~,2021-06-01~~~,1,1,1,1
Don't even think about joining BT. Shocking customer service . Stay well clear~~~,Cardiff~~~,2021-05-29~~~,1,1,5,3
They are the worst company i have ever had to deal with. Dont let their PR fool you  their systems seem designed to draw your custom and then take whatever they can with subversive distracting and downright dishonest practice. I am now onto my seventh account number. They even repeatedly rebuffed my request to escalate my complaint and instead advised me on what OFCOM would conclude. I am outraged and remain so since i first engaged with them in November 2020. I am patient and diligent  20 hours of phone calls failed to resolve it.~~~,Northumberland ~~~,2021-05-28~~~,1,1,1,1
BT don’t deserve any stars but I couldn’t write this review without putting one.   Around 2 months ago I called them 3 times as my hub kept timing out.  As it was 11 years old I was told I would need a new one so a text was sent telling me my hub had been dispatched.  It didn’t arrive so I went through this process 3 times after which they admitted they had never really sent my hubs!!!! I was passed from pillar to post and ended up with a man who told me I was on an old service and could get a much better one for half price which would have been 25.00 for the phone and broadband.  I agreed to be passed to the person who could set this up for me.  He told me the service would be 67.00 and that I would need to pay 9.00 for the delivery of a new hub when it had previously been free.   I couldn’t believe the right hand doesn’t know what the left hand is doing and they weren’t even prepared to send me the hub free of charge for previous poor service.  Needless to say I’ve left them and am with Vodafone now.  They are charging me 30.00 and I have a better service.   When I cancelled I was advised by what I think is the retention team to either send the old hub back or bin it as it was 11 years old  didn’t work and was therefore no good.  Well I binned it and today I got an envelope with a bag to return the hub in and an email telling me to return it or I would be charged 43.00.   I rang and complained telling the man on the phone I had put the old hub in the bin as advised by them and he said  ‘well you’ll just have to pay 43.00 then I didn’t advise you.’  I challenged this telling him he represents BT.  I then asked to speak to a manager but was denied this until he had found my account.  He was very sarcastic and he asked me how much I paid and what date my last payment was.  My bill differed each month so I gave an average and as I couldn’t give the exact date of my last payment he happily told me I couldn’t speak to a a manager.  They had always dealt with me before.  There are other questions they can ask. What’s sad is I am 56 years old and have been a BT customer all my adult life.  Their service used to be brilliant which is what kept me all these years.  Ive never known a company’s service to go down so much.~~~,Northampton~~~,2021-05-28~~~,~~~,~~~,~~~,~~~
