content,location,date,satisfaction,customer_service,speed,"reliability,"
"I've been a BT customer for longer than I care to remember & have always had issues of one thing or another every year which take forever to get resolved. Most are concerning the ""deals"" they give me. They treat any loyal customer like something they wouldn't tread in  except if they think you're going to leave. WELL I AM THIS TIME! I understand the issues with my broadband speeds  I live in a rural location 4 miles from the exchange  but it doesn't excuse their attitude. I was going to say incompetence but actually they're very good at promising & not delivering whilst continually overcharging. My latest issue concerns my broadband deal which was due to run out in January but as I signed up for BT Sport their email said any broadband deal I was currently ""enjoying"" would be extended to the DNS of my years sport contract. Guess what  they started charging my an extra £5.70 a month so every month I had to call Calcutta to be assured a refund would be made & the overcharge wouldn't happen again. I got a refund of £3.86????? For some reason & the overcharge continues each month & I have to call again. I got a call today from someone over here to tell me the broadband deal didn't last till June when my sport contract ends & there was never such an extension to current deals!  Imagine his shock when I offered to forward the original email as I still had it! Yet he still rabbited on about maybe I could ring their customer options number where someone could sort me out another deal. Total bunch of vvankers!~~~","Bempton, East Yorkshire ~~~",2014-04-28~~~,1,1,1,2
Changed over from Sky on 17th April. We have been watching BBC ITV etc through the Sky box as we don`t as yet have an aeriel. Tuned in to watch football on Saturday 26th and found we had no channels. Only technical advice I got was that I need an aeriel for updates to be installed. After 54 minutes on the phone and explaining that the channels I wanted to view came through broadband and not the aerial  I was told I needed an aerial for the updates. So after 1 week I now have no tv channels. I am told that a manager will contact me in the next 5 days to try and resolve after I said I was cancelling and going back to Sky. Think very long and hard before changing to BT. If you threaten to leave them you speak to someone in this country. For so called technical advice you speak to someone thousnds of miles away. I spoke to 5 different people in 54 minutes.~~~,Gateshead~~~,2014-04-27~~~,1,~~~,1,1
I'm currently with BT and have nothing but problems with them  I'm on a upto 16mb unlimited anytime calls package even tho my line is only rated upto 8mb and for the last 3 months im only receiving 1mb at peak times so I complained to them that in itself was a horrible experience  I was told im on a congested exchange and they would see if anything can be done  nothing has been done and since Wednesday morning this week I've had no broadband at all from them  so I spoke with a BT mod and he said he cant do anything until 9th may when a new update will take place  so I said I want to cancel my account then and he flatly refused to agree to it so im kind of stuck now and find it unbelievable that this can happen with-in the British law system. I understand that every area and exchange will differ in its output  but BT have spread themselves very thin and as a result there is a massive number of congested exchanges  so at peak times 6pm - 11pm and all weekends you will be in the slow lane. They are not easy to contact and once you do get through to someone you can understand they are bordering on being rude and sarcastic. If you try and be herd via their forums then forget it as they have that base covered also They move your post around in their forums to suit themselves and to hide your complaints with-in a web of old post.  They also use India call centres that will send you mad if you ever do have to phone them. The worse thing I ever did was to let this cowboy company be my isp. all they provided me with was a headache and frustration.~~~,Horsham~~~,2014-04-25~~~,1,1,1,1
I have been looking to change from BT to another provider as BT charges are very high  but after reading other reviews on other providers I will stay with BT. Never lost a connection  speed is very fast and found the customer service Dpt. (in India) very helpful  yes they did take the trouble to phone me back to see if all was O.K.~~~,East Anglia~~~,2014-04-24~~~,5,5,5,5
"Absolutely appalling.  Our speeds at best are 2mb - apparently.  The reality is more like 1mb and add to this the fact that it is so unreliable.  Much of the time the connection is so slow that it times out when trying to browse the web  at other time the signal drops completely and we get the ""No internet connection"" message.  Multiple calls to BT on result in being made to go through the exact same scenarios of restarting the router  unplugging cables  etc etc.  This in itself is irritating but when you reach the end of it and they say ""well there is nothing wrong"" it gets even more irritating.  On three occasions we have had people try to connect to us remotely and found that they couldn't and yet STILL say there isn't an issue.  On every occasion we use out BT landline for a call they have to phone back to the mobile because the quality is so bad that they can't hear us  and yet  STILL say there is no issue!  We have asked times for an engineer only to be either flatly refused or told it will cost us £150.  To cap it all off  each and every call you make  even if it is within the same hour  you have to start from the beginning with the process of going through their check list.  I have suggested to people to read our notes before to see that this is a redundant request but they have flatly refused saying that they do not have time to read the previous notes!  Then what is the point?  really?  I despair.  Use BT at your peril.~~~",Nottinghamshire~~~,2014-04-23~~~,1,1,1,1
"I placed an order for BT phone and infinity as I decided to move back to them from Sky. I was told everything would be up and running on 14th April. My phone has transferred over but nobody had the courtesy to tell me that there was a problem with the Infinity. I used their contact form to contact them with my order reference etc and got a reply saying it would take 10 days to reply to me. They then sent an actual reply saying I had to call another team as the digital team don't deal with orders. Why ask me to fill out a contact form then? I phoned them and they say that the engineers can't fix the fault at the exchange until Friday as they don't have the part they need. BT don't have a spare part for their own exchange?? So the rest of the week without internet and they say that they cannot do it any sooner than Good Friday. I wonder if they actually will sort it out on a Bank Holiday.  I'm furious with the lack of information on their order tracking system. If it says ""delayed"" then at least explain why  without having to call and wait on hold. If your phone and internet works then do NOT move to BT. They are absolute jokers - and not the funny kind. I wish I had just stayed with Sky. BT are a total waste of time.~~~",London~~~,2014-04-15~~~,1,1,1,1
"It was all great for about 3 1/2 years  and then we began to have problems. I believe this was in no small part to your ""upgrade"" of the BT Vision service. What a disaster! As well as BT Vision service developing problems  our Broadband service began to drop out frequently. Having requested a new BT Home Hub for weeks (as it was clear we have a Broadband problem for months) a nice sensible lady  Bandita  has at last agreed that we must have faulty a Home Hub (Version 2.0 from 2010)  and is sending me a new one. Too late dear BT  I have signed with Sky having complained to you on numerous occasions about the Broadband service AND the BT Vision service  to no avail. Whilst BT  last week  upheld a complaint about the wrong advice I was given by BT over the telephone (BT complaints having listened to a record of a conversation I had with one of their ""advisors"")  BT refuse to make any offer of compensation. Well  dear BT  I guarantee you are going to either spend a great deal of time  and/or pay me at least £60  as I'm taking my complaint to your regulator. BT have failed to provide the service that I have paid for  and have failed to train their team of advisors sufficiently to deal effectively with issues from customers. I have spent many hours in total on the telephone to BT  politely trying to get you to do something. I would much rather have spent my time doing something more productive. BT - you should be ashamed of yourselves!! I'm glad to leaving you.~~~",Exeter~~~,2014-04-11~~~,1,2,2,~~~
BT Infinity installed Dec 2013 & there is never a week that goes by we're we have no Broadband & to top it all for the last 2 days hourly breaks were the broadband has failed to work...BT then say we have to pay for an engineer to come out and check the sockets etc....What a joke ... Customer Services leave a lot to be desired!!! Now thinking of leaving BT.....~~~,Devon~~~,2014-04-08~~~,1,1,1,1
"BT is the worst service I have ever used. Over the past 3 months we've been getting broadband speeds of a maximum of 10mbps and a minimum of 0.01mbps - both of which will occur in 5 minutes of each other. After spending many hours on the phone and going through the same useless and redundant 'restart the hub' process we finally got an engineer sent to us - who assured us there were ""no problems"" and was gone in 5 minutes. Their customer service is appalling with a woman even hanging up on us whilst we were mid-discussion - not to mention the people we couldn't understand as they're all based overseas. I would rather pay double the price we're currently paying and go with someone else rather than BT but as they're unwilling to cancel the contract we have with them it looks like we're going to suffer till next year. My family and extended family have all been told of the issues we've been having and i can assure you that BT have lost customers for life because of it.~~~",Essex~~~,2014-04-07~~~,2,1,1,1
So far so good.  I have changed over from the terrible direct save organisation.  System is efficient and service is good.  Having read some of the comments posted by others I am keeping my fingers crossed the good service continues.  So far so good :)~~~,York~~~,2014-04-06~~~,~~~,~~~,~~~,~~~
